Amp_P0 Freq_P0 Amp_P1 Freq_P1 Filename BW_F1 BW_F2 BW_F3 BW_F4 Centroid Std_Dev Freq_F1 Freq_F2 Freq_F3 Freq_4 Amp_F1 Amp_F2 Amp_F3 Amp_F4 nPeaksDB
26.4018 125 38.0841 203.125 abd_6.txt 47.0416 124.697 209.077 55.854 3274 204 234.375 828.125 2046.88 2921.88 35.9436 6.42302 1.53899 4.29508 20
26.2725 125 38.4891 390.625 abd_6.txt 54.3373 91.3945 271.386 68.8551 3276 204 265.625 796.875 2093.75 2906.25 41.8779 12.4495 1.58291 3.88587 25
20.4278 125 35.984 390.625 abd_6.txt 79.2697 73.0076 186.804 101.915 3135 196 281.25 796.875 1765.62 2828.12 20.5909 12.6405 1.61647 1.63376 70
22.0574 125 35.1075 390.625 abd_6.txt 66.2923 30.6206 164.491 100.609 3222 201 281.25 812.5 1828.12 2765.62 22.9819 26.5877 1.76813 1.91754 13
20.0441 140.625 33.001 406.25 abd_6.txt 86.8747 55.9993 213.221 119.804 3222 201 296.875 843.75 1812.5 2765.62 15.6668 14.0088 1.51129 1.70585 37
34.2092 203.125 33.7 609.375 abd_6.txt 58.116 61.8859 493.341 85.8973 3326 208 343.75 1000 1593.75 2640.62 21.9251 11.8986 1.55661 2.43026 52
33.029 203.125 32.1334 421.875 abd_6.txt 43.318 48.3759 599.338 58.0509 3350 209 359.375 1046.88 1437.5 2625 26.5971 13.5643 2.23441 3.40118 36
32.2877 203.125 35.3695 421.875 abd_6.txt 27.7972 43.2423 42.362 64.403 3430 214 390.625 1171.88 2609.38 3406.25 45.1119 10.8323 4.23386 2.28759 11
32.2942 187.5 40.069 406.25 abd_6.txt 17.1742 38.2294 34.6171 76.0818 3418 213 390.625 1250 2625 3421.88 61.1425 8.50289 4.39261 1.76786 6
36.8238 187.5 33.1219 375 abd_6.txt 53.3843 79.6007 33.5603 101.818 3204 200 375 1078.12 2625 3453.12 36.9951 5.91625 3.88761 1.15506 36
28.0586 125 38.8994 203.125 abd_6.txt 15.8777 203.948 243.625 284.41 2986 186 203.125 1046.88 2093.75 2937.5 76.7306 2.63126 1.30812 0.946304 7
30.0663 125 39.857 203.125 abd_6.txt 10.5817 147.106 237.273 291.195 2955 184 203.125 1046.88 2109.38 2921.88 107.204 3.26624 1.24909 0.891814 4
35.8604 125 44.3858 203.125 abd_6.txt 6.35428 194.104 184.278 240.775 3055 191 187.5 1000 2015.62 2671.88 237.078 3.28003 1.99604 1.20114 2
28.1599 125 37.9011 203.125 abd_6.txt 10.8269 154.782 153.582 240.766 3013 188 187.5 1046.88 2093.75 3031.25 94.5259 2.76769 1.62207 0.945855 5
31.8441 109.375 46.975 187.5 abd_6.txt 5.98542 136.745 295.366 776.823 3015 188 187.5 1343.75 2625 2750 186.055 3.15118 1.12208 1.06788 3
27.3987 125 36.0359 203.125 abd_6.txt 12.2755 154.524 294.048 267.968 3111 194 187.5 1187.5 2109.38 2937.5 72.0206 2.27888 1.02532 0.902189 5
26.7128 109.375 41.2746 187.5 abd_6.txt 8.11727 183.546 293.243 1020.91 3201 200 187.5 1343.75 2484.38 3015.62 104.571 1.736 0.967816 0.879934 3
29.0615 109.375 44.2319 187.5 abd_6.txt 8.5844 205.001 216.355 236.256 3023 189 187.5 1093.75 1968.75 2890.62 125.439 2.31321 1.41459 0.977267 3
22.9583 125 33.3149 203.125 abd_6.txt 31.7414 158.34 221.296 355.059 3038 190 218.75 1156.25 2078.12 2796.88 30.6152 3.00661 1.56966 0.902252 13
19.2091 125 31.8665 203.125 abd_6.txt 461.834 47.3649 118.342 211.6 3047 190 125 375 1765.62 2718.75 13.4776 24.9125 2.40689 0.965762 19
38.8831 203.125 40.7897 437.5 abd_6.txt 19.8363 36.2194 149.908 237.277 3220 201 406.25 1859.38 2843.75 3703.12 73.7991 6.20325 1.24467 0.708021 8
34.7796 203.125 37.8051 437.5 abd_6.txt 20.679 235.431 52.1359 168.471 3267 204 406.25 750 1906.25 2937.5 47.2076 5.22164 4.67429 1.20621 9
35.7059 203.125 0 0 abd_6.txt 19.431 235.144 27.8126 67.0572 3484 217 406.25 531.25 1906.25 2828.12 82.7791 23.0016 10.8622 3.74421 8
30.1787 218.75 39.2233 437.5 abd_6.txt 15.6502 247.429 38.1737 58.4202 3436 214 421.875 718.75 1937.5 2812.5 57.0716 5.4351 6.63214 3.48467 7
31.8444 218.75 41.9087 437.5 abd_6.txt 11.9149 186.926 22.8324 37.3257 3674 229 421.875 765.625 1953.12 2781.25 77.0959 5.5902 11.7577 6.46546 4
29.1297 218.75 40.9365 437.5 abd_6.txt 11.5549 259.287 33.5464 43.7318 3638 227 421.875 718.75 1984.38 2765.62 69.5768 5.01782 8.12433 5.83747 5
29.2324 218.75 39.0171 437.5 abd_6.txt 9.02382 315.286 67.836 68.665 3649 228 421.875 875 1984.38 2750 74.3785 2.8646 4.85442 4.20599 4
32.5504 218.75 39.852 437.5 abd_6.txt 12.0581 98.4521 120.93 907.548 3661 228 421.875 2078.12 2656.25 2734.38 70.6753 5.16574 4.27277 3.76213 5
18.7633 140.625 31.3195 406.25 abd_6.txt 374.81 28.7582 85.3582 116.183 3369 210 312.5 406.25 2140.62 2484.38 19.5623 34.0433 5.45108 4.05154 12
34.7413 187.5 25.2459 437.5 abd_6.txt 72.6344 52.459 174.036 291.901 3216 201 343.75 2390.62 2781.25 3687.5 14.5876 6.30057 2.74474 0.828453 38
28.6431 140.625 36.5004 218.75 abd_6.txt 14.5092 181.19 106.184 138.725 3128 195 218.75 1015.62 1968.75 2781.25 61.4344 2.48347 2.41853 1.3367 6
29.6388 171.875 32.9001 250 abd_6.txt 24.0726 251.004 63.9207 131.248 3310 207 250 921.875 2015.62 2765.62 39.1906 2.4031 4.39914 1.82854 10
38.0454 218.75 40.5617 437.5 abd_6.txt 28.9337 79.3508 219.512 516.828 3870 242 375 2062.5 2437.5 2765.62 42.5892 11.9117 6.59965 3.7881 11
35.9591 218.75 35.148 437.5 abd_6.txt 42.425 149.354 89.1276 138.382 3629 226 328.125 1921.88 2234.38 3109.38 27.0967 6.04404 8.5856 1.93766 17
40.3148 203.125 32.503 437.5 abd_6.txt 46.0556 45.4191 118.014 160.231 3832 239 296.875 1953.12 2468.75 3250 29.565 12.7137 5.40782 1.70407 19
36.3691 203.125 34.13 437.5 abd_6.txt 50.3958 56.6084 133.165 287.108 3675 229 296.875 2015.62 2687.5 3312.5 21.9447 9.08373 4.15514 1.28375 21
34.0012 203.125 38.4616 437.5 abd_6.txt 46.8696 562.527 49.5958 74.7134 3781 236 390.625 1468.75 2062.5 2765.62 29.1518 2.45884 11.3537 5.6258 18
20.5683 0 23.6075 437.5 abd_6.txt 55.9354 135.075 181.885 50.7186 4574 286 203.125 1156.25 2359.38 2734.38 8.64759 1.69321 2.41666 7.00281 55
25.2357 218.75 26.3994 296.875 abd_6.txt 33.2349 183.26 395.094 131.018 3315 207 281.25 1062.5 2296.88 2765.62 19.9413 2.06866 1.12779 1.91749 14
29.3121 156.25 35.33 234.375 abd_6.txt 33.7878 281.911 237.566 60.2751 3670 229 296.875 875 2062.5 2515.62 39.9257 3.86996 3.20023 8.37697 13
31.0612 187.5 33.6364 406.25 abd_6.txt 25.2338 314.871 63.3132 110.334 3513 219 343.75 1015.62 2406.25 3156.25 29.7331 2.01257 5.09769 2.45096 11
32.4699 187.5 42.3626 406.25 abd_6.txt 12.0346 270.568 42.0466 79.3617 3694 231 375 546.875 2234.38 2703.12 120.478 14.2602 12.6428 8.05828 5
25.5198 171.875 39.7211 390.625 abd_6.txt 7.98969 286.3 48.7169 118.874 3563 222 375 859.375 2218.75 2734.38 68.9046 2.31482 7.618 3.94039 3
30.1385 187.5 42.7328 390.625 abd_6.txt 9.11071 30.5078 48.7513 32.9953 3758 235 375 2140.62 2609.38 3296.88 111.04 16.3743 11.4776 6.22207 3
28.3981 171.875 0 0 abd_6.txt 16.4704 538.906 80.7996 65.4646 3553 222 375 421.875 2031.25 2531.25 43.4996 22.8733 5.48988 6.67017 7
33.5869 171.875 35.8185 390.625 abd_6.txt 19.3554 322.575 72.5246 42.3699 3582 224 359.375 718.75 1906.25 2515.62 56.131 5.07716 6.17217 8.72028 8
26.9168 140.625 37.3503 359.375 abd_6.txt 544.677 20.1884 81.2399 47.5612 3501 218 203.125 359.375 1703.12 2515.62 17.6945 57.7071 5.14453 6.34029 8
32.5645 171.875 35.7499 390.625 abd_6.txt 16.1059 62.209 56.7567 58.3986 3387 211 390.625 1500 2453.12 3312.5 56.0334 5.2382 3.92663 2.23928 6
30.9388 171.875 40.0269 390.625 abd_6.txt 13.0886 45.9211 42.9953 35.6697 3426 214 375 1375 2484.38 3343.75 99.4481 7.7057 4.41844 3.31047 5
31.8794 171.875 38.0293 390.625 abd_6.txt 10.4276 39.2224 54.8634 82.5025 3149 197 375 1234.38 2500 3281.25 92.2623 7.77131 2.76566 1.53736 4
33.0218 187.5 40.1627 390.625 abd_6.txt 8.31861 41.8239 58.2851 85.8427 3087 193 359.375 1265.62 2437.5 3328.12 126.407 7.21684 2.44055 1.28948 3
37.1505 187.5 43.052 390.625 abd_6.txt 8.31663 103.137 81.682 128.382 2922 182 359.375 1109.38 2484.38 3375 155.882 4.38427 1.80778 0.963064 4
36.8181 187.5 42.9023 390.625 abd_6.txt 13.8104 164.037 136.751 211.778 2985 186 359.375 1156.25 2421.88 3437.5 89.2366 3.40745 1.45637 0.756068 6
38.0353 187.5 40.9628 406.25 abd_6.txt 31.2259 171.561 213.271 236.952 2906 181 328.125 984.375 2390.62 3375 52.7445 4.8444 1.06812 0.793745 12
28.8326 140.625 38.0043 406.25 abd_6.txt 28.3836 112.863 223.375 433.394 2926 183 250 828.125 2218.75 3062.5 59.0613 7.33518 1.18826 0.810509 11
33.2002 156.25 29.2971 234.375 abd_6.txt 33.9742 154.047 244.644 323.763 3015 188 218.75 1078.12 2187.5 2734.38 30.4197 3.02685 1.36838 1.02351 14
41.2199 109.375 52.6103 187.5 abd_6.txt 8.56955 176.76 854.726 79.364 3218 201 171.875 1031.25 1687.5 2343.75 339.163 5.26915 1.97961 3.73428 4
34.8629 156.25 32.2391 234.375 abd_6.txt 20.5395 156.038 136.775 252.051 3089 193 203.125 1093.75 2171.88 3218.75 50.9142 2.8158 1.85334 0.918586 8
34.9342 140.625 40.2192 218.75 abd_6.txt 14.0131 89.9579 188.89 90.8861 3710 232 203.125 1187.5 1906.25 2437.5 93.5176 7.8877 4.24709 5.024 5
24.6879 0 30.8916 203.125 abd_6.txt 55.8649 114.38 169.923 84.7586 3613 225 234.375 1171.88 1968.75 2609.38 15.0666 4.37284 2.97225 3.9723 48
28.3921 0 34.5798 187.5 abd_6.txt 33.883 76.2524 163.212 43.7006 3845 240 203.125 1140.62 1937.5 2593.75 29.16 6.57708 3.09628 7.73017 13
13.5911 156.25 21.6924 390.625 abd_6.txt 51.3977 111.106 165.364 244.184 4349 271 296.875 1421.88 2375 3078.12 5.62357 1.90865 1.65473 1.30672 62
19.5146 328.125 19.8396 406.25 abd_6.txt 87.474 111.318 122.083 165.405 4162 260 375 1687.5 2359.38 2906.25 6.63945 4.29732 4.44247 2.09966 239
21.0218 343.75 17.0881 437.5 abd_6.txt 90.1803 130.319 102.058 208.522 4043 252 406.25 1640.62 2453.12 3171.88 6.22249 3.26599 3.79092 1.25038 237
25.6883 187.5 25.1444 265.625 abd_6.txt 42.5711 204.78 304.63 298.742 3197 200 312.5 1125 2250 2750 17.6462 2.39878 1.3521 1.20544 18
27.639 140.625 0 0 abd_6.txt 432.367 12.3332 61.232 117.977 3435 214 218.75 234.375 2390.62 2859.38 69.1699 84.2852 5.85507 4.74821 5
33.6822 187.5 30.9689 437.5 abd_6.txt 16.024 234.601 40.7248 159.123 3530 220 234.375 765.625 2421.88 2781.25 54.1487 2.29111 9.23753 3.98044 7
25.3688 140.625 37.5175 218.75 abd_6.txt 25.7305 251.417 33.518 152.262 3626 226 234.375 671.875 2406.25 2750 40.0559 3.10871 11.804 4.27616 11
26.7728 140.625 37.3531 218.75 abd_6.txt 30.0747 282.123 32.5815 176.691 3794 237 250 625 2390.62 2796.88 41.5672 4.24499 13.3025 4.45926 12
26.6062 140.625 36.7516 218.75 abd_6.txt 31.7234 327.581 34.6255 194.824 3707 231 250 593.75 2375 2843.75 40.6555 4.77994 12.585 4.31231 13
31.0379 156.25 33.1307 421.875 abd_6.txt 28.6611 313 67.518 188.765 3721 232 234.375 750 2359.38 2687.5 46.4303 3.21929 8.36086 4.94128 12
27.1769 125 40.4694 203.125 abd_6.txt 31.8396 367.143 247.977 57.8367 3246 203 234.375 828.125 1750 2671.88 49.0717 3.39279 1.73932 4.28906 12
25.7456 125 38.5839 203.125 abd_6.txt 25.9477 266.926 255.588 24.6946 3319 207 234.375 984.375 1718.75 2671.88 45.1329 2.67061 1.47955 6.77351 10
27.1029 125 40.2282 203.125 abd_6.txt 28.373 282.706 178.41 11.9093 3238 202 250 734.375 1828.12 2671.88 54.4319 4.32769 1.74494 13.4787 11
25.8288 125 38.3957 203.125 abd_6.txt 28.989 439.248 357.595 21.8026 3414 213 250 953.125 1500 2671.88 46.6067 2.60976 1.47873 9.22311 12
33.7593 140.625 43.3542 375 abd_6.txt 26.756 340.943 700.469 30.4663 3590 224 250 875 1703.12 2656.25 70.9269 3.67038 1.25475 11.1683 11
28.2492 125 39.7699 375 abd_6.txt 30.148 188.327 54.6314 138.118 3572 223 265.625 1375 2640.62 3109.38 51.9375 2.16571 6.00979 2.1073 11
27.5947 125 37.7793 375 abd_6.txt 35.7752 256.084 75.6988 121.344 3548 221 265.625 1390.62 2718.75 3093.75 42.6956 1.69843 4.97526 2.84445 15
36.8912 187.5 31.2427 390.625 abd_6.txt 55.5502 474.454 102.893 51.6526 3494 218 281.25 937.5 1312.5 2796.88 27.9381 5.04711 5.41993 4.4912 24
35.1942 171.875 33.935 375 abd_6.txt 43.8025 49.8603 93.0374 83.5861 3484 217 328.125 1265.62 2750 3093.75 31.0257 9.13215 4.25146 4.0438 17
36.8907 171.875 39.1415 359.375 abd_6.txt 42.0934 59.7845 72.243 74.8515 3610 225 375 1171.88 2703.12 3156.25 39.51 8.77455 4.99796 4.48004 17
38.437 171.875 39.5178 359.375 abd_6.txt 48.3471 154.778 54.9868 77.7427 3398 212 406.25 1234.38 2671.88 3343.75 41.5079 4.1292 4.45385 2.32653 20
36.9516 171.875 35.3709 359.375 abd_6.txt 60.9827 191.878 213.8 58.1134 3240 202 359.375 703.125 1593.75 2687.5 31.9241 10.379 2.03782 3.18851 27
39.2059 171.875 41.3964 359.375 abd_6.txt 46.1265 199.454 399.861 27.4841 3377 211 359.375 781.25 1187.5 2671.88 55.2374 10.8598 3.42805 7.485 19
35.7804 171.875 33.3047 359.375 abd_6.txt 43.8818 553.295 222.057 54.2398 3292 205 359.375 453.125 1343.75 2640.62 33.8401 20.9547 2.45944 4.17702 17
42.1659 171.875 41.0284 359.375 abd_6.txt 26.7494 81.8597 14.2289 32.2183 3865 241 328.125 1140.62 2656.25 3281.25 109.295 9.23945 16.4658 5.54371 10
39.5595 171.875 42.4633 328.125 abd_6.txt 16.7792 53.2397 20.342 37.2061 3446 215 312.5 1125 2640.62 3281.25 100.382 9.23189 10.0537 4.42064 6
39.2705 140.625 36.4871 468.75 abd_6.txt 95.0763 281.512 43.1329 43.2643 3857 241 265.625 859.375 2578.12 3328.12 49.4749 6.47075 6.90449 5.83037 34
31.5389 93.75 41.6711 171.875 abd_6.txt 22.0469 136.173 76.8376 121.911 3177 198 171.875 1265.62 2609.38 3328.12 92.2282 2.84711 2.72283 1.3944 8
34.8538 93.75 48.8123 171.875 abd_6.txt 15.0622 89.9786 49.2288 184.689 3274 204 171.875 1156.25 2593.75 3156.25 165.556 5.72779 5.13384 1.32917 6
24.3771 109.375 36.371 187.5 abd_6.txt 26.8978 135.323 346.281 137.147 3107 194 203.125 1093.75 2078.12 2921.88 42.3815 3.39938 1.05849 1.60211 11
38.6173 171.875 34.573 343.75 abd_6.txt 60.0898 133.019 80.5177 212.753 3621 226 265.625 1140.62 2656.25 3500 29.3439 3.66736 3.07194 2.05669 30
22.5594 0 29.2996 187.5 abd_6.txt 52.1456 219.015 1026.8 126.899 3959 247 265.625 1281.25 1718.75 2734.38 18.2132 2.11522 1.34119 2.97678 23
23.1897 140.625 23.7903 312.5 abd_6.txt 45.6091 46.2766 48.2587 199.555 4358 272 265.625 1218.75 2078.12 3000 11.7711 7.39536 6.24787 2.10064 152
25.7515 203.125 27.3644 375 abd_6.txt 29.5002 204.774 193.31 541.083 3294 206 296.875 1156.25 2109.38 2812.5 24.8804 2.39384 1.59978 0.888277 12
44.093 203.125 43.2919 421.875 abd_6.txt 14.3845 78.5224 31.7391 76.1721 3325 208 328.125 1187.5 2593.75 3312.5 127.227 4.12223 4.66567 1.88086 6
39.5228 203.125 39.205 421.875 abd_6.txt 20.9976 121.85 40.7732 79.8978 3190 199 359.375 1250 2578.12 3312.5 65.1426 2.44404 3.69042 1.66962 8
44.6364 203.125 49.7827 406.25 abd_6.txt 17.388 77.9203 21.8428 30.961 3375 211 359.375 1234.38 2593.75 3281.25 96.2807 4.246 7.49494 4.36424 7
44.6599 203.125 48.1042 406.25 abd_6.txt 21.8983 91.947 27.8716 27.0875 3440 215 343.75 1296.88 2578.12 3312.5 85.5358 3.84958 6.80404 5.4713 9
44.2303 203.125 46.3356 406.25 abd_6.txt 27.1379 118.616 30.7039 24.9384 3437 214 328.125 1406.25 2578.12 3296.88 72.0471 2.97322 6.95229 6.03136 11
45.4475 187.5 43.7021 406.25 abd_6.txt 31.1416 136.858 22.303 35.5238 3549 221 281.25 1484.38 2625 3265.62 74.2156 2.59035 10.2966 4.44421 12
29.8452 125 44.2064 203.125 abd_6.txt 22.9035 290.737 35.5416 122.498 3479 217 234.375 1531.25 2671.88 3187.5 88.3731 1.48048 8.57581 1.96542 8
44.6914 171.875 46.6697 390.625 abd_6.txt 19.0998 240.843 29.0808 103.645 3722 232 234.375 1390.62 2703.12 3062.5 132.457 1.68373 12.362 3.26422 7
39.1333 156.25 44.4815 390.625 abd_6.txt 18.4053 285.572 24.0309 122.603 3605 225 234.375 1546.88 2703.12 3093.75 133.021 1.51127 13.6689 2.42692 7
32.8799 140.625 42.7253 390.625 abd_6.txt 15.499 441.682 288.53 18.0858 3267 204 218.75 640.625 1609.38 2718.75 122.891 5.39271 1.44536 11.7768 6
34.6814 140.625 43.8315 218.75 abd_6.txt 11.3086 344.841 233.018 14.4043 3180 198 218.75 671.875 1687.5 2718.75 160.908 4.85309 1.45242 12.3265 4
29.7584 125 39.8801 203.125 abd_6.txt 9.94664 185.884 213.276 45.371 3089 193 203.125 1015.62 1859.38 2687.5 118.107 2.99639 1.58 3.72314 4
38.5016 171.875 33.4249 250 abd_6.txt 17.6167 217.391 253.056 164.007 3005 188 203.125 1031.25 1890.62 2906.25 64.8478 2.53162 1.22407 1.14569 7
25.8138 125 38.4416 265.625 abd_6.txt 13.5925 121.372 163.638 77.7178 3674 229 218.75 921.875 2250 3109.38 63.4572 3.05896 1.13926 2.18913 5
11.2988 328.125 14.6343 2062.5 abd_6.txt 250.528 100.383 180.005 317.813 5024 314 468.75 2156.25 3031.25 3734.38 1.19064 1.71309 1.45276 0.977589 22
6.85089 156.25 12.1439 1515.62 abd_6.txt 128.025 109.479 143.093 132.712 4887 305 437.5 1937.5 2687.5 3500 0.901592 1.20871 1.36118 1.32464 57
5.75915 0 13.3748 1078.12 abd_6.txt 77.7514 145.196 153.064 757.082 4807 300 281.25 1843.75 2656.25 3250 1.62751 0.914237 1.32628 0.926707 128
10.9917 171.875 12.079 750 abd_6.txt 96.9052 117.881 921.974 72.3004 4869 304 281.25 1765.62 1953.12 2750 1.78956 1.06327 0.947826 1.83936 117
13.5483 171.875 14.8959 546.875 abd_6.txt 98.8952 923.906 112.825 86.0981 5023 314 343.75 1562.5 1734.38 2828.12 2.68431 1.30261 1.63802 1.93848 153
25.2652 125 30.4145 203.125 abd_6.txt 31.5224 330.421 146.232 127.292 3367 210 218.75 1171.88 1750 2812.5 26.1822 1.8051 2.14142 1.38443 13
31.5756 140.625 43.1391 218.75 abd_6.txt 42.9341 224.826 157.469 91.21 3190 199 265.625 515.625 1656.25 2687.5 66.8161 15.9625 2.08638 2.00608 18
41.1634 187.5 0 0 abd_6.txt 293.781 45.1417 216.274 138.213 2968 185 281.25 312.5 1531.25 2718.75 66.8797 64.6239 1.67811 1.14571 18
45.0913 203.125 45.6651 406.25 abd_6.txt 45.0232 114.672 120.998 67.3067 3050 190 296.875 1328.12 2609.38 3609.38 73.8695 4.26821 1.22422 1.43131 18
32.3894 125 0 0 abd_6.txt 44.2672 316.967 72.8149 96.9889 3102 194 281.25 296.875 1312.5 2640.62 89.4313 86.3275 7.20634 1.41358 17
46.7248 203.125 42.2392 421.875 abd_6.txt 46.8772 71.9164 94.574 125.833 3108 194 312.5 1281.25 2625 3640.62 88.4119 8.53626 1.56287 0.806958 18
44.0946 203.125 48.8989 406.25 abd_6.txt 37.7632 60.591 73.1206 146.022 3146 196 359.375 1234.38 2640.62 3531.25 78.1016 9.41491 2.24112 0.80804 14
45.6405 187.5 44.9045 421.875 abd_6.txt 25.1383 48.7476 50.692 1787.39 3203 200 375 1203.12 2578.12 2640.62 119.157 13.187 3.51846 2.9628 9
43.5451 187.5 46.8532 406.25 abd_6.txt 17.733 38.3195 57.2355 210.852 3076 192 375 1187.5 2546.88 3484.38 124.442 12.8545 2.85009 0.678532 7
43.3994 187.5 44.5101 406.25 abd_6.txt 19.1026 29.7323 62.4403 197.295 3061 191 375 1187.5 2500 3453.12 103.484 14.646 2.49489 0.738646 8
44.122 187.5 37.4237 406.25 abd_6.txt 45.0771 46.194 70.4528 168.899 2933 183 312.5 1125 2484.38 3343.75 54.4379 9.36578 2.05489 0.786764 30
29.0244 125 38.5511 203.125 abd_6.txt 22.5635 285.028 406.031 161.549 2935 183 203.125 968.75 1890.62 2609.38 65.3193 2.59874 1.15338 1.36474 9
31.5387 125 43.4176 203.125 abd_6.txt 13.0512 122.887 49.3957 153.112 3043 190 203.125 1203.12 2359.38 3375 119.916 3.20684 3.44138 0.881271 5
30.9049 125 44.5359 203.125 abd_6.txt 17.6815 110.82 21.9391 61.7809 3242 202 218.75 1343.75 2375 3375 99.2673 3.25491 8.3124 1.84935 7
30.4513 140.625 40.5363 218.75 abd_6.txt 23.1638 89.15 22.5429 32.7074 3427 214 250 1718.75 2421.88 3328.12 80.0606 4.58371 12.8474 3.61437 9
38.3419 187.5 40.1826 406.25 abd_6.txt 23.1503 49.2963 18.8851 37.0238 3681 230 265.625 2031.25 2515.62 3359.38 65.5289 9.56502 23.606 4.32811 9
43.7327 203.125 43.4081 421.875 abd_6.txt 25.8288 36.1929 29.7637 33.3216 3765 235 296.875 2171.88 2562.5 3343.75 53.1375 15.3745 20.2587 5.89446 10
42.7043 203.125 44.7261 421.875 abd_6.txt 25.0915 1703.63 22.3099 63.0892 3809 238 296.875 1828.12 2281.25 2687.5 49.0063 1.35404 22.4706 10.3389 10
37.9487 218.75 29.131 406.25 abd_6.txt 29.6945 315.378 14.2582 75.6924 3539 221 281.25 437.5 2296.88 2828.12 33.908 9.23161 19.8175 5.79726 12
25.4121 156.25 35.5426 437.5 abd_6.txt 33.1561 299.055 30.618 126.654 3587 224 281.25 593.75 2265.62 2812.5 31.75 4.61533 11.4482 4.53645 13
24.953 156.25 35.4488 437.5 abd_6.txt 32.9002 50.3565 91.5116 263.249 3525 220 312.5 2203.12 2921.88 3093.75 29.1693 6.06288 4.87581 3.20614 13
26.5678 140.625 33.2443 218.75 abd_6.txt 34.864 187.919 53.337 55.9386 3379 211 265.625 875 2000 2781.25 30.804 3.43803 5.23983 3.82267 14
31.4851 125 45.2268 203.125 abd_6.txt 7.92007 259.496 99.367 80.3164 3101 194 187.5 968.75 1875 2609.38 136.944 2.33861 3.13291 2.41247 3
27.5634 125 39.3351 203.125 abd_6.txt 13.8535 235.638 202.685 137.572 3050 190 203.125 1109.38 1781.25 2765.62 77.0666 2.4231 1.75092 1.31462 6
30.3888 125 40.7613 203.125 abd_6.txt 14.5575 511.935 94.1859 129.559 3045 190 203.125 734.375 1640.62 2781.25 97.2869 3.07832 3.07424 1.32312 6
28.5106 125 37.9604 203.125 abd_6.txt 21.6817 83.5789 121.63 1122.49 3145 196 203.125 1625 2875 3109.38 62.7585 3.3209 1.49805 1.0552 8
31.9942 187.5 30.1382 390.625 abd_6.txt 31.7091 286.098 65.3982 50.958 3299 206 359.375 734.375 1937.5 2859.38 24.9777 3.53332 3.15401 2.99474 14
33.0066 203.125 40.1582 406.25 abd_6.txt 12.1247 254.395 22.7034 76.5654 3513 219 390.625 625 1921.88 2843.75 78.4554 7.52091 10.4719 3.51343 5
31.1317 203.125 39.4056 437.5 abd_6.txt 7.01131 328.876 20.7199 47.4798 3562 222 406.25 640.625 1984.38 2859.38 88.7498 4.73363 10.4535 5.5158 3
30.5467 218.75 37.5329 437.5 abd_6.txt 10.8409 231.975 14.7456 34.2593 3600 225 406.25 718.75 2015.62 2828.12 66.361 4.20726 15.3706 8.0804 4
33.3207 203.125 36.9488 421.875 abd_6.txt 15.082 303.881 18.2984 42.9859 3767 235 390.625 625 2031.25 2796.88 48.8246 5.34622 13.5803 7.46984 6
34.6885 203.125 38.0179 390.625 abd_6.txt 408.775 14.4066 32.1122 53.9871 3795 237 375 390.625 2093.75 2750 47.242 54.2583 9.95455 7.67765 6
32.35 187.5 0 0 abd_6.txt 14.7381 385.576 38.964 56.7594 3654 228 390.625 468.75 2171.88 2734.38 51.7235 15.8826 9.07706 7.28686 6
35.6454 187.5 0 0 abd_6.txt 288.278 15.7467 37.3408 42.7263 3599 225 328.125 375 2187.5 2640.62 53.738 83.6629 11.7156 11.6327 7
35.7434 187.5 37.1487 390.625 abd_6.txt 26.4413 284.255 74.835 305.341 3209 200 343.75 656.25 2453.12 2468.75 40.2413 5.07031 4.25652 4.21782 11
26.4062 125 34.4694 203.125 abd_6.txt 40.3451 212.43 244.324 100.252 3138 196 234.375 750 2187.5 2593.75 40.8287 4.61282 1.89302 2.91416 16
27.7883 109.375 41.7784 187.5 abd_6.txt 24.8562 233.952 117.139 50.9452 3251 203 218.75 750 2078.12 2703.12 64.2922 3.94645 2.53346 4.19688 10
27.8884 125 36.8414 203.125 abd_6.txt 22.156 226.051 189.151 114.732 3166 198 218.75 859.375 2187.5 2609.38 62.0039 3.16806 2.2935 2.68019 9
29.5381 140.625 34.8834 406.25 abd_6.txt 30.8446 481.762 421.078 98.9213 3151 197 250 796.875 2265.62 2500 52.1924 3.36835 2.43314 3.18199 13
32.7797 156.25 0 0 abd_6.txt 318.586 34.3336 207.995 77.4548 3100 193 218.75 296.875 2031.25 2625 53.0091 63.8384 1.73505 3.19211 13
45.325 203.125 44.8181 421.875 abd_6.txt 34.728 89.4648 164.374 188.82 3116 194 328.125 2203.12 2796.88 4171.88 73.7887 3.6606 1.62076 0.543662 13
46.2215 203.125 32.557 281.25 abd_6.txt 235.478 35.4614 55.7235 81.1029 3219 201 296.875 359.375 2125 2718.75 68.7149 79.2797 6.44457 3.39376 14
44.7481 203.125 40.6158 406.25 abd_6.txt 213.208 36.3434 46.5987 70.4155 3250 203 343.75 375 2062.5 2703.12 70.7665 70.5619 7.42952 3.85179 14
19.74 62.5 43.0356 203.125 abd_6.txt 274.043 29.1729 39.3101 94.7027 3234 202 109.375 390.625 2046.88 2734.38 31.4956 75.0902 8.75867 2.8436 11
42.1613 218.75 45.3285 421.875 abd_6.txt 26.5885 43.7369 110.867 474.065 3156 197 375 2015.62 2765.62 3875 76.8916 6.88716 2.11058 0.410462 10
