Filename,Segment_label,A1hz,A1dB,F0,H1,H2,P0,A1-P0,P1Hz,P1,A1-P1F1,Time
Bd_206,i,198.99,27.87,125.00,29.96,21.61,29.96,-2.09,1000.00,-4.31,32.19,1.00
Bd_207,ee,375.00,45.95,125.00,44.37,47.01,40.73,5.22,937.50,24.26,21.70,1.00
Bd_208,A,1062.50,-3.79,187.50,0.71,-1.61,12.57,-16.36,1031.25,-4.42,0.63,1.00
Bd_208,oh,312.50,43.12,179.70,41.84,43.12,34.45,8.67,1000.00,15.39,27.73,1.00
Bd_208,ee,250.00,30.70,93.75,32.62,29.83,32.62,-1.91,921.88,-0.63,31.33,1.00
Bd_209,ee,406.25,39.51,156.25,45.59,47.92,14.62,24.89,1000.00,26.43,13.08,1.00
Bd_209,E,781.25,-3.80,156.25,9.33,6.35,12.99,-16.79,968.75,0.61,-4.41,1.00
Bd_209,A,500.00,45.06,156.25,41.07,44.21,21.62,23.44,968.75,19.50,25.56,1.00
Bd_209,ee,312.50,49.71,141.40,42.13,49.71,35.58,14.13,937.50,23.88,25.84,1.00
Bd_210,oh,546.88,42.05,187.50,45.62,43.93,45.62,-3.57,906.25,28.15,13.90,1.00
Bd_210,A,968.75,37.19,156.25,44.99,44.53,49.05,-11.86,968.75,37.19,0.00,1.00
Bd_211,oh,671.88,22.32,156.25,22.01,19.28,22.72,-0.40,890.63,16.35,5.97,1.00
Bd_211,ee,531.25,45.60,127.01,39.45,43.18,15.13,30.47,968.75,39.94,5.66,1.00
Bd_211,aa,1187.50,8.95,187.50,16.56,9.54,17.69,-8.74,875.00,5.36,3.59,1.00
Bd_211,aa,375.00,44.15,125.00,44.93,46.80,18.45,25.70,968.75,17.28,26.88,1.00
Bd_211,oh,375.00,42.27,156.25,51.20,47.47,51.20,-8.93,1000.00,33.82,8.45,1.00
Bd_211,ee,562.50,48.97,125.00,44.38,46.98,14.81,34.16,937.50,27.68,21.29,1.00
Bd_211,i,312.50,25.05,125.00,30.76,29.55,31.83,-6.78,906.25,5.91,19.14,1.00
Bd_211,ee,500.00,51.05,125.00,44.71,45.56,16.34,34.71,1000.00,39.64,11.42,1.00
Bd_212,ee,312.50,51.47,156.25,49.98,51.47,23.34,28.13,906.25,23.13,28.34,1.00
Bd_212,A,437.50,35.57,156.25,38.33,31.15,40.81,-5.23,875.00,15.24,20.33,1.00
Bd_212,ee,312.50,50.41,141.01,44.76,50.41,38.85,11.56,937.50,20.47,29.94,1.00
Bd_213,i,718.75,30.44,93.75,39.63,39.26,39.63,-9.19,984.38,22.14,8.30,1.00
Bd_214,ee,296.88,29.10,109.38,36.51,37.23,11.78,17.32,906.25,-7.17,36.28,1.00
Bd_215,ee,562.50,55.12,109.38,46.50,48.31,-3.31,58.43,1000.00,33.52,21.60,1.00
Bd_215,oh,250.00,44.89,187.50,47.78,34.19,47.78,-2.89,875.00,22.90,22.00,1.00
Bd_217,ee,500.00,51.52,156.25,42.61,43.27,19.06,32.46,875.00,42.21,9.32,1.00
Bd_218,ee,234.38,50.94,125.00,44.49,50.94,6.55,44.39,1000.00,1.10,49.84,1.00
Bd_219,ee,281.25,39.08,156.11,42.00,39.08,42.00,-2.92,875.00,3.21,35.87,1.00
Bd_219,A,281.25,32.63,156.25,46.76,36.11,46.76,-14.13,906.25,9.87,22.76,1.00
Bd_22,A,421.88,41.95,171.88,47.87,51.84,14.18,27.77,1015.63,33.25,8.70,1.00
Bd_220,ee,296.88,31.07,93.75,32.88,34.19,11.07,20.01,906.25,0.82,30.25,1.00
Bd_221,ee,312.50,51.49,156.25,47.16,53.93,7.25,44.25,875.00,22.43,29.07,1.00
Bd_221,ee,296.88,34.51,109.38,37.63,38.40,14.30,20.22,1000.00,-2.09,36.61,1.00
Bd_222,ee,531.25,26.44,93.75,39.81,41.00,21.72,4.72,937.50,25.97,0.47,1.00
Bd_223,i,359.38,46.21,187.50,50.25,46.21,50.25,-4.04,921.88,18.56,27.65,1.00
Bd_223,aa,1156.25,6.25,156.25,22.20,8.90,24.12,-17.87,1000.00,3.18,3.07,1.00
Bd_223,aa,593.75,44.76,125.00,45.83,50.34,-1.74,46.50,953.13,31.71,13.05,1.00
Bd_223,ee,281.25,39.59,125.00,39.02,41.04,7.39,32.20,906.25,15.30,24.28,1.00
Bd_224,ee,468.75,47.87,125.00,40.78,42.33,13.49,34.38,906.25,43.61,4.26,1.00
Bd_226,i,500.00,20.99,187.50,26.36,24.60,26.36,-5.37,875.00,10.47,10.52,1.00
Bd_227,ee,375.00,35.95,93.75,39.59,41.94,21.66,14.30,906.25,17.60,18.36,1.00
Bd_228,ee,562.50,33.71,156.25,42.26,30.69,43.41,-9.71,1000.00,25.92,7.79,1.00
Bd_23,oh,312.50,40.99,171.88,43.31,40.99,43.31,-2.33,906.25,5.32,35.66,1.00
Bd_23,i,296.88,40.67,93.75,39.57,42.77,12.42,28.25,984.38,7.91,32.76,1.00
Bd_230,ee,500.00,50.61,125.00,41.85,43.10,7.90,42.71,968.75,38.98,11.63,1.00
Bd_232,A,1031.25,2.17,140.63,24.14,14.95,24.14,-21.98,1015.63,-1.01,3.17,1.00
Bd_232,ee,296.88,45.02,156.25,50.14,45.02,50.14,-5.12,906.25,22.76,22.26,1.00
Bd_232,ee,234.38,37.50,125.00,41.79,37.50,41.79,-4.30,1000.00,1.48,36.01,1.00
Bd_233,ee,875.00,39.38,125.00,49.12,51.20,17.63,21.76,906.25,36.82,2.56,1.00
Bd_233,oh,1156.25,4.37,171.88,1.01,3.66,22.41,-18.04,1031.25,-2.58,6.96,1.00
Bd_233,ee,250.00,27.87,93.75,33.77,35.38,4.22,23.65,937.50,-4.87,32.75,1.00
Bd_235,ee,671.88,23.45,125.00,33.03,17.83,33.98,-10.53,890.63,17.63,5.83,1.00
Bd_235,ee,625.00,50.26,156.25,49.94,50.46,2.93,47.33,937.50,42.74,7.52,1.00
Bd_235,ee,296.88,39.65,93.75,37.47,37.57,13.28,26.37,953.13,12.14,27.50,1.00
Bd_236,A,1156.25,10.83,156.25,10.57,5.37,18.70,-7.87,937.50,3.92,6.91,1.00
Bd_236,ee,343.75,33.49,156.25,42.96,45.53,6.16,27.33,875.00,25.96,7.53,1.00
Bd_236,A,1062.50,30.26,171.88,47.84,39.69,47.84,-17.58,875.00,36.85,-6.58,1.00
Bd_237,i,437.50,24.96,187.50,39.12,24.26,39.12,-14.16,875.00,17.50,7.46,1.00
Bd_237,oh,1140.63,8.90,109.38,36.55,32.10,36.55,-27.65,968.75,0.34,8.56,1.00
Bd_238,A,406.25,32.27,156.25,33.50,34.05,17.01,15.26,968.75,9.05,23.22,1.00
Bd_238,ee,500.00,52.86,125.00,41.88,43.12,20.73,32.13,906.25,43.12,9.74,1.00
Bd_239,ee,375.00,40.53,125.00,50.90,42.16,50.90,-10.37,968.75,27.23,13.30,1.00
Bd_24,oh,281.25,53.93,125.00,44.82,53.93,35.71,18.22,968.75,22.50,31.43,1.00
Bd_24,ee,875.00,30.16,125.00,44.60,47.84,36.73,-6.57,1000.00,35.04,-4.87,1.00
Bd_24,A,484.38,11.50,93.75,35.22,28.23,36.47,-24.97,921.88,16.34,-4.84,1.00
Bd_240,ee,265.63,29.82,93.75,38.25,39.10,11.78,18.03,968.75,3.75,26.07,1.00
Bd_241,ee,468.75,37.24,125.00,46.57,47.52,30.45,6.79,937.50,31.54,5.70,1.00
Bd_243,A,625.00,4.56,93.75,3.21,8.80,-2.26,6.82,937.50,-2.45,7.01,1.00
Bd_243,ee,406.25,37.70,156.25,41.38,37.73,41.38,-3.68,875.00,15.07,22.63,1.00
Bd_244,ee,468.75,46.24,125.00,41.15,44.60,4.40,41.84,906.25,15.74,30.49,1.00
Bd_244,aa,500.00,48.25,125.00,37.94,38.74,14.64,33.61,906.25,28.52,19.73,1.00
Bd_244,ee,1218.75,26.59,125.00,37.55,34.59,39.27,-12.68,906.25,17.43,9.16,1.00
Bd_244,i,562.50,47.21,109.38,43.85,45.71,15.97,31.24,953.13,28.87,18.34,1.00
Bd_245,ee,312.50,47.78,125.00,37.15,47.69,35.24,12.55,937.50,18.52,29.26,1.00
Bd_246,oh,1078.13,9.52,156.25,37.17,27.30,37.17,-27.65,906.25,9.03,0.49,1.00
Bd_246,i,500.00,44.11,156.25,44.06,45.68,18.51,25.60,875.00,30.13,13.98,1.00
Bd_246,A,281.25,39.48,93.75,37.72,43.46,18.22,21.26,921.88,11.55,27.93,1.00
Bd_247,A,546.88,32.20,187.50,31.79,24.00,32.99,-0.78,906.25,10.39,21.81,1.00
Bd_248,ee,265.63,20.23,93.75,31.12,35.64,1.22,19.02,937.50,2.90,17.33,1.00
Bd_249,oh,1171.88,2.07,140.63,23.36,2.02,24.13,-22.06,984.38,5.32,-3.25,1.00
Bd_249,i,1140.63,4.62,140.63,25.70,12.20,26.24,-21.62,906.25,-2.11,6.73,1.00
Bd_25,oh,312.50,50.78,156.25,46.51,50.78,29.60,21.17,968.75,10.32,40.45,1.00
Bd_25,A,312.50,39.50,125.00,40.04,44.22,23.91,15.58,968.75,11.24,28.26,1.00
Bd_25,A,421.88,12.56,125.00,26.42,22.31,26.42,-13.85,953.13,0.99,11.57,1.00
Bd_25,A,468.75,40.57,156.25,47.82,39.88,47.82,-7.25,875.00,29.24,11.33,1.00
Bd_25,aa,500.00,40.84,125.00,42.22,45.95,19.13,21.71,968.75,19.06,21.78,1.00
Bd_25,aa,343.75,17.41,125.00,27.72,30.04,4.80,12.61,906.25,-2.47,19.88,1.00
Bd_25,A,406.25,18.65,93.75,37.85,30.41,37.85,-19.20,921.88,11.41,7.24,1.00
Bd_251,ee,812.50,6.67,137.19,14.39,6.94,14.39,-7.73,937.50,10.24,-3.57,1.00
Bd_253,ee,218.75,43.85,187.50,47.04,27.41,47.04,-3.19,937.50,2.08,41.77,1.00
Bd_253,i,453.13,25.62,171.88,37.74,25.01,37.74,-12.12,1031.25,21.23,4.39,1.00
Bd_254,oh,375.00,50.22,187.50,49.16,50.22,15.67,34.56,906.25,25.04,25.19,1.00
Bd_254,A,1156.25,3.63,125.00,7.71,4.27,9.71,-6.08,937.50,2.15,1.48,1.00
Bd_254,ee,312.50,34.00,182.84,38.30,34.00,38.58,-4.58,937.50,4.96,29.04,1.00
Bd_254,i,1140.63,9.94,171.88,5.08,2.72,15.83,-5.89,984.38,-0.57,10.51,1.00
Bd_255,A,375.00,44.00,187.50,45.80,44.00,45.80,-1.79,875.00,19.03,24.97,1.00
Bd_255,aa,1187.50,6.20,156.25,6.08,0.67,10.76,-4.57,937.50,-4.84,11.04,1.00
Bd_256,A,406.25,32.41,140.63,45.90,52.93,9.28,23.13,890.63,27.56,4.85,1.00
Bd_257,A,562.50,24.99,125.00,40.57,31.04,40.57,-15.58,1000.00,11.45,13.54,1.00
Bd_257,aa,1250.00,14.66,156.25,17.82,15.12,17.85,-3.19,937.50,13.04,1.61,1.00
Bd_257,oh,562.50,41.47,140.58,39.41,42.89,33.13,8.34,937.50,31.86,9.61,1.00
Bd_258,i,281.25,48.49,156.25,40.03,48.49,28.85,19.64,875.00,8.49,40.00,1.00
Bd_259,i,312.50,35.81,171.88,44.59,36.46,44.59,-8.78,890.63,15.35,20.46,1.00
Bd_259,oh,812.50,28.82,125.00,45.62,36.69,45.62,-16.80,937.50,26.43,2.39,1.00
Bd_259,E,718.75,34.74,140.63,38.57,43.95,15.69,19.05,890.63,38.22,-3.48,1.00
Bd_26,A,625.00,-0.44,136.55,8.31,11.62,18.15,-18.59,937.50,-1.92,1.48,1.00
Bd_26,oh,281.25,48.30,156.25,46.65,48.30,14.04,34.26,937.50,16.36,31.94,1.00
Bd_26,i,390.63,45.71,140.63,50.59,50.43,50.59,-4.88,937.50,20.50,25.21,1.00
Bd_26,ee,343.75,41.65,93.75,41.22,41.89,25.87,15.79,906.25,23.16,18.49,1.00
Bd_260,ee,281.25,28.71,93.75,36.41,35.92,36.41,-7.70,953.13,1.77,26.95,1.00
Bd_261,ee,281.25,34.54,93.75,40.19,39.76,40.19,-5.65,984.38,12.73,21.81,1.00
Bd_262,ee,750.00,30.66,125.00,22.84,31.91,24.60,6.06,984.38,17.68,12.99,1.00
Bd_262,A,390.63,38.15,125.00,46.27,51.79,13.05,25.10,984.38,26.32,11.83,1.00
Bd_264,A,375.00,26.66,156.25,37.34,28.84,37.34,-10.68,875.00,19.29,7.37,1.00
Bd_264,A,500.00,42.96,187.34,41.37,43.39,34.18,8.78,875.00,29.06,13.90,1.00
Bd_264,oh,531.25,45.89,187.50,47.27,47.80,13.10,32.78,1031.25,35.49,10.40,1.00
Bd_264,ee,671.88,18.66,109.38,12.58,19.02,22.14,-3.48,906.25,8.51,10.15,1.00
Bd_266,aa,375.00,40.60,125.00,41.42,41.28,41.75,-1.16,937.50,15.28,25.31,1.00
Bd_267,i,375.00,31.13,218.75,43.27,22.51,44.61,-13.49,1031.25,9.40,21.73,1.00
Bd_267,ee,375.00,43.72,125.00,45.92,48.64,37.75,5.97,906.25,24.89,18.84,1.00
Bd_267,i,375.00,42.70,184.38,43.61,45.92,35.74,6.96,875.00,12.64,30.06,1.00
Bd_267,ee,281.25,38.45,93.75,40.34,40.80,10.75,27.69,937.50,6.35,32.09,1.00
Bd_268,i,406.25,42.49,125.00,39.08,42.28,-0.23,42.72,1000.00,13.53,28.97,1.00
Bd_268,oh,1343.75,16.93,156.25,40.11,33.11,40.11,-23.19,875.00,16.71,0.22,1.00
Bd_268,A,500.00,37.94,125.00,40.03,44.19,18.74,19.20,968.75,17.15,20.80,1.00
Bd_268,ee,265.63,22.83,93.75,40.95,40.93,40.95,-18.12,953.13,0.58,22.25,1.00
Bd_269,ee,687.50,21.71,140.63,25.80,18.21,26.60,-4.89,890.63,11.40,10.31,1.00
Bd_269,A,375.00,44.20,156.25,49.52,47.70,49.52,-5.33,1000.00,29.79,14.41,1.00
Bd_269,aa,252.42,36.46,130.69,38.61,34.20,38.61,-2.15,937.50,15.01,21.45,1.00
Bd_269,i,437.50,42.12,183.11,46.20,47.64,33.77,8.34,875.00,22.98,19.13,1.00
Bd_269,oh,343.75,46.88,109.38,50.64,43.06,50.64,-3.76,906.25,27.13,19.75,1.00
Bd_269,ee,281.25,44.92,93.75,45.20,49.82,18.35,26.57,906.25,13.86,31.06,1.00
Bd_27,A,593.75,11.45,187.50,20.96,15.98,20.96,-9.52,1031.25,4.85,6.60,1.00
Bd_27,A,250.00,45.56,187.50,45.71,29.35,45.71,-0.15,875.00,8.01,37.56,1.00
Bd_27,aa,437.50,48.01,180.93,45.98,47.85,36.62,11.39,875.00,20.00,28.01,1.00
Bd_270,ee,437.50,23.26,156.25,18.11,18.84,11.15,12.11,875.00,6.28,16.98,1.00
Bd_272,oh,500.00,11.79,158.44,29.17,20.68,29.17,-17.38,937.50,14.90,-3.11,1.00
Bd_272,A,281.25,41.50,93.75,42.06,44.97,7.06,34.43,968.75,7.85,33.65,1.00
Bd_273,ee,500.00,48.75,156.25,42.90,46.65,13.37,35.38,1000.00,39.09,9.66,1.00
Bd_274,ee,312.50,40.05,125.00,40.22,44.78,37.46,2.59,1000.00,15.68,24.37,1.00
Bd_275,aa,562.50,43.66,187.50,44.58,40.50,44.58,-0.92,906.25,33.14,10.52,1.00
Bd_275,A,312.50,31.95,165.96,37.78,31.95,37.78,-5.82,875.00,13.46,18.50,1.00
Bd_275,ee,296.88,33.74,109.38,37.78,35.55,37.78,-4.04,1000.00,6.06,27.68,1.00
Bd_276,oh,593.75,32.33,156.25,41.22,40.36,41.22,-8.89,906.25,26.20,6.13,1.00
Bd_276,A,375.00,45.11,187.50,45.20,48.43,14.02,31.09,875.00,22.99,22.13,1.00
Bd_278,A,218.75,32.79,156.25,38.59,29.38,38.59,-5.79,906.25,5.47,27.33,1.00
Bd_279,i,343.75,36.63,187.50,41.02,36.63,41.02,-4.40,875.00,16.31,20.32,1.00
Bd_279,oh,718.75,16.94,171.88,36.90,28.40,36.90,-19.96,906.25,23.97,-7.04,1.00
Bd_279,oh,468.75,18.60,93.75,36.23,39.04,14.62,3.98,953.13,16.70,1.90,1.00
Bd_280,ee,312.50,31.04,109.38,36.88,32.37,36.88,-5.84,921.88,4.24,26.80,1.00
Bd_281,A,1156.25,4.87,125.00,-3.63,-0.39,17.71,-12.84,937.50,-4.09,8.95,1.00
Bd_281,i,343.75,49.55,187.50,42.92,49.55,16.96,32.59,875.00,23.12,26.42,1.00
Bd_281,A,531.25,35.99,156.25,41.00,46.09,8.18,27.82,875.00,28.04,7.95,1.00
Bd_281,ee,234.38,29.79,109.38,32.75,31.94,32.75,-2.97,1000.00,-5.10,34.89,1.00
Bd_282,i,359.38,33.44,125.00,38.30,35.55,38.30,-4.86,890.63,14.41,19.03,1.00
Bd_283,ee,281.25,29.24,93.75,36.66,39.83,17.04,12.20,984.38,2.10,27.14,1.00
Bd_284,ee,1328.13,23.07,140.63,44.17,36.11,44.17,-21.10,921.88,10.29,12.78,1.00
Bd_284,ee,531.25,45.05,125.00,45.76,50.16,32.76,12.29,906.25,32.00,13.05,1.00
Bd_285,oh,812.50,31.04,125.00,47.11,36.52,47.11,-16.07,937.50,26.46,4.59,1.00
Bd_287,ee,406.25,45.28,155.44,45.21,38.59,45.51,-0.23,1000.00,24.12,21.16,1.00
Bd_287,ee,437.50,47.31,109.38,41.69,44.56,16.72,30.59,937.50,18.39,28.92,1.00
Bd_289,ee,406.25,36.88,93.75,41.84,46.11,19.19,17.69,968.75,23.36,13.52,1.00
Bd_29,oh,343.75,48.10,187.50,51.81,48.10,51.81,-3.71,906.25,19.75,28.35,1.00
Bd_29,oh,406.25,41.60,187.50,50.77,44.25,50.77,-9.17,906.25,25.66,15.94,1.00
Bd_29,aa,375.00,28.24,183.11,39.07,35.14,39.07,-10.83,875.00,15.88,12.36,1.00
Bd_29,A,281.25,43.82,125.00,42.16,46.23,13.68,30.14,937.50,10.67,33.15,1.00
Bd_29,i,312.50,53.59,156.25,46.56,53.59,23.25,30.35,906.25,27.16,26.43,1.00
Bd_29,ee,375.00,40.88,135.79,44.37,49.22,35.28,5.60,937.50,26.20,14.68,1.00
Bd_29,ee,625.00,37.55,125.00,37.11,31.42,38.88,-1.34,953.13,25.64,11.91,1.00
Bd_290,ee,234.38,37.49,109.38,37.47,38.54,13.15,24.34,921.88,1.58,35.91,1.00
Bd_291,aa,468.75,50.47,156.25,53.11,48.04,53.11,-2.64,968.75,31.36,19.11,1.00
Bd_291,A,468.75,47.08,125.00,44.95,46.64,26.03,21.06,968.75,20.36,26.72,1.00
Bd_292,aa,281.25,53.95,125.00,49.85,53.95,3.99,49.95,906.25,26.96,26.98,1.00
Bd_293,A,312.50,44.30,187.48,47.63,44.30,47.63,-3.32,875.00,21.57,22.74,1.00
Bd_293,aa,343.75,38.39,156.25,51.23,41.45,51.23,-12.84,968.75,23.14,15.25,1.00
Bd_293,oh,375.00,48.35,125.00,53.17,47.47,53.17,-4.82,984.38,18.28,30.07,1.00
Bd_293,aa,312.50,34.32,128.39,34.36,34.32,34.36,-0.04,937.50,6.53,27.80,1.00
Bd_294,ee,218.75,36.02,109.38,40.85,36.02,40.85,-4.83,953.13,3.52,32.50,1.00
Bd_295,i,343.75,47.57,218.75,51.26,47.87,51.26,-3.69,843.75,20.50,27.07,1.00
Bd_295,oh,375.00,43.74,130.59,44.70,46.89,37.01,6.72,937.50,22.76,20.98,1.00
Bd_296,i,312.50,42.28,152.96,43.29,44.85,24.66,17.62,875.00,14.04,28.24,1.00
Bd_296,ee,531.25,20.88,156.25,30.11,14.39,30.11,-9.23,875.00,7.98,12.90,1.00
Bd_297,i,312.50,31.47,156.25,32.99,31.47,32.99,-1.52,875.00,10.39,21.08,1.00
Bd_297,oh,437.50,40.91,126.54,45.49,45.15,45.49,-4.59,1000.00,29.94,10.97,1.00
Bd_297,ee,218.75,35.53,109.38,40.71,35.53,40.71,-5.19,984.38,-0.78,36.31,1.00
Bd_298,aa,437.50,49.59,184.18,46.68,48.80,39.65,9.95,875.00,25.24,24.35,1.00
Bd_298,oh,390.63,49.19,125.00,49.95,56.18,10.67,38.52,921.88,34.37,14.82,1.00
Bd_298,A,281.25,37.00,156.25,38.98,33.84,40.78,-3.78,1000.00,7.62,29.38,1.00
Bd_299,i,1062.50,31.82,156.25,48.50,48.37,49.02,-17.20,1000.00,26.92,4.90,1.00
Bd_299,i,281.25,43.07,140.63,43.83,43.47,43.83,-0.75,937.50,13.89,29.19,1.00
Bd_299,ee,281.25,35.62,156.25,37.43,35.62,38.51,-2.89,875.00,1.90,33.72,1.00
Bd_30,A,343.75,37.72,125.00,38.39,41.81,26.89,10.83,906.25,12.96,24.76,1.00
Bd_30,i,500.00,44.33,156.25,44.18,39.84,46.70,-2.37,906.25,26.58,17.76,1.00
Bd_30,oh,312.50,46.75,125.00,46.44,52.35,29.67,17.08,1000.00,28.85,17.91,1.00
Bd_301,oh,1046.88,29.00,156.25,52.92,45.79,52.92,-23.92,890.63,26.17,2.83,1.00
Bd_301,i,312.50,55.79,156.25,49.28,55.79,13.81,41.98,937.50,14.30,41.49,1.00
Bd_301,i,562.50,46.59,125.00,46.22,51.53,17.81,28.78,968.75,33.29,13.30,1.00
Bd_301,A,343.75,40.65,155.58,41.91,47.29,30.61,10.03,875.00,23.79,16.86,1.00
Bd_303,i,312.50,46.28,125.00,44.10,49.42,39.50,6.78,937.50,16.72,29.56,1.00
Bd_304,A,281.25,45.31,140.63,41.92,45.31,5.65,39.66,890.63,6.01,39.30,1.00
Bd_304,i,1281.25,16.79,187.50,27.24,15.20,27.24,-10.45,1031.25,9.65,7.15,1.00
Bd_304,ee,296.88,29.02,109.38,37.41,37.83,15.92,13.10,984.38,2.87,26.15,1.00
Bd_305,ee,218.75,39.41,93.75,40.02,44.75,13.78,25.63,984.38,8.42,30.99,1.00
Bd_306,ee,625.00,43.35,125.00,47.39,50.93,16.51,26.84,1000.00,37.14,6.22,1.00
Bd_307,E,1343.75,17.77,156.25,32.11,30.18,32.11,-14.34,1015.63,20.00,-2.23,1.00
Bd_307,oh,562.50,44.31,172.21,44.42,47.36,38.35,5.96,875.00,30.84,13.47,1.00
Bd_307,ee,250.00,45.08,140.74,40.56,45.08,30.56,14.52,937.50,5.50,39.58,1.00
Bd_308,A,375.00,44.78,125.00,45.70,50.99,22.49,22.28,1000.00,20.15,24.63,1.00
Bd_308,ee,306.36,39.07,141.08,34.65,39.07,32.65,6.42,1000.00,1.95,37.12,1.00
Bd_308,i,1343.75,24.78,93.75,36.80,39.43,13.73,11.05,968.75,19.75,5.03,1.00
Bd_31,E,390.63,25.15,203.13,38.39,25.15,38.39,-13.24,968.75,9.77,15.38,1.00
Bd_310,oh,437.50,53.24,140.63,51.68,51.84,11.24,42.01,1000.00,23.54,29.70,1.00
Bd_310,ee,640.63,38.64,109.38,45.16,35.33,45.16,-6.52,953.13,39.37,-0.73,1.00
Bd_311,A,1468.75,-7.65,187.50,23.50,12.29,24.97,-32.62,937.50,-1.23,-6.42,1.00
Bd_311,aa,656.25,54.82,218.75,46.34,49.05,10.25,44.57,875.00,41.71,13.11,1.00
Bd_311,A,500.00,23.73,218.75,26.90,22.50,27.71,-3.98,906.25,3.12,20.61,1.00
Bd_311,ee,406.25,38.55,187.50,42.19,49.70,14.07,24.48,875.00,24.67,13.88,1.00
Bd_312,A,281.25,51.22,125.00,46.77,51.22,13.73,37.50,968.75,12.32,38.90,1.00
Bd_312,A,406.25,38.16,125.00,41.51,43.76,18.60,19.55,968.75,31.25,6.91,1.00
Bd_312,A,437.50,36.84,125.00,41.09,40.92,43.39,-6.55,1000.00,28.02,8.82,1.00
Bd_313,i,375.00,55.37,187.50,48.21,55.37,16.75,38.62,921.88,25.83,29.54,1.00
Bd_314,E,281.25,32.84,156.25,41.72,32.10,41.72,-8.88,984.38,17.31,15.52,1.00
Bd_316,i,328.13,57.93,156.25,49.09,57.93,25.41,32.52,968.75,38.03,19.91,1.00
Bd_316,aa,828.13,2.37,156.25,28.67,30.94,14.88,-12.51,984.38,1.65,0.73,1.00
Bd_316,E,500.00,25.45,156.25,39.59,36.21,39.59,-14.14,875.00,16.81,8.63,1.00
Bd_316,A,281.25,29.03,93.75,36.13,34.85,36.50,-7.47,937.50,-2.63,31.66,1.00
Bd_318,A,359.38,45.76,125.00,51.51,53.18,12.57,33.18,890.63,27.24,18.51,1.00
Bd_319,i,812.50,27.13,156.25,41.45,33.48,41.45,-14.32,968.75,24.82,2.31,1.00
Bd_32,A,437.50,13.48,187.50,28.22,30.06,2.61,10.86,1031.25,8.34,5.13,1.00
Bd_32,i,312.50,50.40,156.25,51.31,50.40,51.31,-0.91,1000.00,25.04,25.36,1.00
Bd_32,oh,468.75,26.58,93.75,41.32,45.31,21.25,5.34,953.13,28.72,-2.13,1.00
Bd_320,A,328.13,41.23,171.88,47.55,41.23,47.55,-6.32,875.00,22.77,18.46,1.00
Bd_320,aa,312.50,48.17,156.25,48.93,48.17,48.93,-0.76,1000.00,23.94,24.23,1.00
Bd_320,ee,312.50,40.15,125.00,51.33,54.42,25.37,14.78,1000.00,27.40,12.75,1.00
Bd_321,E,484.38,55.49,156.25,48.00,50.77,1.98,53.51,953.13,25.15,30.34,1.00
Bd_323,i,1281.25,14.15,125.00,26.66,19.58,27.71,-13.56,937.50,5.49,8.66,1.00
Bd_323,A,562.50,53.13,125.66,42.72,45.48,14.60,38.53,968.75,23.89,29.25,1.00
Bd_323,ee,437.50,31.58,120.75,38.69,44.48,15.88,15.70,1000.00,23.37,8.20,1.00
Bd_324,aa,437.50,39.27,187.50,41.05,37.41,41.05,-1.78,1000.00,22.51,16.76,1.00
Bd_324,oh,484.38,28.39,171.88,43.82,35.93,43.82,-15.43,875.00,25.71,2.68,1.00
Bd_324,i,281.25,45.75,125.00,41.48,45.75,31.27,14.48,968.75,16.29,29.46,1.00
Bd_324,i,343.75,39.96,156.25,40.69,40.30,40.69,-0.73,1000.00,7.67,32.29,1.00
Bd_324,oh,1406.25,2.08,155.79,16.21,5.71,16.21,-14.13,1000.00,-1.88,3.97,1.00
Bd_324,oh,515.63,44.75,125.00,43.04,46.93,6.11,38.64,890.63,28.16,16.59,1.00
Bd_327,A,437.50,48.26,156.25,38.94,43.62,19.36,28.90,1000.00,28.82,19.44,1.00
Bd_327,A,312.50,38.32,156.25,41.65,38.32,41.65,-3.33,968.75,19.43,18.89,1.00
Bd_327,oh,515.63,52.52,171.88,45.86,51.05,12.52,40.01,1031.25,40.82,11.70,1.00
Bd_327,A,437.50,41.39,156.25,44.03,45.24,12.77,28.62,875.00,27.43,13.96,2.00
Bd_329,A,375.00,36.31,125.00,37.73,34.28,40.17,-3.86,1000.00,11.11,25.21,2.00
Bd_33,A,343.75,50.39,156.25,47.49,50.39,22.72,27.67,875.00,16.88,33.51,2.00
Bd_33,oh,375.00,27.30,156.25,23.15,29.07,11.09,16.21,906.25,10.79,16.52,2.00
Bd_33,A,656.25,46.74,125.00,49.70,53.99,1.81,44.93,906.25,38.84,7.90,2.00
Bd_330,ee,1031.25,33.81,125.00,43.12,48.62,18.04,15.77,906.25,34.32,-0.50,2.00
Bd_331,E,500.00,20.28,125.00,18.64,22.89,16.10,4.18,968.75,-1.00,21.28,2.00
Bd_331,A,375.00,32.06,93.75,35.10,36.93,14.49,17.57,921.88,8.19,23.87,2.00
Bd_333,A,1359.38,24.61,140.63,39.37,37.41,39.37,-14.76,921.88,18.12,6.49,2.00
Bd_334,aa,437.50,46.19,172.66,46.53,46.86,38.81,7.38,1000.00,23.40,22.79,2.00
Bd_334,ee,218.75,35.37,109.38,38.30,37.90,38.30,-2.94,937.50,-0.67,36.03,2.00
Bd_335,oh,312.50,52.19,156.25,50.74,52.99,10.70,41.49,937.50,32.97,19.21,2.00
