Filename,Segment_label,A1hz,A1dB,F0,H1,H2,P0,A1-P0,P1Hz,P1,A1-P1F1,Time
Bd_210,oh,703.13,13.93,125.00,34.40,33.01,34.40,-20.47,968.75,5.42,8.51,2.00
Bd_211,ee,1062.50,22.15,156.25,45.82,48.83,21.75,0.40,875.00,32.23,-10.08,2.00
Bd_211,oh,875.00,0.94,140.43,10.90,5.82,13.35,-12.41,937.50,1.19,-0.25,2.00
Bd_211,ee,531.25,52.44,125.00,40.22,44.07,13.36,39.08,906.25,40.24,12.20,2.00
Bd_211,aa,562.50,19.30,187.50,37.07,30.33,37.07,-17.78,1000.00,9.75,9.54,2.00
Bd_211,aa,312.50,43.29,125.00,42.92,49.31,23.65,19.64,937.50,13.70,29.59,2.00
Bd_211,i,281.25,43.15,125.00,38.57,45.83,24.92,18.23,968.75,5.41,37.74,2.00
Bd_211,ee,718.75,52.90,125.00,42.88,45.68,17.82,35.08,953.13,38.59,14.31,2.00
Bd_211,i,500.00,48.82,184.39,46.96,47.29,35.39,13.42,875.00,26.78,22.04,2.00
Bd_212,i,562.50,15.68,187.50,41.49,26.76,41.49,-25.81,875.00,9.16,6.53,2.00
Bd_212,i,375.00,40.71,168.85,46.09,47.15,35.68,5.03,937.50,23.00,17.71,2.00
Bd_212,A,375.00,42.48,156.25,45.39,50.31,19.93,22.55,968.75,20.80,21.68,2.00
Bd_212,ee,312.50,49.02,139.08,45.13,50.63,38.08,10.94,1000.00,22.02,27.00,2.00
Bd_213,A,718.75,30.44,93.75,39.63,39.26,39.63,-9.19,984.38,22.14,8.30,2.00
Bd_214,ee,296.88,29.10,109.38,36.51,37.23,11.78,17.32,906.25,-7.17,36.28,2.00
Bd_215,aa,515.63,28.30,171.88,17.41,19.56,7.98,20.32,1015.63,15.85,12.46,2.00
Bd_217,ee,531.25,55.05,125.00,45.16,46.63,13.89,41.16,906.25,43.87,11.18,2.00
Bd_219,i,343.75,36.01,156.25,44.10,36.01,44.10,-8.10,875.00,18.51,17.49,2.00
Bd_219,ee,1125.00,5.56,147.63,14.25,-25.04,14.89,-9.33,937.50,-6.43,11.99,2.00
Bd_22,A,375.00,50.12,187.50,46.75,50.12,-5.76,55.88,953.13,27.46,22.65,2.00
Bd_220,aa,500.00,53.82,156.25,44.15,44.96,21.71,32.11,937.50,32.62,21.20,2.00
Bd_220,ee,296.88,31.07,93.75,32.88,34.19,11.07,20.01,906.25,0.82,30.25,2.00
Bd_221,ee,296.88,34.51,109.38,37.63,38.40,14.30,20.22,1000.00,-2.09,36.61,2.00
Bd_222,A,531.25,26.44,93.75,39.81,41.00,21.72,4.72,937.50,25.97,0.47,2.00
Bd_223,i,562.50,21.39,125.00,33.89,29.52,33.89,-12.50,937.50,9.93,11.45,2.00
Bd_223,aa,343.75,47.81,156.25,40.65,47.81,17.74,30.07,1000.00,16.74,31.07,2.00
Bd_223,A,781.25,16.84,125.00,-1.90,11.68,15.69,1.15,937.50,16.23,0.61,2.00
Bd_225,i,281.25,44.72,156.25,37.57,44.72,18.42,26.30,875.00,8.71,36.01,2.00
Bd_226,i,500.00,37.51,187.50,42.45,48.72,12.49,25.02,906.25,31.05,6.46,2.00
Bd_226,ee,625.00,45.43,156.25,42.89,44.51,16.63,28.79,1000.00,33.27,12.16,2.00
Bd_227,A,625.00,29.13,93.75,36.53,35.97,36.53,-7.40,906.25,19.92,9.21,2.00
Bd_228,ee,656.25,48.00,156.25,47.07,44.33,48.96,-0.96,968.75,42.21,5.79,2.00
Bd_229,i,656.25,52.44,156.25,49.38,48.39,53.95,-1.52,1000.00,42.43,10.01,2.00
Bd_23,aa,437.50,45.18,187.50,45.42,49.63,28.40,16.78,937.50,33.03,12.14,2.00
Bd_23,oh,375.00,48.06,125.00,44.89,50.35,26.24,21.82,906.25,21.18,26.87,2.00
Bd_23,ee,734.38,53.84,125.00,47.96,48.58,5.14,48.69,984.38,45.54,8.29,2.00
Bd_23,i,296.88,40.67,93.75,39.57,42.77,12.42,28.25,984.38,7.91,32.76,2.00
Bd_230,ee,593.75,46.18,125.00,44.34,45.00,11.30,34.88,937.50,43.76,2.42,2.00
Bd_232,i,312.50,49.73,156.25,48.44,50.82,30.24,19.50,875.00,24.23,25.50,2.00
Bd_232,E,750.00,16.63,140.63,14.34,11.47,33.62,-16.98,890.63,17.43,-0.80,2.00
Bd_232,ee,234.38,37.50,125.00,41.79,37.50,41.79,-4.30,1000.00,1.48,36.01,2.00
Bd_233,A,375.00,45.28,156.25,44.44,45.47,18.10,27.18,875.00,22.73,22.55,2.00
Bd_233,oh,468.75,45.50,109.38,48.18,52.10,-3.44,48.93,937.50,33.44,12.05,2.00
Bd_233,ee,250.00,27.87,93.75,33.77,35.38,4.22,23.65,937.50,-4.87,32.75,2.00
Bd_235,A,531.25,46.62,187.50,41.13,41.95,18.36,28.27,875.00,31.38,15.25,2.00
Bd_235,A,437.50,45.95,187.50,48.35,45.95,48.35,-2.40,875.00,29.68,16.27,2.00
Bd_235,A,265.63,28.89,93.75,30.58,33.48,12.60,16.29,984.38,-4.96,33.85,2.00
Bd_236,ee,562.50,46.01,125.00,44.88,49.53,23.01,23.00,968.75,41.37,4.64,2.00
Bd_236,A,1375.00,32.33,169.33,46.53,49.82,37.21,-4.88,1000.00,31.41,0.92,2.00
Bd_236,A,375.00,36.33,93.75,42.04,42.03,42.04,-5.71,906.25,22.63,13.70,2.00
Bd_237,A,437.50,49.12,156.25,49.66,55.22,18.97,30.15,937.50,25.75,23.37,2.00
Bd_237,ee,1140.63,8.90,109.38,36.55,32.10,36.55,-27.65,968.75,0.34,8.56,2.00
Bd_238,A,437.50,46.49,156.25,44.67,48.85,16.92,29.57,937.50,21.81,24.68,2.00
Bd_239,ee,468.75,47.91,156.25,40.71,46.79,13.23,34.69,968.75,37.70,10.21,2.00
Bd_24,oh,312.50,49.32,125.00,43.45,52.27,36.55,12.76,937.50,21.61,27.71,2.00
Bd_24,aa,468.75,48.66,156.25,44.27,47.00,21.19,27.46,1000.00,35.71,12.95,2.00
Bd_24,A,765.63,14.04,109.38,12.57,19.81,18.68,-4.64,906.25,9.97,4.07,2.00
Bd_241,i,1437.50,18.08,125.00,34.57,36.05,22.94,-4.86,968.75,13.71,4.37,2.00
Bd_243,ee,625.00,5.18,156.25,7.00,9.69,11.35,-6.17,1000.00,-1.40,6.58,2.00
Bd_243,ee,437.50,53.14,156.25,46.66,51.44,17.31,35.84,875.00,25.65,27.49,2.00
Bd_244,i,265.63,35.01,125.00,42.28,35.11,42.28,-7.27,968.75,6.04,28.97,2.00
Bd_244,aa,468.75,49.24,125.00,39.27,41.62,17.63,31.61,968.75,37.89,11.35,2.00
Bd_244,A,406.25,52.02,125.00,42.51,48.99,22.71,29.31,937.50,23.72,28.31,2.00
Bd_244,i,578.13,46.75,93.75,43.15,44.72,11.01,35.74,984.38,29.68,17.07,2.00
Bd_245,ee,312.50,43.92,125.00,33.19,45.69,35.67,8.25,937.50,15.94,27.98,2.00
Bd_246,oh,296.88,49.21,140.63,44.80,50.44,11.83,37.38,984.38,25.32,23.88,2.00
Bd_246,i,593.75,56.19,156.25,45.11,48.10,17.83,38.36,906.25,38.94,17.24,2.00
Bd_246,ee,656.25,10.46,109.38,32.38,31.22,32.38,-21.93,1000.00,7.68,2.78,2.00
Bd_248,i,296.88,51.75,156.25,45.63,51.75,12.45,39.30,890.63,10.64,41.11,2.00
Bd_248,ee,265.63,20.23,93.75,31.12,35.64,1.22,19.02,937.50,2.90,17.33,2.00
Bd_249,oh,375.00,28.59,125.00,31.96,33.57,28.09,0.50,1000.00,14.03,14.56,2.00
Bd_249,i,609.38,8.13,156.25,13.13,10.76,16.86,-8.73,906.25,-0.77,8.89,2.00
Bd_25,ee,375.00,34.62,156.25,50.55,53.76,13.36,21.26,968.75,25.69,8.93,2.00
Bd_25,oh,1468.75,18.38,156.25,16.10,13.80,22.78,-4.41,875.00,0.23,18.14,2.00
Bd_25,oh,1625.00,-1.63,177.32,36.05,14.39,36.05,-37.68,1000.00,-4.08,2.44,2.00
Bd_25,ee,593.75,15.09,125.00,16.04,18.95,4.29,10.80,968.75,3.18,11.91,2.00
Bd_25,aa,468.75,54.56,156.25,46.72,49.50,17.75,36.81,937.50,39.72,14.83,2.00
Bd_25,ee,375.00,42.42,109.17,38.61,40.80,37.73,4.69,937.50,12.43,29.99,2.00
Bd_253,ee,625.00,43.57,187.50,42.46,38.92,44.78,-1.21,875.00,32.84,10.73,2.00
Bd_253,ee,250.00,25.13,187.50,48.35,37.72,48.35,-23.22,937.50,1.70,23.42,2.00
Bd_254,i,281.25,49.22,125.00,39.04,49.22,24.28,24.94,906.25,3.12,46.10,2.00
Bd_254,oh,406.25,43.20,187.50,48.70,50.43,9.22,33.98,906.25,27.90,15.30,2.00
Bd_254,i,625.00,26.34,125.00,40.50,43.68,12.95,13.39,968.75,21.78,4.56,2.00
Bd_254,ee,312.50,50.05,146.53,39.46,50.05,30.55,19.50,937.50,13.54,36.51,2.00
Bd_254,A,687.50,5.36,142.02,10.38,18.17,12.25,-6.89,1000.00,9.03,-3.66,2.00
Bd_255,i,562.50,46.25,140.63,47.24,52.09,1.41,44.84,1000.00,29.86,16.39,2.00
Bd_255,ee,406.25,45.72,125.00,40.46,43.74,17.35,28.37,937.50,21.44,24.28,2.00
Bd_256,i,625.00,45.71,93.75,38.34,40.81,17.54,28.16,906.25,22.13,23.58,2.00
Bd_257,oh,562.50,48.96,140.63,42.64,46.31,-0.01,48.97,937.50,44.09,4.87,2.00
Bd_257,A,375.00,28.89,125.00,40.46,35.66,40.46,-11.57,937.50,20.67,8.22,2.00
Bd_257,aa,343.75,44.13,187.50,40.66,44.13,17.16,26.97,875.00,12.00,32.13,2.00
Bd_257,A,281.25,37.82,93.75,37.26,44.29,16.53,21.28,984.38,7.41,30.41,2.00
Bd_258,i,281.25,51.94,156.25,41.79,51.94,30.01,21.94,875.00,15.07,36.87,2.00
Bd_258,i,437.50,39.81,125.00,38.76,40.31,34.29,5.52,1000.00,20.62,19.19,2.00
Bd_259,i,562.50,41.91,125.00,37.24,37.88,34.71,7.20,937.50,19.92,21.99,2.00
Bd_259,E,593.75,54.30,156.25,44.25,46.01,13.12,41.18,906.25,42.93,11.36,2.00
Bd_26,i,281.25,53.20,125.00,46.73,53.20,37.61,15.59,937.50,25.04,28.16,2.00
Bd_26,oh,343.75,52.55,156.25,52.10,52.55,1.18,51.37,1000.00,25.62,26.93,2.00
Bd_26,A,343.75,28.22,93.75,38.59,38.69,24.88,3.35,906.25,20.16,8.07,2.00
Bd_260,aa,468.75,51.95,156.25,44.86,45.27,18.47,33.48,968.75,30.90,21.05,2.00
Bd_261,i,281.25,49.24,125.00,41.01,49.24,26.67,22.56,968.75,6.97,42.26,2.00
Bd_261,ee,281.25,34.54,93.75,40.19,39.76,40.19,-5.65,984.38,12.73,21.81,2.00
Bd_262,A,218.75,32.23,156.25,44.74,34.50,44.74,-12.51,875.00,3.54,28.69,2.00
Bd_262,ee,1359.38,4.56,156.25,39.48,15.78,39.48,-34.92,1000.00,12.39,-7.84,2.00
Bd_263,A,312.50,34.37,156.25,37.57,34.74,37.57,-3.20,875.00,7.03,27.34,2.00
Bd_264,oh,671.88,49.85,140.63,43.36,47.27,9.11,40.74,937.50,43.68,6.17,2.00
Bd_264,oh,437.50,30.77,125.00,29.13,32.15,26.66,4.11,1000.00,16.14,14.63,2.00
Bd_266,ee,531.25,42.51,156.25,47.28,46.33,47.28,-4.78,1000.00,41.25,1.25,2.00
Bd_267,i,343.75,45.19,187.50,55.91,50.01,55.91,-10.73,937.50,29.68,15.51,2.00
Bd_267,i,406.25,49.31,218.75,46.42,49.31,10.65,38.66,843.75,18.96,30.35,2.00
Bd_267,ee,375.00,44.45,125.00,46.39,48.46,38.57,5.87,906.25,24.78,19.67,2.00
Bd_267,ee,500.00,47.12,149.72,42.93,44.89,37.27,9.85,1000.00,21.78,25.34,2.00
Bd_267,oh,312.50,34.64,126.11,38.29,39.48,15.77,18.87,1000.00,10.75,23.89,2.00
Bd_267,ee,281.25,38.45,93.75,40.34,40.80,10.75,27.69,937.50,6.35,32.09,2.00
Bd_268,i,500.00,53.23,125.00,42.66,45.19,19.15,34.08,906.25,17.86,35.38,2.00
Bd_268,i,1500.00,27.14,179.40,37.71,30.77,37.71,-10.57,875.00,11.74,15.40,2.00
Bd_268,ee,375.00,41.62,125.00,38.75,41.78,13.60,28.01,906.25,15.41,26.20,2.00
Bd_268,ee,265.63,22.83,93.75,40.95,40.93,40.95,-18.12,953.13,0.58,22.25,2.00
Bd_269,i,312.50,47.56,125.00,46.60,50.73,30.40,17.17,968.75,21.75,25.81,2.00
Bd_269,A,562.50,11.02,156.25,12.74,18.78,17.20,-6.19,875.00,5.63,5.38,2.00
Bd_269,aa,1031.25,44.40,156.25,44.02,48.59,11.27,33.13,1000.00,42.28,2.12,2.00
Bd_269,ee,343.75,47.25,156.25,44.59,48.29,28.73,18.52,906.25,18.46,28.79,2.00
Bd_269,ee,484.38,48.44,125.00,44.94,50.71,10.86,37.58,890.63,36.40,12.04,2.00
Bd_269,oh,312.50,45.61,109.38,44.58,48.88,15.33,30.27,921.88,28.32,17.29,2.00
Bd_269,ee,281.25,44.92,93.75,45.20,49.82,18.35,26.57,906.25,13.86,31.06,2.00
Bd_27,i,281.25,55.77,125.00,48.52,55.77,15.85,39.93,937.50,25.03,30.75,2.00
Bd_27,i,593.75,52.35,125.00,46.19,48.07,22.77,29.58,968.75,48.09,4.25,2.00
Bd_27,aa,468.75,49.97,156.25,45.15,47.49,28.69,21.28,937.50,35.44,14.53,2.00
Bd_271,i,312.50,36.07,125.00,47.72,39.39,47.72,-11.65,937.50,26.42,9.66,2.00
Bd_272,oh,312.50,43.89,140.44,39.43,44.28,33.73,10.16,1000.00,24.44,19.45,2.00
Bd_272,ee,875.00,20.39,171.88,10.46,7.41,23.90,-3.52,875.00,20.39,0.00,2.00
Bd_272,ee,296.88,37.83,93.75,40.40,39.30,40.40,-2.57,906.25,4.15,33.68,2.00
Bd_273,A,1187.50,22.34,185.32,43.09,27.56,43.09,-20.75,937.50,22.78,-0.44,2.00
Bd_273,A,390.63,37.07,93.75,40.99,43.91,14.72,22.35,906.25,17.07,20.01,2.00
Bd_274,ee,312.50,42.91,125.00,44.66,46.81,39.25,3.66,937.50,18.04,24.87,2.00
Bd_275,aa,718.75,45.30,187.50,45.65,42.35,45.65,-0.35,875.00,37.92,7.38,2.00
Bd_275,ee,531.25,54.32,125.00,42.32,43.62,4.06,50.26,937.50,40.00,14.33,2.00
Bd_275,ee,296.88,33.74,109.38,37.78,35.55,37.78,-4.04,1000.00,6.06,27.68,2.00
Bd_276,oh,687.50,53.95,187.50,45.14,47.63,11.42,42.53,1031.25,46.63,7.32,2.00
Bd_277,A,468.75,17.54,93.75,39.19,41.57,15.58,1.96,937.50,19.11,-1.57,2.00
Bd_278,i,187.50,38.72,156.25,39.68,23.42,39.68,-0.96,875.00,-3.25,41.97,2.00
Bd_279,i,343.75,52.64,187.50,43.41,52.64,9.77,42.87,1031.25,24.44,28.21,2.00
Bd_279,oh,437.50,48.73,156.25,42.10,47.06,27.04,21.69,1000.00,28.26,20.47,2.00
Bd_279,A,468.75,18.60,93.75,36.23,39.04,14.62,3.98,953.13,16.70,1.90,2.00
Bd_280,ee,312.50,31.04,109.38,36.88,32.37,36.88,-5.84,921.88,4.24,26.80,2.00
Bd_281,i,375.00,37.68,136.21,39.33,39.91,31.65,6.03,937.50,27.74,9.94,2.00
Bd_281,i,687.50,39.05,187.50,44.58,39.80,44.58,-5.53,875.00,35.04,4.01,2.00
Bd_281,ee,375.00,45.08,125.00,39.36,42.90,13.05,32.03,1000.00,13.03,32.05,2.00
Bd_281,ee,234.38,29.79,109.38,32.75,31.94,32.75,-2.97,1000.00,-5.10,34.89,2.00
Bd_282,A,281.25,27.32,93.75,28.72,34.92,8.22,19.10,906.25,1.95,25.37,2.00
Bd_283,ee,281.25,29.24,93.75,36.66,39.83,17.04,12.20,984.38,2.10,27.14,2.00
Bd_284,oh,812.50,30.79,187.50,42.62,34.95,42.62,-11.83,875.00,30.44,0.35,2.00
Bd_284,A,359.38,49.97,125.00,44.90,49.06,16.11,33.86,953.13,14.63,35.34,2.00
Bd_287,aa,437.50,54.86,170.62,46.65,51.83,41.16,13.71,1000.00,28.67,26.19,2.00
Bd_288,A,812.50,44.99,125.00,46.79,38.79,46.79,-1.80,1000.00,38.15,6.84,2.00
Bd_289,A,406.25,35.38,93.75,40.12,41.24,24.29,11.10,906.25,23.80,11.58,2.00
Bd_29,oh,375.00,53.16,187.50,55.91,53.16,55.91,-2.74,968.75,12.63,40.53,2.00
Bd_29,oh,531.25,50.80,125.00,43.90,46.50,18.54,32.26,937.50,41.02,9.78,2.00
Bd_29,aa,437.50,45.89,152.18,41.76,44.02,35.70,10.19,1000.00,16.60,29.29,2.00
Bd_29,aa,500.00,51.62,156.25,45.26,49.12,15.29,36.33,1000.00,39.29,12.33,2.00
Bd_29,i,468.75,37.26,156.25,47.59,53.04,10.81,26.45,906.25,31.48,5.78,2.00
Bd_29,ee,500.00,43.93,173.93,44.72,38.98,44.72,-0.80,875.00,28.09,15.83,2.00
Bd_29,ee,687.50,45.71,109.38,40.61,41.11,16.22,29.49,921.88,35.28,10.43,2.00
Bd_290,i,375.00,39.16,135.03,38.89,40.13,30.80,8.36,1000.00,10.69,28.46,2.00
Bd_290,ee,234.38,37.49,109.38,37.47,38.54,13.15,24.34,921.88,1.58,35.91,2.00
Bd_291,i,531.25,54.73,156.25,47.91,49.19,6.95,47.78,1000.00,37.93,16.80,2.00
Bd_291,i,218.75,40.79,93.75,40.81,44.32,14.00,26.80,984.38,2.23,38.56,2.00
Bd_292,A,687.50,48.00,156.25,46.33,47.29,12.50,35.50,875.00,37.88,10.12,2.00
Bd_292,ee,375.00,45.82,156.25,48.54,53.96,23.53,22.29,968.75,41.90,3.92,2.00
Bd_292,i,1062.50,15.40,156.25,40.14,28.23,40.14,-24.73,968.75,20.57,-5.16,2.00
Bd_293,aa,390.63,23.97,171.88,51.08,43.47,51.08,-27.11,875.00,24.85,-0.88,2.00
Bd_293,ee,625.00,9.29,125.00,17.53,25.53,6.51,2.78,1000.00,12.22,-2.92,2.00
Bd_293,ee,312.50,50.98,131.66,44.59,50.98,37.30,13.68,1000.00,16.53,34.46,2.00
Bd_294,ee,218.75,36.02,109.38,40.85,36.02,40.85,-4.83,953.13,3.52,32.50,2.00
Bd_295,i,406.25,54.18,187.50,52.08,54.18,19.42,34.75,1000.00,20.47,33.71,2.00
Bd_295,oh,1125.00,30.40,179.08,50.09,49.18,50.09,-19.69,1000.00,33.63,-3.23,2.00
Bd_295,oh,375.00,39.29,125.00,33.23,41.18,33.44,5.84,937.50,23.02,16.27,2.00
Bd_295,ee,218.75,38.01,93.75,43.77,47.93,21.67,16.34,953.13,6.94,31.06,2.00
Bd_296,i,281.25,54.57,125.00,47.25,54.57,26.12,28.46,968.75,24.13,30.45,2.00
Bd_296,ee,562.50,50.12,156.25,42.97,43.61,16.20,33.93,875.00,27.26,22.86,2.00
Bd_297,i,812.50,41.26,125.00,48.68,54.40,1.29,39.97,937.50,40.46,0.80,2.00
Bd_297,oh,437.50,44.74,125.00,43.83,45.52,21.87,22.87,968.75,30.45,14.29,2.00
Bd_298,i,437.50,56.78,140.63,48.93,51.16,11.27,45.51,890.63,35.53,21.25,2.00
Bd_298,ee,437.50,47.50,177.27,47.41,48.37,39.18,8.31,937.50,28.90,18.60,2.00
Bd_298,ee,281.25,55.11,125.00,51.70,56.41,12.67,42.44,906.25,24.78,30.33,2.00
Bd_298,A,406.25,34.85,93.75,40.65,41.62,21.29,13.56,906.25,18.87,15.98,2.00
Bd_299,oh,2250.00,17.58,187.50,25.31,26.55,16.41,1.17,1031.25,10.43,7.15,2.00
Bd_299,ee,281.25,52.74,156.25,45.48,52.74,23.31,29.44,875.00,23.12,29.62,2.00
Bd_299,A,375.00,38.72,93.75,40.96,43.87,23.74,14.99,937.50,24.63,14.09,2.00
Bd_30,ee,609.38,47.58,156.25,49.09,54.01,9.10,38.49,890.63,45.76,1.82,2.00
Bd_30,i,625.00,48.07,156.25,48.27,43.84,48.55,-0.47,968.75,33.48,14.60,2.00
Bd_301,oh,281.25,55.66,140.63,50.17,55.66,10.98,44.68,968.75,20.34,35.32,2.00
Bd_301,i,328.13,54.36,171.88,49.29,54.36,11.57,42.79,968.75,8.29,46.07,2.00
Bd_301,A,843.75,36.94,156.25,42.26,45.50,19.20,17.74,875.00,34.96,1.98,2.00
Bd_303,A,281.25,36.81,156.25,47.57,36.81,47.57,-10.76,875.00,7.11,29.70,2.00
Bd_303,ee,515.63,50.68,93.75,42.19,45.48,7.15,43.54,921.88,26.45,24.24,2.00
Bd_304,ee,250.00,32.38,125.00,38.20,32.85,38.20,-5.81,968.75,1.91,30.47,2.00
Bd_304,i,312.50,42.89,156.25,41.60,42.89,18.91,23.98,875.00,18.43,24.46,2.00
Bd_304,ee,296.88,29.02,109.38,37.41,37.83,15.92,13.10,984.38,2.87,26.15,2.00
Bd_305,ee,218.75,39.41,93.75,40.02,44.75,13.78,25.63,984.38,8.42,30.99,2.00
Bd_306,A,812.50,34.16,125.00,46.68,51.80,18.08,16.09,937.50,30.91,3.25,2.00
Bd_308,A,1156.25,41.66,156.25,45.10,45.72,27.39,14.27,1000.00,40.52,1.13,2.00
Bd_308,i,250.00,33.23,171.14,35.34,29.79,35.34,-2.10,875.00,-3.17,36.40,2.00
Bd_309,A,375.00,42.41,156.12,44.69,50.96,24.97,17.45,875.00,21.56,20.85,2.00
Bd_31,i,343.75,50.90,156.25,49.68,50.90,16.67,34.23,875.00,21.18,29.72,2.00
Bd_310,oh,406.25,57.21,140.63,50.48,55.53,13.27,43.93,968.75,16.69,40.52,2.00
Bd_311,A,406.25,42.36,203.13,43.26,43.25,43.26,-0.90,859.38,12.66,29.70,2.00
Bd_311,aa,687.50,56.13,218.75,46.70,46.83,5.75,50.38,906.25,45.72,10.40,2.00
Bd_311,i,500.00,4.87,218.75,8.41,12.88,-4.05,8.93,843.75,2.82,2.05,2.00
Bd_311,i,343.75,40.80,156.25,38.77,41.94,11.08,29.72,937.50,7.04,33.76,2.00
Bd_312,A,750.00,34.14,125.00,42.50,45.90,26.40,7.74,1000.00,36.93,-2.79,2.00
Bd_312,A,390.63,33.97,93.75,40.93,41.10,16.18,17.79,984.38,16.51,17.47,2.00
Bd_314,A,500.00,15.71,105.24,33.84,33.09,33.84,-18.13,937.50,14.47,1.24,2.00
Bd_315,A,375.00,36.22,93.75,40.50,41.80,21.80,14.43,937.50,16.36,19.86,2.00
Bd_316,ee,281.25,28.80,156.25,36.41,31.46,36.41,-7.61,968.75,13.94,14.86,2.00
Bd_316,i,375.00,41.95,171.88,45.77,56.00,11.13,30.82,875.00,37.91,4.04,2.00
Bd_316,ee,312.50,49.91,156.25,42.61,49.91,18.27,31.64,906.25,11.89,38.02,2.00
Bd_318,A,296.88,47.13,140.63,48.39,55.30,15.98,31.15,937.50,22.29,24.85,2.00
Bd_32,ee,718.75,45.63,140.63,50.03,55.41,14.63,30.99,1000.00,38.47,7.15,2.00
Bd_32,ee,312.50,53.05,165.14,49.38,53.05,40.50,12.55,875.00,18.53,34.52,2.00
Bd_32,i,562.50,14.06,156.25,15.53,18.29,11.87,2.20,875.00,4.05,10.01,2.00
Bd_32,aa,468.75,26.58,93.75,41.32,45.31,21.25,5.34,953.13,28.72,-2.13,2.00
Bd_320,ee,468.75,42.27,218.75,32.73,42.27,12.76,29.52,1000.00,16.11,26.16,3.00
Bd_320,oh,312.50,50.09,156.25,51.66,50.09,51.66,-1.57,968.75,29.09,21.01,3.00
Bd_321,A,500.00,40.64,125.00,41.24,40.16,41.43,-0.78,1000.00,22.80,17.85,3.00
Bd_322,ee,750.00,10.89,125.00,15.88,13.50,26.99,-16.10,1000.00,11.18,-0.29,3.00
Bd_323,i,250.00,41.93,125.00,37.33,41.93,33.01,8.92,937.50,5.53,36.40,3.00
Bd_323,A,562.50,54.00,156.25,43.96,45.85,15.43,38.57,875.00,40.10,13.90,3.00
Bd_324,A,406.25,38.12,125.00,39.39,47.28,18.79,19.33,968.75,30.96,7.16,3.00
Bd_324,aa,500.00,47.93,185.09,40.38,44.47,27.57,20.36,1000.00,28.14,19.79,3.00
Bd_324,i,843.75,16.63,125.00,-2.86,7.33,12.25,4.38,906.25,15.55,1.08,3.00
Bd_324,oh,312.50,43.37,125.00,32.91,43.42,33.44,9.93,937.50,3.17,40.19,3.00
Bd_327,A,312.50,54.61,156.25,45.53,54.61,12.07,42.53,906.25,29.41,25.20,3.00
Bd_327,A,437.50,48.36,156.25,41.57,44.48,11.00,37.36,1000.00,32.52,15.84,3.00
Bd_327,A,531.25,9.95,156.25,24.08,10.11,24.08,-14.13,875.00,5.93,4.02,3.00
Bd_327,oh,500.00,52.10,156.25,40.10,43.44,3.54,48.56,1000.00,43.48,8.62,3.00
Bd_329,A,312.50,47.35,153.13,43.51,49.61,31.86,15.50,875.00,17.84,29.51,3.00
Bd_329,A,406.25,45.83,125.00,41.74,44.15,18.40,27.43,1000.00,8.16,37.67,3.00
Bd_33,i,812.50,19.33,153.87,6.95,11.52,5.43,13.90,875.00,16.08,3.26,3.00
Bd_33,oh,281.25,55.73,140.63,46.69,55.73,7.26,48.47,984.38,23.07,32.66,3.00
Bd_330,ee,437.50,42.26,187.50,44.35,49.71,27.75,14.51,1000.00,18.46,23.80,3.00
Bd_330,A,546.88,17.97,93.75,35.70,38.63,19.44,-1.47,906.25,20.07,-2.10,3.00
Bd_331,ee,312.50,37.47,93.75,39.13,45.13,11.40,26.07,968.75,15.89,21.58,3.00
Bd_333,i,1281.25,39.08,156.25,44.15,41.55,44.15,-5.07,968.75,32.17,6.91,3.00
Bd_333,ee,281.25,35.67,93.75,36.80,41.31,15.23,20.44,953.13,3.19,32.48,3.00
Bd_334,ee,484.38,51.43,125.00,45.60,47.39,17.90,33.53,984.38,31.36,20.07,3.00
Bd_334,ee,218.75,35.37,109.38,38.30,37.90,38.30,-2.94,937.50,-0.67,36.03,3.00
Bd_336,i,250.00,34.98,125.00,37.45,34.98,37.45,-2.46,906.25,2.01,32.97,3.00
Bd_00,i,375.00,38.21,125.00,43.39,47.68,38.04,0.16,1000.00,28.73,9.47,3.00
Bd_00,oh,312.50,36.16,104.25,28.44,42.31,37.07,-0.91,1000.00,-2.26,38.41,3.00
Bd_02,ee,468.75,34.07,93.75,42.09,46.23,20.44,13.63,906.25,12.11,21.96,3.00
Bd_05,aa,406.25,40.78,125.00,42.95,46.71,14.20,26.58,968.75,18.53,22.26,3.00
Bd_05,i,531.25,34.77,93.75,39.20,39.41,26.76,8.01,906.25,26.53,8.24,3.00
Bd_06,A,406.25,42.37,125.00,45.35,50.97,20.84,21.54,906.25,24.71,17.66,3.00
Bd_06,ee,500.00,56.87,156.25,50.96,51.36,8.57,48.30,968.75,36.86,20.00,3.00
Bd_06,oh,687.50,35.62,126.34,44.76,45.22,22.04,13.58,1000.00,28.56,7.06,3.00
Bd_06,oh,281.25,46.11,125.00,44.46,48.48,20.65,25.47,1000.00,8.94,37.18,3.00
Bd_06,i,500.00,41.65,125.00,43.99,47.21,39.04,2.61,1000.00,36.84,4.81,3.00
Bd_06,oh,656.25,40.64,122.69,43.79,45.65,7.21,33.43,906.25,32.56,8.08,3.00
Bd_06,A,277.34,40.99,117.19,30.93,40.93,12.73,28.26,981.45,5.34,35.65,3.00
Bd_06,i,687.50,47.43,187.50,49.54,48.10,49.54,-2.11,875.00,43.69,3.74,3.00
