Bandwidth_F1	Centroid	Std Dev	F1_Freq	F2_Freq	F1_Amp	F2_Amp	nPeaks	P0_Amp	P0_Freq	P1_Amp	P1_Fre	Filename	Vowel	Directionality	Context
8.31861	3087	193	359.375	1265.62	126.407	7.21684	3	33.0218	187.5	40.1627	390.625	abd_1.txt.nfeats	A	NV	m
8.31663	2922	182	359.375	1109.38	155.882	4.38427	4	37.1505	187.5	43.052	390.625	abd_1.txt.nfeats	A	NV	m
13.8104	2985	186	359.375	1156.25	89.2366	3.40745	6	36.8181	187.5	42.9023	390.625	abd_1.txt.nfeats	A	NV	m
31.2259	2906	181	328.125	984.375	52.7445	4.8444	12	38.0353	187.5	40.9628	406.25	abd_1.txt.nfeats	A	NV	m
28.3836	2926	183	250	828.125	59.0613	7.33518	11	28.8326	140.625	38.0043	406.25	abd_1.txt.nfeats	A	NV	m
33.9742	3015	188	218.75	1078.12	30.4197	3.02685	14	33.2002	156.25	29.2971	234.375	abd_1.txt.nfeats	A	NV	m
8.56955	3218	201	171.875	1031.25	339.163	5.26915	4	41.2199	109.375	52.6103	187.5	abd_1.txt.nfeats	A	NV	m
227.416	3605	225	1296.88	1687.5	3.5822	2.82335	13	38.0192	0	16.3154	1406.25	abd_21.txt.nfeats	A	VN	m
205.776	3769	235	468.75	1468.75	5.74007	4.02832	11	32.0548	0	18.44	609.375	abd_21.txt.nfeats	A	VN	m
160.457	3628	226	546.875	1484.38	4.53127	3.42518	6	29.1182	62.5	18.4371	609.375	abd_21.txt.nfeats	A	VN	m
228.501	3752	234	578.125	1406.25	3.5413	3.34777	3	35.606	62.5	16.374	1218.75	abd_21.txt.nfeats	A	VN	m
360.07	3582	224	93.75	1312.5	18.8738	3.87101	6	0	0	32.5212	78.125	abd_21.txt.nfeats	A	VN	m
81.2322	3699	231	171.875	1218.75	12.3486	2.91923	25	24.4358	109.375	25.1044	234.375	abd_21.txt.nfeats	A	VN	m
174.595	3933	245	31.25	890.625	13.9562	3.07268	60	23.3837	15.625	24.5352	578.125	abd_21.txt.nfeats	A	VN	m
267.951	2957	185	1078.12	2000	2.18345	1.66769	5	37.5654	15.625	17.0948	1000	abd_21.txt.nfeats	A	VN	m
197.865	3624	226	1625	2546.88	1.70735	1.26367	4	42.6771	46.875	14.5655	1765.62	abd_21.txt.nfeats	A	VN	m
76.6083	3195	199	46.875	1468.75	25.1374	2.30602	12	0	0	29.5953	62.5	abd_21.txt.nfeats	A	VN	m
150.731	3787	236	1265.62	1828.12	3.8493	2.50805	12	27.9778	62.5	18.2432	1218.75	abd_21.txt.nfeats	A	VN	m
150.238	3791	237	625	1656.25	4.60752	2.47224	9	30.1969	62.5	21.3284	656.25	abd_21.txt.nfeats	A	VN	m
146.054	3976	248	500	1781.25	6.45981	2.9867	13	28.6533	0	21.6108	515.625	abd_21.txt.nfeats	A	VN	m
48.2159	3195	199	375	1421.88	21.8052	5.52335	20	32.7703	187.5	28.684	437.5	abd_23.txt.nfeats	oh	VN	m
36.4184	3603	225	546.875	1421.88	39.7938	13.0406	14	36.3483	406.25	36.3259	593.75	abd_23.txt.nfeats	oh	VN	m
24.213	3553	222	609.375	1453.12	42.5304	10.167	10	31.8866	390.625	36.1828	765.625	abd_23.txt.nfeats	oh	VN	m
25.0278	3827	239	640.625	1484.38	40.4467	17.1819	16	36.0368	562.5	37.6847	750	abd_23.txt.nfeats	oh	VN	m
27.3099	3743	234	687.5	1484.38	30.9632	16.049	22	29.0804	546.875	32.4026	734.375	abd_23.txt.nfeats	oh	VN	m
26.1663	3555	222	703.125	1468.75	31.4685	10.7437	11	26.006	343.75	31.1406	718.75	abd_23.txt.nfeats	oh	VN	m
22.1828	3748	234	703.125	1484.38	43.7609	9.32506	9	25.9852	359.375	34.5041	703.125	abd_23.txt.nfeats	oh	VN	m
19.4076	3643	227	687.5	1484.38	36.0777	6.70765	8	22.0099	531.25	29.8367	703.125	abd_23.txt.nfeats	oh	VN	m
19.5752	3776	236	687.5	1453.12	46.3782	8.55832	8	28.569	343.75	37.2903	687.5	abd_23.txt.nfeats	oh	VN	m
432.367	3435	214	218.75	234.375	69.1699	84.2852	5	27.639	140.625	0	0	abd_23.txt.nfeats	A	VN	m
16.024	3530	220	234.375	765.625	54.1487	2.29111	7	33.6822	187.5	30.9689	437.5	abd_23.txt.nfeats	A	VN	m
25.7305	3626	226	234.375	671.875	40.0559	3.10871	11	25.3688	140.625	37.5175	218.75	abd_23.txt.nfeats	A	VN	m
30.0747	3794	237	250	625	41.5672	4.24499	12	26.7728	140.625	37.3531	218.75	abd_23.txt.nfeats	A	VN	m
31.7234	3707	231	250	593.75	40.6555	4.77994	13	26.6062	140.625	36.7516	218.75	abd_23.txt.nfeats	A	VN	m
28.6611	3721	232	234.375	750	46.4303	3.21929	12	31.0379	156.25	33.1307	421.875	abd_23.txt.nfeats	A	VN	m
31.8396	3246	203	234.375	828.125	49.0717	3.39279	12	27.1769	125	40.4694	203.125	abd_23.txt.nfeats	A	VN	m
25.9477	3319	207	234.375	984.375	45.1329	2.67061	10	25.7456	125	38.5839	203.125	abd_23.txt.nfeats	A	VN	m
28.373	3238	202	250	734.375	54.4319	4.32769	11	27.1029	125	40.2282	203.125	abd_23.txt.nfeats	A	VN	m
33.2349	3315	207	281.25	1062.5	19.9413	2.06866	14	25.2357	218.75	26.3994	296.875	abd_25.txt.nfeats	A	VN	m
33.7878	3670	229	296.875	875	39.9257	3.86996	13	29.3121	156.25	35.33	234.375	abd_25.txt.nfeats	A	VN	m
25.2338	3513	219	343.75	1015.62	29.7331	2.01257	11	31.0612	187.5	33.6364	406.25	abd_25.txt.nfeats	A	VN	m
12.0346	3694	231	375	546.875	120.478	14.2602	5	32.4699	187.5	42.3626	406.25	abd_25.txt.nfeats	A	VN	m
7.98969	3563	222	375	859.375	68.9046	2.31482	3	25.5198	171.875	39.7211	390.625	abd_25.txt.nfeats	A	VN	m
9.11071	3758	235	375	2140.62	111.04	16.3743	3	30.1385	187.5	42.7328	390.625	abd_25.txt.nfeats	A	VN	m
16.4704	3553	222	375	421.875	43.4996	22.8733	7	28.3981	171.875	0	0	abd_25.txt.nfeats	A	VN	m
19.3554	3582	224	359.375	718.75	56.131	5.07716	8	33.5869	171.875	35.8185	390.625	abd_25.txt.nfeats	A	VN	m
544.677	3501	218	203.125	359.375	17.6945	57.7071	8	26.9168	140.625	37.3503	359.375	abd_25.txt.nfeats	A	VN	m
26.756	3590	224	250	875	70.9269	3.67038	11	33.7593	140.625	43.3542	375	abd_25.txt.nfeats	A	VN	m
30.148	3572	223	265.625	1375	51.9375	2.16571	11	28.2492	125	39.7699	375	abd_25.txt.nfeats	A	VN	m
35.7752	3548	221	265.625	1390.62	42.6956	1.69843	15	27.5947	125	37.7793	375	abd_25.txt.nfeats	A	VN	m
55.5502	3494	218	281.25	937.5	27.9381	5.04711	24	36.8912	187.5	31.2427	390.625	abd_25.txt.nfeats	A	VN	m
43.8025	3484	217	328.125	1265.62	31.0257	9.13215	17	35.1942	171.875	33.935	375	abd_25.txt.nfeats	A	VN	m
42.0934	3610	225	375	1171.88	39.51	8.77455	17	36.8907	171.875	39.1415	359.375	abd_25.txt.nfeats	A	VN	m
48.3471	3398	212	406.25	1234.38	41.5079	4.1292	20	38.437	171.875	39.5178	359.375	abd_25.txt.nfeats	A	VN	m
60.9827	3240	202	359.375	703.125	31.9241	10.379	27	36.9516	171.875	35.3709	359.375	abd_25.txt.nfeats	A	VN	m
46.1265	3377	211	359.375	781.25	55.2374	10.8598	19	39.2059	171.875	41.3964	359.375	abd_25.txt.nfeats	A	VN	m
43.8818	3292	205	359.375	453.125	33.8401	20.9547	17	35.7804	171.875	33.3047	359.375	abd_25.txt.nfeats	A	VN	m
26.7494	3865	241	328.125	1140.62	109.295	9.23945	10	42.1659	171.875	41.0284	359.375	abd_25.txt.nfeats	A	VN	m
16.7792	3446	215	312.5	1125	100.382	9.23189	6	39.5595	171.875	42.4633	328.125	abd_25.txt.nfeats	A	VN	m
95.0763	3857	241	265.625	859.375	49.4749	6.47075	34	39.2705	140.625	36.4871	468.75	abd_25.txt.nfeats	A	VN	m
22.0469	3177	198	171.875	1265.62	92.2282	2.84711	8	31.5389	93.75	41.6711	171.875	abd_25.txt.nfeats	A	VN	m
167.393	3322	207	390.625	468.75	31.1609	39.6805	15	31.651	156.25	33.7351	484.375	abd_27.txt.nfeats	A	VN	m
159.233	3371	210	406.25	453.125	42.9462	46.8323	16	32.7249	156.25	37.459	343.75	abd_27.txt.nfeats	A	VN	m
47.4529	3252	203	390.625	531.25	34.2306	17.6256	20	30.4024	156.25	36.597	343.75	abd_27.txt.nfeats	A	VN	m
41.4571	3368	210	312.5	546.875	56.5168	17.0046	18	36.7036	156.25	39.3893	343.75	abd_27.txt.nfeats	A	VN	m
24.4479	3415	213	218.75	734.375	100.53	7.43938	9	29.5511	109.375	40.2868	328.125	abd_27.txt.nfeats	A	VN	m
55.4688	3162	197	281.25	1562.5	25.9529	3.48682	24	37.4128	156.25	32.919	343.75	abd_27.txt.nfeats	A	VN	m
36.1589	3148	196	312.5	1421.88	48.0514	8.91381	14	39.1973	156.25	36.5399	359.375	abd_27.txt.nfeats	A	VN	m
42.0403	3151	197	312.5	1359.38	47.2732	6.7058	17	39.3189	171.875	39.4855	343.75	abd_27.txt.nfeats	A	VN	m
38.1949	3117	195	265.625	1000	48.9684	4.75371	15	41.8328	171.875	36.8473	343.75	abd_27.txt.nfeats	A	VN	m
23.0086	3242	202	218.75	1187.5	93.063	3.56555	9	33.3712	125	43.0063	359.375	abd_27.txt.nfeats	A	VN	m
25.0088	3155	197	218.75	937.5	50.6443	3.94803	9	29.2217	140.625	32.6847	375	abd_27.txt.nfeats	A	VN	m
24.2052	3255	203	218.75	921.875	81.4907	7.23862	10	33.1874	125	41.7968	359.375	abd_27.txt.nfeats	A	VN	m
31.2757	3304	206	234.375	937.5	47.991	5.31248	12	27.6186	125	37.5277	359.375	abd_27.txt.nfeats	A	VN	m
86.8747	3222	201	296.875	843.75	15.6668	14.0088	37	20.0441	140.625	33.001	406.25	abd_27.txt.nfeats	ee	NV	m
58.116	3326	208	343.75	1000	21.9251	11.8986	52	34.2092	203.125	33.7	609.375	abd_27.txt.nfeats	ee	NV	m
43.318	3350	209	359.375	1046.88	26.5971	13.5643	36	33.029	203.125	32.1334	421.875	abd_27.txt.nfeats	ee	NV	m
27.7972	3430	214	390.625	1171.88	45.1119	10.8323	11	32.2877	203.125	35.3695	421.875	abd_27.txt.nfeats	ee	NV	m
17.1742	3418	213	390.625	1250	61.1425	8.50289	6	32.2942	187.5	40.069	406.25	abd_27.txt.nfeats	ee	NV	m
53.3843	3204	200	375	1078.12	36.9951	5.91625	36	36.8238	187.5	33.1219	375	abd_27.txt.nfeats	ee	NV	m
15.8777	2986	186	203.125	1046.88	76.7306	2.63126	7	28.0586	125	38.8994	203.125	abd_27.txt.nfeats	ee	NV	m
10.5817	2955	184	203.125	1046.88	107.204	3.26624	4	30.0663	125	39.857	203.125	abd_27.txt.nfeats	ee	NV	m
6.35428	3055	191	187.5	1000	237.078	3.28003	2	35.8604	125	44.3858	203.125	abd_27.txt.nfeats	ee	NV	m
10.8269	3013	188	187.5	1046.88	94.5259	2.76769	5	28.1599	125	37.9011	203.125	abd_27.txt.nfeats	ee	NV	m
8.31663	2922	182	359.375	1109.38	155.882	4.38427	4	37.1505	187.5	43.052	390.625	abd_27.txt.nfeats	A	VN	m
13.8104	2985	186	359.375	1156.25	89.2366	3.40745	6	36.8181	187.5	42.9023	390.625	abd_27.txt.nfeats	A	VN	m
31.2259	2906	181	328.125	984.375	52.7445	4.8444	12	38.0353	187.5	40.9628	406.25	abd_27.txt.nfeats	A	VN	m
28.3836	2926	183	250	828.125	59.0613	7.33518	11	28.8326	140.625	38.0043	406.25	abd_27.txt.nfeats	A	VN	m
33.9742	3015	188	218.75	1078.12	30.4197	3.02685	14	33.2002	156.25	29.2971	234.375	abd_27.txt.nfeats	A	VN	m
8.56955	3218	201	171.875	1031.25	339.163	5.26915	4	41.2199	109.375	52.6103	187.5	abd_27.txt.nfeats	A	VN	m
20.5395	3089	193	203.125	1093.75	50.9142	2.8158	8	34.8629	156.25	32.2391	234.375	abd_27.txt.nfeats	A	VN	m
14.0131	3710	232	203.125	1187.5	93.5176	7.8877	5	34.9342	140.625	40.2192	218.75	abd_27.txt.nfeats	A	VN	m
55.8649	3613	225	234.375	1171.88	15.0666	4.37284	48	24.6879	0	30.8916	203.125	abd_27.txt.nfeats	A	VN	m
33.883	3845	240	203.125	1140.62	29.16	6.57708	13	28.3921	0	34.5798	187.5	abd_27.txt.nfeats	A	VN	m
51.3977	4349	271	296.875	1421.88	5.62357	1.90865	62	13.5911	156.25	21.6924	390.625	abd_27.txt.nfeats	A	VN	m
87.474	4162	260	375	1687.5	6.63945	4.29732	239	19.5146	328.125	19.8396	406.25	abd_27.txt.nfeats	A	VN	m
90.1803	4043	252	406.25	1640.62	6.22249	3.26599	237	21.0218	343.75	17.0881	437.5	abd_27.txt.nfeats	A	VN	m
35.7752	3548	221	265.625	1390.62	42.6956	1.69843	15	27.5947	125	37.7793	375	abd_27.txt.nfeats	A	NV	m
55.5502	3494	218	281.25	937.5	27.9381	5.04711	24	36.8912	187.5	31.2427	390.625	abd_27.txt.nfeats	A	NV	m
43.8025	3484	217	328.125	1265.62	31.0257	9.13215	17	35.1942	171.875	33.935	375	abd_27.txt.nfeats	A	NV	m
42.0934	3610	225	375	1171.88	39.51	8.77455	17	36.8907	171.875	39.1415	359.375	abd_27.txt.nfeats	A	NV	m
48.3471	3398	212	406.25	1234.38	41.5079	4.1292	20	38.437	171.875	39.5178	359.375	abd_27.txt.nfeats	A	NV	m
60.9827	3240	202	359.375	703.125	31.9241	10.379	27	36.9516	171.875	35.3709	359.375	abd_27.txt.nfeats	A	NV	m
46.1265	3377	211	359.375	781.25	55.2374	10.8598	19	39.2059	171.875	41.3964	359.375	abd_27.txt.nfeats	A	NV	m
43.8818	3292	205	359.375	453.125	33.8401	20.9547	17	35.7804	171.875	33.3047	359.375	abd_27.txt.nfeats	A	NV	m
26.7494	3865	241	328.125	1140.62	109.295	9.23945	10	42.1659	171.875	41.0284	359.375	abd_27.txt.nfeats	A	NV	m
41.3981	3240	202	828.125	1234.38	36.741	25.1259	20	31.3195	125	36.5798	1234.38	abd_28.txt.nfeats	ee	VN	m
60.1141	3211	200	812.5	1218.75	21.3621	8.4931	48	31.1817	140.625	32.6717	843.75	abd_28.txt.nfeats	ee	VN	m
56.9885	3280	205	781.25	1109.38	31.3488	19.2113	39	32.1294	125	35.5927	859.375	abd_28.txt.nfeats	ee	VN	m
60.6214	3251	203	750	1140.62	33.4484	15.4176	49	33.1131	140.625	38.286	843.75	abd_28.txt.nfeats	ee	VN	m
35.0337	3212	200	687.5	1156.25	43.0903	10.9961	15	32.3951	125	37.2111	843.75	abd_28.txt.nfeats	ee	VN	m
34.1024	3294	206	640.625	1125	68.805	18.428	20	38.7489	125	44.5125	687.5	abd_28.txt.nfeats	ee	VN	m
132.353	3079	192	609.375	1296.88	12.0734	4.26097	52	29.4686	93.75	28.64	750	abd_28.txt.nfeats	ee	VN	m
38.8643	3123	195	265.625	1234.38	78.34	20.3392	16	40.358	125	41.8596	343.75	abd_28.txt.nfeats	A	NV	m
65.5588	3508	219	218.75	1296.88	22.0157	4.17899	26	28.9957	0	31.7874	250	abd_28.txt.nfeats	A	NV	m
27.6795	3606	225	218.75	1109.38	106.233	3.26268	11	41.9565	187.5	42.2023	265.625	abd_28.txt.nfeats	A	NV	m
21.2017	3141	196	218.75	1359.38	52.3921	1.99779	8	29.8443	140.625	34.6282	218.75	abd_28.txt.nfeats	A	NV	m
30.2298	3554	222	265.625	1453.12	114.864	6.4044	13	38.6073	125	46.2843	375	abd_28.txt.nfeats	A	NV	m
34.5046	3248	203	250	1484.38	46.814	3.22949	14	27.9104	125	37.2759	203.125	abd_28.txt.nfeats	A	NV	m
30.7411	3383	211	265.625	1500	66.713	3.81674	12	30.3453	125	40.7116	203.125	abd_28.txt.nfeats	A	NV	m
36.5697	3427	214	265.625	1515.62	46.3699	3.12709	15	28.5439	125	40.177	375	abd_28.txt.nfeats	A	NV	m
61.6393	3656	228	296.875	984.375	26.0189	5.81117	27	28.069	156.25	30.9665	390.625	abd_28.txt.nfeats	A	NV	m
432.367	3435	214	218.75	234.375	69.1699	84.2852	5	27.639	140.625	0	0	abd_28.txt.nfeats	~i	VN	m
16.024	3530	220	234.375	765.625	54.1487	2.29111	7	33.6822	187.5	30.9689	437.5	abd_28.txt.nfeats	~i	VN	m
25.7305	3626	226	234.375	671.875	40.0559	3.10871	11	25.3688	140.625	37.5175	218.75	abd_28.txt.nfeats	~i	VN	m
30.0747	3794	237	250	625	41.5672	4.24499	12	26.7728	140.625	37.3531	218.75	abd_28.txt.nfeats	~i	VN	m
31.7234	3707	231	250	593.75	40.6555	4.77994	13	26.6062	140.625	36.7516	218.75	abd_28.txt.nfeats	~i	VN	m
28.6611	3721	232	234.375	750	46.4303	3.21929	12	31.0379	156.25	33.1307	421.875	abd_28.txt.nfeats	~i	VN	m
31.8396	3246	203	234.375	828.125	49.0717	3.39279	12	27.1769	125	40.4694	203.125	abd_28.txt.nfeats	~i	VN	m
25.9477	3319	207	234.375	984.375	45.1329	2.67061	10	25.7456	125	38.5839	203.125	abd_28.txt.nfeats	~i	VN	m
28.373	3238	202	250	734.375	54.4319	4.32769	11	27.1029	125	40.2282	203.125	abd_28.txt.nfeats	~i	VN	m
28.989	3414	213	250	953.125	46.6067	2.60976	12	25.8288	125	38.3957	203.125	abd_28.txt.nfeats	~i	VN	m
26.756	3590	224	250	875	70.9269	3.67038	11	33.7593	140.625	43.3542	375	abd_28.txt.nfeats	~i	VN	m
30.148	3572	223	265.625	1375	51.9375	2.16571	11	28.2492	125	39.7699	375	abd_28.txt.nfeats	~i	VN	m
35.7752	3548	221	265.625	1390.62	42.6956	1.69843	15	27.5947	125	37.7793	375	abd_28.txt.nfeats	~i	VN	m
55.5502	3494	218	281.25	937.5	27.9381	5.04711	24	36.8912	187.5	31.2427	390.625	abd_28.txt.nfeats	~i	VN	m
43.8025	3484	217	328.125	1265.62	31.0257	9.13215	17	35.1942	171.875	33.935	375	abd_28.txt.nfeats	~i	VN	m
42.0934	3610	225	375	1171.88	39.51	8.77455	17	36.8907	171.875	39.1415	359.375	abd_28.txt.nfeats	~i	VN	m
48.3471	3398	212	406.25	1234.38	41.5079	4.1292	20	38.437	171.875	39.5178	359.375	abd_28.txt.nfeats	~i	VN	m
60.9827	3240	202	359.375	703.125	31.9241	10.379	27	36.9516	171.875	35.3709	359.375	abd_28.txt.nfeats	~i	VN	m
46.1265	3377	211	359.375	781.25	55.2374	10.8598	19	39.2059	171.875	41.3964	359.375	abd_28.txt.nfeats	~i	VN	m
43.8818	3292	205	359.375	453.125	33.8401	20.9547	17	35.7804	171.875	33.3047	359.375	abd_28.txt.nfeats	~i	VN	m
26.7494	3865	241	328.125	1140.62	109.295	9.23945	10	42.1659	171.875	41.0284	359.375	abd_28.txt.nfeats	~i	VN	m
16.7792	3446	215	312.5	1125	100.382	9.23189	6	39.5595	171.875	42.4633	328.125	abd_28.txt.nfeats	~i	VN	m
19.0998	3722	232	234.375	1390.62	132.457	1.68373	7	44.6914	171.875	46.6697	390.625	abd_28.txt.nfeats	oh	NV	m
18.4053	3605	225	234.375	1546.88	133.021	1.51127	7	39.1333	156.25	44.4815	390.625	abd_28.txt.nfeats	oh	NV	m
15.499	3267	204	218.75	640.625	122.891	5.39271	6	32.8799	140.625	42.7253	390.625	abd_28.txt.nfeats	oh	NV	m
11.3086	3180	198	218.75	671.875	160.908	4.85309	4	34.6814	140.625	43.8315	218.75	abd_28.txt.nfeats	oh	NV	m
9.94664	3089	193	203.125	1015.62	118.107	2.99639	4	29.7584	125	39.8801	203.125	abd_28.txt.nfeats	oh	NV	m
17.6167	3005	188	203.125	1031.25	64.8478	2.53162	7	38.5016	171.875	33.4249	250	abd_28.txt.nfeats	oh	NV	m
228.501	3752	234	578.125	1406.25	3.5413	3.34777	3	35.606	62.5	16.374	1218.75	abd_2.txt.nfeats	A	VN	m
360.07	3582	224	93.75	1312.5	18.8738	3.87101	6	0	0	32.5212	78.125	abd_2.txt.nfeats	A	VN	m
81.2322	3699	231	171.875	1218.75	12.3486	2.91923	25	24.4358	109.375	25.1044	234.375	abd_2.txt.nfeats	A	VN	m
174.595	3933	245	31.25	890.625	13.9562	3.07268	60	23.3837	15.625	24.5352	578.125	abd_2.txt.nfeats	A	VN	m
267.951	2957	185	1078.12	2000	2.18345	1.66769	5	37.5654	15.625	17.0948	1000	abd_2.txt.nfeats	A	VN	m
197.865	3624	226	1625	2546.88	1.70735	1.26367	4	42.6771	46.875	14.5655	1765.62	abd_2.txt.nfeats	A	VN	m
76.6083	3195	199	46.875	1468.75	25.1374	2.30602	12	0	0	29.5953	62.5	abd_2.txt.nfeats	A	VN	m
150.731	3787	236	1265.62	1828.12	3.8493	2.50805	12	27.9778	62.5	18.2432	1218.75	abd_2.txt.nfeats	A	VN	m
150.238	3791	237	625	1656.25	4.60752	2.47224	9	30.1969	62.5	21.3284	656.25	abd_2.txt.nfeats	A	VN	m
146.054	3976	248	500	1781.25	6.45981	2.9867	13	28.6533	0	21.6108	515.625	abd_2.txt.nfeats	A	VN	m
104.95	3676	229	218.75	1500	12.564	2.83023	32	26.2781	0	27.8449	312.5	abd_2.txt.nfeats	A	VN	m
75.9672	3784	236	78.125	1140.62	28.6277	3.57935	14	0	0	35.4522	62.5	abd_2.txt.nfeats	A	VN	m
183.495	3655	228	1203.12	2093.75	2.81386	3.31108	8	34.256	46.875	17.0614	1859.38	abd_2.txt.nfeats	A	VN	m
25.8288	3765	235	296.875	2171.88	53.1375	15.3745	10	43.7327	203.125	43.4081	421.875	abd_2.txt.nfeats	A	VN	m
25.0915	3809	238	296.875	1828.12	49.0063	1.35404	10	42.7043	203.125	44.7261	421.875	abd_2.txt.nfeats	A	VN	m
29.6945	3539	221	281.25	437.5	33.908	9.23161	12	37.9487	218.75	29.131	406.25	abd_2.txt.nfeats	A	VN	m
33.1561	3587	224	281.25	593.75	31.75	4.61533	13	25.4121	156.25	35.5426	437.5	abd_2.txt.nfeats	A	VN	m
32.9002	3525	220	312.5	2203.12	29.1693	6.06288	13	24.953	156.25	35.4488	437.5	abd_2.txt.nfeats	A	VN	m
34.864	3379	211	265.625	875	30.804	3.43803	14	26.5678	140.625	33.2443	218.75	abd_2.txt.nfeats	A	VN	m
7.92007	3101	194	187.5	968.75	136.944	2.33861	3	31.4851	125	45.2268	203.125	abd_2.txt.nfeats	A	VN	m
13.8535	3050	190	203.125	1109.38	77.0666	2.4231	6	27.5634	125	39.3351	203.125	abd_2.txt.nfeats	A	VN	m
14.5575	3045	190	203.125	734.375	97.2869	3.07832	6	30.3888	125	40.7613	203.125	abd_2.txt.nfeats	A	VN	m
60.1141	3211	200	812.5	1218.75	21.3621	8.4931	48	31.1817	140.625	32.6717	843.75	abd_36.txt.nfeats	aa	NV	m
56.9885	3280	205	781.25	1109.38	31.3488	19.2113	39	32.1294	125	35.5927	859.375	abd_36.txt.nfeats	aa	NV	m
60.6214	3251	203	750	1140.62	33.4484	15.4176	49	33.1131	140.625	38.286	843.75	abd_36.txt.nfeats	aa	NV	m
35.0337	3212	200	687.5	1156.25	43.0903	10.9961	15	32.3951	125	37.2111	843.75	abd_36.txt.nfeats	aa	NV	m
34.1024	3294	206	640.625	1125	68.805	18.428	20	38.7489	125	44.5125	687.5	abd_36.txt.nfeats	aa	NV	m
132.353	3079	192	609.375	1296.88	12.0734	4.26097	52	29.4686	93.75	28.64	750	abd_36.txt.nfeats	aa	NV	m
65.0072	2949	184	93.75	906.25	39.8348	9.42737	14	29.221	46.875	37.2072	125	abd_36.txt.nfeats	aa	NV	m
63.0546	3499	218	781.25	1187.5	28.4811	24.7264	23	34.7024	156.25	35.4426	984.375	abd_36.txt.nfeats	aa	NV	m
34.7546	3287	205	703.125	1171.88	41.622	31.2159	15	27.9331	281.25	36.8869	671.875	abd_36.txt.nfeats	aa	NV	m
26.204	3280	205	703.125	1203.12	52.4905	32.3629	15	31.7285	281.25	36.6344	703.125	abd_36.txt.nfeats	aa	NV	m
92.1433	3613	225	656.25	1515.62	12.803	10.755	70	33.5642	203.125	30.6993	828.125	abd_36.txt.nfeats	E	VN	m
73.257	3632	227	656.25	1515.62	14.4809	11.5385	62	32.8311	203.125	32.684	843.75	abd_36.txt.nfeats	E	VN	m
59.4636	3638	227	671.875	1500	15.1396	13.1521	49	30.7569	203.125	31.6668	859.375	abd_36.txt.nfeats	E	VN	m
48.0835	3724	232	640.625	1484.38	20.4037	18.789	33	32.5914	218.75	33.7034	656.25	abd_36.txt.nfeats	E	VN	m
48.491	3647	228	609.375	1484.38	21.6078	16.4182	40	32.6698	218.75	35.3226	640.625	abd_36.txt.nfeats	E	VN	m
159.388	3397	212	406.25	468.75	22.2681	20.6375	61	36.848	203.125	0	0	abd_36.txt.nfeats	E	VN	m
17.5945	3042	190	234.375	281.25	72.792	40.256	7	41.8033	203.125	0	0	abd_36.txt.nfeats	E	VN	m
16.6313	3073	192	218.75	1171.88	59.4891	3.35005	6	26.3584	140.625	35.837	218.75	abd_36.txt.nfeats	E	VN	m
19.5752	3776	236	687.5	1453.12	46.3782	8.55832	8	28.569	343.75	37.2903	687.5	abd_36.txt.nfeats	oh	NV	m
14.9882	3757	234	687.5	1437.5	59.1087	10.4669	6	28.8322	343.75	40.0617	687.5	abd_36.txt.nfeats	oh	NV	m
16.4456	3519	220	703.125	1437.5	42.4612	7.81698	6	24.6541	171.875	30.4941	703.125	abd_36.txt.nfeats	oh	NV	m
15.6253	3583	224	703.125	1437.5	44.0678	9.16803	7	24.9112	359.375	35.7812	703.125	abd_36.txt.nfeats	oh	NV	m
20.2105	3555	222	718.75	1421.88	35.9144	11.9632	8	25.3862	171.875	31.1784	734.375	abd_36.txt.nfeats	oh	NV	m
17.415	3470	217	734.375	1453.12	35.6953	13.9734	10	23.5707	375	34.3732	750	abd_36.txt.nfeats	oh	NV	m
16.6313	3073	192	218.75	1171.88	59.4891	3.35005	6	26.3584	140.625	35.837	218.75	abd_37.txt.nfeats	aa	NV	m
48.2159	3195	199	375	1421.88	21.8052	5.52335	20	32.7703	187.5	28.684	437.5	abd_37.txt.nfeats	aa	NV	m
36.4184	3603	225	546.875	1421.88	39.7938	13.0406	14	36.3483	406.25	36.3259	593.75	abd_37.txt.nfeats	aa	NV	m
24.213	3553	222	609.375	1453.12	42.5304	10.167	10	31.8866	390.625	36.1828	765.625	abd_37.txt.nfeats	aa	NV	m
25.0278	3827	239	640.625	1484.38	40.4467	17.1819	16	36.0368	562.5	37.6847	750	abd_37.txt.nfeats	aa	NV	m
27.3099	3743	234	687.5	1484.38	30.9632	16.049	22	29.0804	546.875	32.4026	734.375	abd_37.txt.nfeats	aa	NV	m
26.1663	3555	222	703.125	1468.75	31.4685	10.7437	11	26.006	343.75	31.1406	718.75	abd_37.txt.nfeats	aa	NV	m
22.1828	3748	234	703.125	1484.38	43.7609	9.32506	9	25.9852	359.375	34.5041	703.125	abd_37.txt.nfeats	aa	NV	m
19.4076	3643	227	687.5	1484.38	36.0777	6.70765	8	22.0099	531.25	29.8367	703.125	abd_37.txt.nfeats	aa	NV	m
16.4456	3519	220	703.125	1437.5	42.4612	7.81698	6	24.6541	171.875	30.4941	703.125	abd_39.txt.nfeats	ee	VN	m
15.6253	3583	224	703.125	1437.5	44.0678	9.16803	7	24.9112	359.375	35.7812	703.125	abd_39.txt.nfeats	ee	VN	m
