Bandwidth_F1	Centroid	Std Dev	F1_Freq	F2_Freq	F1_Amp	F2_Amp	nPeaks	P0_Amp	P0_Freq	P1_Amp	P1_Fre	Filename	Vowel	Directionality	Context
16.7792	3446	215	312.5	1125	100.382	9.23189	6	39.5595	171.875	42.4633	328.125	abd_120.txt.nfeats	aa	NV	m
95.0763	3857	241	265.625	859.375	49.4749	6.47075	34	39.2705	140.625	36.4871	468.75	abd_120.txt.nfeats	aa	NV	m
22.0469	3177	198	171.875	1265.62	92.2282	2.84711	8	31.5389	93.75	41.6711	171.875	abd_120.txt.nfeats	aa	NV	m
15.0622	3274	204	171.875	1156.25	165.556	5.72779	6	34.8538	93.75	48.8123	171.875	abd_120.txt.nfeats	aa	NV	m
26.8978	3107	194	203.125	1093.75	42.3815	3.39938	11	24.3771	109.375	36.371	187.5	abd_120.txt.nfeats	aa	NV	m
159.233	3371	210	406.25	453.125	42.9462	46.8323	16	32.7249	156.25	37.459	343.75	abd_124.txt.nfeats	ee	VN	m
47.4529	3252	203	390.625	531.25	34.2306	17.6256	20	30.4024	156.25	36.597	343.75	abd_124.txt.nfeats	ee	VN	m
41.4571	3368	210	312.5	546.875	56.5168	17.0046	18	36.7036	156.25	39.3893	343.75	abd_124.txt.nfeats	ee	VN	m
24.4479	3415	213	218.75	734.375	100.53	7.43938	9	29.5511	109.375	40.2868	328.125	abd_124.txt.nfeats	ee	VN	m
47.0416	3274	204	234.375	828.125	35.9436	6.42302	20	26.4018	125	38.0841	203.125	abd_124.txt.nfeats	aa	NV	m
54.3373	3276	204	265.625	796.875	41.8779	12.4495	25	26.2725	125	38.4891	390.625	abd_124.txt.nfeats	aa	NV	m
79.2697	3135	196	281.25	796.875	20.5909	12.6405	70	20.4278	125	35.984	390.625	abd_124.txt.nfeats	aa	NV	m
66.2923	3222	201	281.25	812.5	22.9819	26.5877	13	22.0574	125	35.1075	390.625	abd_124.txt.nfeats	aa	NV	m
86.8747	3222	201	296.875	843.75	15.6668	14.0088	37	20.0441	140.625	33.001	406.25	abd_124.txt.nfeats	aa	NV	m
58.116	3326	208	343.75	1000	21.9251	11.8986	52	34.2092	203.125	33.7	609.375	abd_124.txt.nfeats	aa	NV	m
43.318	3350	209	359.375	1046.88	26.5971	13.5643	36	33.029	203.125	32.1334	421.875	abd_124.txt.nfeats	aa	NV	m
27.7972	3430	214	390.625	1171.88	45.1119	10.8323	11	32.2877	203.125	35.3695	421.875	abd_124.txt.nfeats	aa	NV	m
11.5549	3638	227	421.875	718.75	69.5768	5.01782	5	29.1297	218.75	40.9365	437.5	abd_129.txt.nfeats	aa	VN	m
9.02382	3649	228	421.875	875	74.3785	2.8646	4	29.2324	218.75	39.0171	437.5	abd_129.txt.nfeats	aa	VN	m
12.0581	3661	228	421.875	2078.12	70.6753	5.16574	5	32.5504	218.75	39.852	437.5	abd_129.txt.nfeats	aa	VN	m
374.81	3369	210	312.5	406.25	19.5623	34.0433	12	18.7633	140.625	31.3195	406.25	abd_129.txt.nfeats	aa	VN	m
33.2349	3315	207	281.25	1062.5	19.9413	2.06866	14	25.2357	218.75	26.3994	296.875	abd_129.txt.nfeats	oh	NV	m
33.7878	3670	229	296.875	875	39.9257	3.86996	13	29.3121	156.25	35.33	234.375	abd_129.txt.nfeats	oh	NV	m
25.2338	3513	219	343.75	1015.62	29.7331	2.01257	11	31.0612	187.5	33.6364	406.25	abd_129.txt.nfeats	oh	NV	m
12.0346	3694	231	375	546.875	120.478	14.2602	5	32.4699	187.5	42.3626	406.25	abd_129.txt.nfeats	oh	NV	m
7.98969	3563	222	375	859.375	68.9046	2.31482	3	25.5198	171.875	39.7211	390.625	abd_129.txt.nfeats	oh	NV	m
45.7121	3988	249	281.25	1093.75	8.45038	1.48757	20	19.5512	171.875	18.4094	328.125	abd_130.txt.nfeats	A	VN	m
14.0394	3391	212	234.375	1156.25	53.9468	1.91561	5	36.1264	187.5	35.7002	265.625	abd_130.txt.nfeats	A	VN	m
22.1242	3409	213	281.25	2406.25	83.8738	14.2228	8	43.2115	187.5	42.4641	390.625	abd_130.txt.nfeats	A	VN	m
30.6267	3341	209	312.5	2406.25	41.0946	12.0152	13	38.5426	187.5	38.191	390.625	abd_130.txt.nfeats	A	VN	m
20.7984	3664	229	328.125	2218.75	90.6831	15.4353	8	44.1099	187.5	42.3068	390.625	abd_130.txt.nfeats	A	VN	m
34.7639	3380	211	296.875	2187.5	41.838	5.90153	14	38.0973	171.875	35.8271	375	abd_130.txt.nfeats	A	VN	m
38.2617	3290	205	250	1703.12	52.9969	2.63007	15	29.4336	125	37.8067	203.125	abd_130.txt.nfeats	A	VN	m
32.5472	3284	205	250	1468.75	43.6013	2.76098	13	27.0623	125	35.2231	375	abd_130.txt.nfeats	A	VN	m
34.6562	3324	207	250	1546.88	53.8109	3.93099	13	29.2595	125	38.4789	375	abd_130.txt.nfeats	A	VN	m
35.8974	3526	220	250	578.125	56.9665	8.46255	14	27.8477	125	39.2926	203.125	abd_130.txt.nfeats	A	VN	m
53.3137	3659	228	296.875	484.375	49.0719	19.3645	22	41.4971	187.5	39.7953	390.625	abd_130.txt.nfeats	A	VN	m
68.8866	3588	224	343.75	453.125	32.6589	21.7291	36	38.9269	187.5	0	0	abd_130.txt.nfeats	A	VN	m
64.7409	3614	226	296.875	812.5	31.3973	11.1505	50	25.7884	140.625	38.3146	421.875	abd_130.txt.nfeats	A	NV	m
78.4586	3585	224	312.5	765.625	25.4212	22.1871	52	23.7867	140.625	37.9296	625	abd_130.txt.nfeats	A	NV	m
130.269	3409	213	375	828.125	13.5957	16.6206	31	33.9192	203.125	36.6553	640.625	abd_130.txt.nfeats	A	NV	m
76.9181	3489	218	437.5	1000	17.2335	22.2456	22	33.8997	203.125	38.2413	640.625	abd_130.txt.nfeats	A	NV	m
100.472	3494	218	531.25	1078.12	14.7443	21.6129	20	32.4269	203.125	38.4358	640.625	abd_130.txt.nfeats	A	NV	m
85.2359	3534	221	671.875	1281.25	16.744	11.6795	64	29.5058	203.125	31.1382	843.75	abd_130.txt.nfeats	A	NV	m
45.6069	3623	226	703.125	1390.62	27.3078	14.0556	62	32.887	203.125	37.5071	843.75	abd_130.txt.nfeats	A	NV	m
39.0822	3746	234	859.375	1203.12	40.5809	9.86147	20	34.6486	828.125	36.802	921.875	abd_131.txt.nfeats	oh	VN	m
54.3469	3792	237	859.375	1250	21.9248	17.1907	20	25.4859	812.5	30.8402	1000	abd_131.txt.nfeats	oh	VN	m
74.4296	3326	208	890.625	1296.88	9.02021	9.13495	26	17.0753	796.875	26.6928	1218.75	abd_131.txt.nfeats	oh	VN	m
31.7214	3268	204	828.125	1234.38	33.8368	24.2718	19	30.7078	750	35.0646	906.25	abd_131.txt.nfeats	oh	VN	m
41.3981	3240	202	828.125	1234.38	36.741	25.1259	20	31.3195	125	36.5798	1234.38	abd_131.txt.nfeats	oh	VN	m
60.1141	3211	200	812.5	1218.75	21.3621	8.4931	48	31.1817	140.625	32.6717	843.75	abd_131.txt.nfeats	oh	VN	m
56.9885	3280	205	781.25	1109.38	31.3488	19.2113	39	32.1294	125	35.5927	859.375	abd_131.txt.nfeats	oh	VN	m
70.6937	3245	203	828.125	1265.62	12.0818	20.0174	14	26.3697	62.5	29.8107	1234.38	abd_131.txt.nfeats	E	NV	m
33.8764	3106	194	265.625	1250	55.1772	12.304	13	34.0299	156.25	36.5485	281.25	abd_131.txt.nfeats	E	NV	m
38.8643	3123	195	265.625	1234.38	78.34	20.3392	16	40.358	125	41.8596	343.75	abd_131.txt.nfeats	E	NV	m
65.5588	3508	219	218.75	1296.88	22.0157	4.17899	26	28.9957	0	31.7874	250	abd_131.txt.nfeats	E	NV	m
27.6795	3606	225	218.75	1109.38	106.233	3.26268	11	41.9565	187.5	42.2023	265.625	abd_131.txt.nfeats	E	NV	m
21.2017	3141	196	218.75	1359.38	52.3921	1.99779	8	29.8443	140.625	34.6282	218.75	abd_131.txt.nfeats	E	NV	m
30.2298	3554	222	265.625	1453.12	114.864	6.4044	13	38.6073	125	46.2843	375	abd_131.txt.nfeats	E	NV	m
34.5046	3248	203	250	1484.38	46.814	3.22949	14	27.9104	125	37.2759	203.125	abd_131.txt.nfeats	E	NV	m
30.7411	3383	211	265.625	1500	66.713	3.81674	12	30.3453	125	40.7116	203.125	abd_131.txt.nfeats	E	NV	m
36.5697	3427	214	265.625	1515.62	46.3699	3.12709	15	28.5439	125	40.177	375	abd_131.txt.nfeats	E	NV	m
61.6393	3656	228	296.875	984.375	26.0189	5.81117	27	28.069	156.25	30.9665	390.625	abd_131.txt.nfeats	E	NV	m
109.402	3661	228	531.25	1500	14.4226	9.86591	84	35.0066	187.5	31.7181	781.25	abd_131.txt.nfeats	E	NV	m
98.3671	3783	236	593.75	1562.5	14.6499	10.791	86	33.8999	203.125	34.1193	796.875	abd_131.txt.nfeats	E	NV	m
99.0956	3750	234	609.375	1562.5	14.0204	10.1645	94	35.5699	203.125	35.0121	812.5	abd_131.txt.nfeats	E	NV	m
90.3738	3638	227	640.625	1531.25	13.2252	9.92718	108	34.5368	203.125	33.2421	828.125	abd_131.txt.nfeats	E	NV	m
92.1433	3613	225	656.25	1515.62	12.803	10.755	70	33.5642	203.125	30.6993	828.125	abd_131.txt.nfeats	E	NV	m
73.257	3632	227	656.25	1515.62	14.4809	11.5385	62	32.8311	203.125	32.684	843.75	abd_131.txt.nfeats	E	NV	m
59.4636	3638	227	671.875	1500	15.1396	13.1521	49	30.7569	203.125	31.6668	859.375	abd_131.txt.nfeats	E	NV	m
48.0835	3724	232	640.625	1484.38	20.4037	18.789	33	32.5914	218.75	33.7034	656.25	abd_131.txt.nfeats	E	NV	m
48.491	3647	228	609.375	1484.38	21.6078	16.4182	40	32.6698	218.75	35.3226	640.625	abd_131.txt.nfeats	E	NV	m
18.4053	3605	225	234.375	1546.88	133.021	1.51127	7	39.1333	156.25	44.4815	390.625	abd_131.txt.nfeats	A	VN	m
15.499	3267	204	218.75	640.625	122.891	5.39271	6	32.8799	140.625	42.7253	390.625	abd_131.txt.nfeats	A	VN	m
11.3086	3180	198	218.75	671.875	160.908	4.85309	4	34.6814	140.625	43.8315	218.75	abd_131.txt.nfeats	A	VN	m
9.94664	3089	193	203.125	1015.62	118.107	2.99639	4	29.7584	125	39.8801	203.125	abd_131.txt.nfeats	A	VN	m
17.6167	3005	188	203.125	1031.25	64.8478	2.53162	7	38.5016	171.875	33.4249	250	abd_131.txt.nfeats	A	VN	m
13.5925	3674	229	218.75	921.875	63.4572	3.05896	5	25.8138	125	38.4416	265.625	abd_131.txt.nfeats	A	VN	m
250.528	5024	314	468.75	2156.25	1.19064	1.71309	22	11.2988	328.125	14.6343	2062.5	abd_131.txt.nfeats	A	VN	m
128.025	4887	305	437.5	1937.5	0.901592	1.20871	57	6.85089	156.25	12.1439	1515.62	abd_131.txt.nfeats	A	VN	m
77.7514	4807	300	281.25	1843.75	1.62751	0.914237	128	5.75915	0	13.3748	1078.12	abd_131.txt.nfeats	A	VN	m
96.9052	4869	304	281.25	1765.62	1.78956	1.06327	117	10.9917	171.875	12.079	750	abd_131.txt.nfeats	A	VN	m
98.8952	5023	314	343.75	1562.5	2.68431	1.30261	153	13.5483	171.875	14.8959	546.875	abd_131.txt.nfeats	A	VN	m
31.5224	3367	210	218.75	1171.88	26.1822	1.8051	13	25.2652	125	30.4145	203.125	abd_131.txt.nfeats	A	VN	m
42.9341	3190	199	265.625	515.625	66.8161	15.9625	18	31.5756	140.625	43.1391	218.75	abd_131.txt.nfeats	A	VN	m
20.2105	3555	222	718.75	1421.88	35.9144	11.9632	8	25.3862	171.875	31.1784	734.375	abd_132.txt.nfeats	ee	NV	m
17.415	3470	217	734.375	1453.12	35.6953	13.9734	10	23.5707	375	34.3732	750	abd_132.txt.nfeats	ee	NV	m
16.0851	3381	211	750	1453.12	51.5791	16.2435	7	27.8274	187.5	35.9297	781.25	abd_132.txt.nfeats	ee	NV	m
21.9052	3355	209	765.625	1515.62	37.538	7.75524	9	27.5667	609.375	36.7396	796.875	abd_132.txt.nfeats	ee	NV	m
414.21	3286	205	234.375	765.625	6.13353	25.9576	17	13.3488	140.625	31.5673	625	abd_132.txt.nfeats	ee	NV	m
108.154	3256	203	578.125	796.875	22.4792	24.8025	48	29.2675	421.875	33.6037	656.25	abd_132.txt.nfeats	ee	NV	m
113.815	3337	208	578.125	734.375	28.681	31.4751	39	32.6148	203.125	34.4213	656.25	abd_132.txt.nfeats	ee	NV	m
108.074	3373	210	515.625	750	20.6169	24.8405	41	30.5707	203.125	35.4493	625	abd_132.txt.nfeats	ee	NV	m
175.617	3717	232	453.125	671.875	14.9246	25.0486	20	30.6928	203.125	34.316	640.625	abd_132.txt.nfeats	ee	NV	m
223.157	3700	231	343.75	671.875	8.43086	22.7421	15	25.9155	250	27.4483	609.375	abd_132.txt.nfeats	ee	NV	m
32.2908	3684	230	671.875	1562.5	19.8305	1.9518	14	24.1676	640.625	30.5326	718.75	abd_132.txt.nfeats	ee	NV	m
61.3062	3956	247	625	1453.12	13.2175	3.3784	75	19.7766	546.875	27.6011	625	abd_132.txt.nfeats	ee	NV	m
53.0669	3556	222	593.75	1421.88	12.595	5.78014	58	21.2124	203.125	27.5007	687.5	abd_132.txt.nfeats	ee	NV	m
36.2028	3747	234	640.625	1437.5	19.445	9.25736	22	28.2085	515.625	29.5498	703.125	abd_132.txt.nfeats	ee	NV	m
31.0281	3638	227	718.75	1484.38	15.2224	8.65083	24	19.0023	609.375	27.2279	687.5	abd_132.txt.nfeats	ee	NV	m
31.4414	3743	234	703.125	1468.75	16.5819	8.13237	22	22.8959	640.625	27.7915	718.75	abd_132.txt.nfeats	ee	NV	m
40.2584	3635	227	718.75	1421.88	13.2933	5.57282	35	18.3991	0	27.9144	687.5	abd_132.txt.nfeats	ee	NV	m
32.7324	3875	242	703.125	1484.38	15.5938	4.30771	30	18.1676	0	26.5249	703.125	abd_132.txt.nfeats	ee	NV	m
61.8282	3672	229	703.125	1593.75	7.36981	2.78453	39	15.9425	156.25	24.5301	703.125	abd_132.txt.nfeats	ee	NV	m
12.5168	3633	227	421.875	1125	130.999	2.15353	5	37.2628	171.875	44.4234	468.75	abd_132.txt.nfeats	ee	NV	m
15.7674	3196	199	421.875	1437.5	63.8067	1.25297	6	29.7498	171.875	40.7625	484.375	abd_132.txt.nfeats	ee	NV	m
40.1511	3332	208	375	718.75	29.3335	5.14988	17	32.4309	171.875	34.6393	531.25	abd_132.txt.nfeats	ee	NV	m
62.4061	3236	202	390.625	453.125	42.4347	35.0416	23	38.3582	171.875	38.6452	343.75	abd_132.txt.nfeats	ee	NV	m
16.4456	3519	220	703.125	1437.5	42.4612	7.81698	6	24.6541	171.875	30.4941	703.125	abd_133.txt.nfeats	A	VN	m
15.6253	3583	224	703.125	1437.5	44.0678	9.16803	7	24.9112	359.375	35.7812	703.125	abd_133.txt.nfeats	A	VN	m
20.2105	3555	222	718.75	1421.88	35.9144	11.9632	8	25.3862	171.875	31.1784	734.375	abd_133.txt.nfeats	A	VN	m
17.415	3470	217	734.375	1453.12	35.6953	13.9734	10	23.5707	375	34.3732	750	abd_133.txt.nfeats	A	VN	m
16.0851	3381	211	750	1453.12	51.5791	16.2435	7	27.8274	187.5	35.9297	781.25	abd_133.txt.nfeats	A	VN	m
21.9052	3355	209	765.625	1515.62	37.538	7.75524	9	27.5667	609.375	36.7396	796.875	abd_133.txt.nfeats	A	VN	m
414.21	3286	205	234.375	765.625	6.13353	25.9576	17	13.3488	140.625	31.5673	625	abd_133.txt.nfeats	A	VN	m
108.154	3256	203	578.125	796.875	22.4792	24.8025	48	29.2675	421.875	33.6037	656.25	abd_133.txt.nfeats	A	VN	m
113.815	3337	208	578.125	734.375	28.681	31.4751	39	32.6148	203.125	34.4213	656.25	abd_133.txt.nfeats	A	VN	m
108.074	3373	210	515.625	750	20.6169	24.8405	41	30.5707	203.125	35.4493	625	abd_133.txt.nfeats	A	VN	m
61.8282	3672	229	703.125	1593.75	7.36981	2.78453	39	15.9425	156.25	24.5301	703.125	abd_133.txt.nfeats	A	NV	m
12.5168	3633	227	421.875	1125	130.999	2.15353	5	37.2628	171.875	44.4234	468.75	abd_133.txt.nfeats	A	NV	m
15.7674	3196	199	421.875	1437.5	63.8067	1.25297	6	29.7498	171.875	40.7625	484.375	abd_133.txt.nfeats	A	NV	m
239.016	3338	208	265.625	453.125	25.7704	56.2469	12	34.4039	171.875	36.4876	328.125	abd_133.txt.nfeats	A	VN	m
136.063	3588	224	281.25	468.75	38.2285	77.134	11	36.7967	156.25	38.48	468.75	abd_133.txt.nfeats	A	VN	m
195.729	3452	215	296.875	468.75	27.6777	66.2006	10	35.6812	156.25	36.6954	468.75	abd_133.txt.nfeats	A	VN	m
196.615	3427	214	312.5	468.75	25.4386	57.0799	11	31.5103	156.25	32.6533	343.75	abd_133.txt.nfeats	A	VN	m
167.393	3322	207	390.625	468.75	31.1609	39.6805	15	31.651	156.25	33.7351	484.375	abd_133.txt.nfeats	A	VN	m
159.233	3371	210	406.25	453.125	42.9462	46.8323	16	32.7249	156.25	37.459	343.75	abd_133.txt.nfeats	A	VN	m
47.4529	3252	203	390.625	531.25	34.2306	17.6256	20	30.4024	156.25	36.597	343.75	abd_133.txt.nfeats	A	VN	m
41.4571	3368	210	312.5	546.875	56.5168	17.0046	18	36.7036	156.25	39.3893	343.75	abd_133.txt.nfeats	A	VN	m
24.4479	3415	213	218.75	734.375	100.53	7.43938	9	29.5511	109.375	40.2868	328.125	abd_133.txt.nfeats	A	VN	m
55.4688	3162	197	281.25	1562.5	25.9529	3.48682	24	37.4128	156.25	32.919	343.75	abd_133.txt.nfeats	A	VN	m
36.1589	3148	196	312.5	1421.88	48.0514	8.91381	14	39.1973	156.25	36.5399	359.375	abd_133.txt.nfeats	A	VN	m
108.154	3256	203	578.125	796.875	22.4792	24.8025	48	29.2675	421.875	33.6037	656.25	abd_135.txt.nfeats	A	VN	m
113.815	3337	208	578.125	734.375	28.681	31.4751	39	32.6148	203.125	34.4213	656.25	abd_135.txt.nfeats	A	VN	m
108.074	3373	210	515.625	750	20.6169	24.8405	41	30.5707	203.125	35.4493	625	abd_135.txt.nfeats	A	VN	m
175.617	3717	232	453.125	671.875	14.9246	25.0486	20	30.6928	203.125	34.316	640.625	abd_135.txt.nfeats	A	VN	m
223.157	3700	231	343.75	671.875	8.43086	22.7421	15	25.9155	250	27.4483	609.375	abd_135.txt.nfeats	A	VN	m
32.2908	3684	230	671.875	1562.5	19.8305	1.9518	14	24.1676	640.625	30.5326	718.75	abd_135.txt.nfeats	A	VN	m
61.3062	3956	247	625	1453.12	13.2175	3.3784	75	19.7766	546.875	27.6011	625	abd_135.txt.nfeats	A	VN	m
53.0669	3556	222	593.75	1421.88	12.595	5.78014	58	21.2124	203.125	27.5007	687.5	abd_135.txt.nfeats	A	VN	m
36.2028	3747	234	640.625	1437.5	19.445	9.25736	22	28.2085	515.625	29.5498	703.125	abd_135.txt.nfeats	A	VN	m
31.0281	3638	227	718.75	1484.38	15.2224	8.65083	24	19.0023	609.375	27.2279	687.5	abd_135.txt.nfeats	A	VN	m
31.4414	3743	234	703.125	1468.75	16.5819	8.13237	22	22.8959	640.625	27.7915	718.75	abd_135.txt.nfeats	A	VN	m
21.9021	2894	181	187.5	1375	85.3458	1.85066	8	43.151	125	40.6967	265.625	abd_136.txt.nfeats	A	NV	m
20.7997	2891	180	187.5	1406.25	92.1371	1.80898	8	42.3025	125	40.7209	265.625	abd_136.txt.nfeats	A	NV	m
18.4222	2884	180	203.125	1406.25	104.803	1.86434	8	42.6661	125	42.1994	265.625	abd_136.txt.nfeats	A	NV	m
71.7896	3068	191	250	1140.62	15.1248	2.87393	31	28.7045	125	28.4348	296.875	abd_136.txt.nfeats	A	NV	m
53.2363	3124	195	593.75	1046.88	28.6052	7.87862	36	31.8083	531.25	31.1228	718.75	abd_136.txt.nfeats	A	NV	m
31.2209	3238	202	671.875	1218.75	34.6742	8.72591	13	30.8484	531.25	32.9126	812.5	abd_136.txt.nfeats	A	NV	m
30.7422	3275	204	750	1218.75	32.6446	13.6576	29	29.2667	125	34.8438	828.125	abd_136.txt.nfeats	A	NV	m
29.7603	3037	190	218.75	1484.38	81.9753	1.99784	12	43.0997	140.625	40.4884	296.875	abd_136.txt.nfeats	oh	VN	m
17.0103	3323	207	234.375	1578.12	253.681	3.60242	7	52.0368	140.625	49.289	312.5	abd_136.txt.nfeats	oh	VN	m
33.772	3043	190	250	1453.12	92.0348	2.4429	14	47.5712	140.625	44.9156	312.5	abd_136.txt.nfeats	oh	VN	m
15.9347	3178	198	250	1609.38	239.369	3.24539	6	52.1368	156.25	49.966	312.5	abd_136.txt.nfeats	oh	VN	m
34.7379	3038	190	234.375	1406.25	121.481	2.514	16	50.4309	140.625	42.9319	328.125	abd_136.txt.nfeats	oh	VN	m
22.3638	3025	189	218.75	1406.25	196.606	2.44991	9	52.5646	156.25	49.1152	312.5	abd_136.txt.nfeats	oh	VN	m
34.5424	2998	187	218.75	1265.62	106.895	2.37691	14	33.0693	78.125	48.02	156.25	abd_136.txt.nfeats	oh	VN	m
28.6562	3084	192	250	1187.5	135.494	2.71791	11	51.0275	156.25	45.571	328.125	abd_136.txt.nfeats	oh	VN	m
39.801	3138	196	328.125	1562.5	43.5648	2.26398	17	40.6182	156.25	38.1731	328.125	abd_136.txt.nfeats	oh	VN	m
31.5507	3087	193	296.875	1421.88	41.5555	1.37042	12	39.313	171.875	36.7328	375	abd_136.txt.nfeats	A	NV	m
28.6819	3364	210	296.875	1765.62	65.0326	1.31969	12	41.853	187.5	41.3499	375	abd_136.txt.nfeats	A	NV	m
38.6505	3200	200	343.75	1750	37.5372	2.50989	15	36.196	187.5	36.828	390.625	abd_136.txt.nfeats	A	NV	m
13.2192	3244	202	359.375	1906.25	77.9177	2.8699	5	32.9602	171.875	38.6893	390.625	abd_136.txt.nfeats	A	NV	m
9.29632	3196	199	375	1000	73.968	2.63646	3	27.7501	171.875	36.2288	390.625	abd_136.txt.nfeats	A	NV	m
507.371	3291	205	250	359.375	21.5335	98.5862	4	22.4944	109.375	39.0887	359.375	abd_136.txt.nfeats	A	NV	m
14.4645	3090	193	375	2046.88	71.2738	4.03054	6	35.7693	187.5	39.8453	390.625	abd_136.txt.nfeats	A	NV	m
19.2713	3220	201	375	2156.25	112.312	5.1667	7	42.6863	203.125	44.6657	421.875	abd_136.txt.nfeats	A	NV	m
169.942	3281	205	281.25	343.75	94.4881	119.065	12	45.8716	203.125	0	0	abd_136.txt.nfeats	A	NV	m
38.3321	3388	211	312.5	359.375	119.188	90.7102	14	49.0271	187.5	39.2879	375	abd_136.txt.nfeats	A	NV	m
65.1755	3404	212	468.75	578.125	34.2412	26.1007	24	36.4827	375	0	0	abd_136.txt.nfeats	ee	VN	m
14.0937	3365	210	562.5	1796.88	62.5492	8.52961	6	31.1184	375	39.8363	578.125	abd_136.txt.nfeats	ee	VN	m
21.6012	3394	212	578.125	578.125	54.8277	54.8277	9	28.8412	359.375	0	0	abd_136.txt.nfeats	ee	VN	m
19.673	3554	222	359.375	1859.38	40.3942	25.5624	8	29.0822	171.875	36.614	375	abd_136.txt.nfeats	A	NV	m
21.2746	3482	217	359.375	453.125	38.0412	14.5058	8	32.7179	187.5	33.8029	390.625	abd_136.txt.nfeats	A	NV	m
333.286	3575	223	359.375	359.375	106.021	106.021	5	36.5239	187.5	0	0	abd_136.txt.nfeats	A	NV	m
11.3772	3471	217	359.375	500	84.6588	12.6851	4	35.41	187.5	42.602	390.625	abd_136.txt.nfeats	A	NV	m
275.608	3554	222	343.75	375	84.6839	112.645	5	39.6741	203.125	0	0	abd_136.txt.nfeats	A	NV	m
340.364	3517	219	203.125	375	20.318	76.7815	7	24.1586	140.625	38.2241	375	abd_136.txt.nfeats	A	NV	m
17.2425	3521	220	375	2187.5	63.1842	5.32563	7	36.2486	187.5	41.8711	406.25	abd_136.txt.nfeats	A	NV	m
19.0689	3497	218	375	2187.5	51.0626	3.95208	7	34.8011	187.5	39.3138	406.25	abd_136.txt.nfeats	A	NV	m
21.1764	3424	214	375	390.625	42.3728	37.8058	9	34.3977	187.5	0	0	abd_136.txt.nfeats	A	NV	m
30.0747	3794	237	250	625	41.5672	4.24499	12	26.7728	140.625	37.3531	218.75	abd_138.txt.nfeats	aa	NV	m
31.7234	3707	231	250	593.75	40.6555	4.77994	13	26.6062	140.625	36.7516	218.75	abd_138.txt.nfeats	aa	NV	m
28.6611	3721	232	234.375	750	46.4303	3.21929	12	31.0379	156.25	33.1307	421.875	abd_138.txt.nfeats	aa	NV	m
31.8396	3246	203	234.375	828.125	49.0717	3.39279	12	27.1769	125	40.4694	203.125	abd_138.txt.nfeats	aa	NV	m
25.9477	3319	207	234.375	984.375	45.1329	2.67061	10	25.7456	125	38.5839	203.125	abd_138.txt.nfeats	aa	NV	m
28.373	3238	202	250	734.375	54.4319	4.32769	11	27.1029	125	40.2282	203.125	abd_138.txt.nfeats	aa	NV	m
26.4413	3209	200	343.75	656.25	40.2413	5.07031	11	35.7434	187.5	37.1487	390.625	abd_138.txt.nfeats	A	NV	m
40.3451	3138	196	234.375	750	40.8287	4.61282	16	26.4062	125	34.4694	203.125	abd_138.txt.nfeats	A	NV	m
24.8562	3251	203	218.75	750	64.2922	3.94645	10	27.7883	109.375	41.7784	187.5	abd_138.txt.nfeats	A	NV	m
22.156	3166	198	218.75	859.375	62.0039	3.16806	9	27.8884	125	36.8414	203.125	abd_138.txt.nfeats	A	NV	m
30.8446	3151	197	250	796.875	52.1924	3.36835	13	29.5381	140.625	34.8834	406.25	abd_138.txt.nfeats	A	NV	m
318.586	3100	193	218.75	296.875	53.0091	63.8384	13	32.7797	156.25	0	0	abd_138.txt.nfeats	A	NV	m
34.728	3116	194	328.125	2203.12	73.7887	3.6606	13	45.325	203.125	44.8181	421.875	abd_138.txt.nfeats	A	NV	m
235.478	3219	201	296.875	359.375	68.7149	79.2797	14	46.2215	203.125	32.557	281.25	abd_138.txt.nfeats	A	NV	m
248.675	3733	233	515.625	1750	6.02715	3.13303	18	28.3941	0	21.1483	531.25	abd_138.txt.nfeats	oh	VN	m
121.893	3688	230	218.75	1687.5	11.623	3.31357	32	25.9386	0	26.1071	234.375	abd_138.txt.nfeats	oh	VN	m
233.021	3682	230	671.875	1859.38	4.26326	3.18774	9	33.497	0	20.7107	796.875	abd_138.txt.nfeats	oh	VN	m
113.124	3734	233	984.375	2046.88	3.96512	2.6951	5	37.5227	31.25	20.301	1093.75	abd_138.txt.nfeats	oh	VN	m
371.979	3313	207	1062.5	1750	2.26837	2.24354	6	35.6318	46.875	15.2365	1453.12	abd_138.txt.nfeats	oh	VN	m
204.201	3359	210	1109.38	2015.62	2.36963	2.51554	6	42.9053	62.5	15.5983	1000	abd_138.txt.nfeats	oh	VN	m
65.7298	3042	190	140.625	1000	23.9064	3.22903	20	27.6046	78.125	30.8926	156.25	abd_138.txt.nfeats	aa	NV	m
51.9869	3019	188	203.125	1015.62	22.7769	2.71336	24	31.9438	140.625	26.7003	250	abd_138.txt.nfeats	aa	NV	m
10.4877	3165	197	187.5	1093.75	369.568	6.18435	3	48.7151	125	50.4396	203.125	abd_138.txt.nfeats	aa	NV	m
20.1571	3069	192	203.125	1218.75	107.93	2.87146	8	43.2652	125	42.0978	281.25	abd_138.txt.nfeats	aa	NV	m
15.3887	3605	225	203.125	1140.62	369.852	8.66118	6	55.3943	140.625	53.4464	281.25	abd_138.txt.nfeats	aa	NV	m
18.2959	3173	198	187.5	1015.62	150.66	5.51531	7	31.9791	62.5	46.7283	281.25	abd_138.txt.nfeats	aa	NV	m
