Filename,Segment_label,Beginning,End,F1,A1hz,A1dB,F0,H1,H2,P0,A1-P0,P1Hz,P1,A1-P1F1,A1hz,A1dB,F0,H1,H2,P0,A1-P0,P1Hz,P1,A1-P1F1,A1hz,A1dB,F0,H1,H2,P0,A1-P0,P1Hz,P1,A1-P1
deb_00,oh,3.29,3.32,400.6720848,468.75,4.351309486,156.25,7.553199012,3.189329171,13.71007822,-9.358768737,937.5,-14.69960903,19.05091852,609.375,-12.86167318,156.25,4.536966848,-1.31271796,18.20483287,-31.06650605,953.125,-11.87277456,-0.988898618,546.875,18.26187385,171.875,22.95252368,15.71722443,24.57517757,-6.313303725,906.25,15.72008923,2.54178462
deb_00,s,3.32,3.41,367.3218157,312.5,22.06406022,153.4020126,39.42082411,22.06406022,39.42082411,-17.35676388,875,10.53469515,11.52936508,312.5,39.72155293,180.0902902,46.89734919,39.72155293,46.89734919,-7.175796261,875,23.78961049,15.93194244,312.5,36.89742209,140.3742846,45.30782272,36.89742209,45.30782272,-8.410400633,1000,22.32724136,14.57018073
deb_00,tth,3.41,3.51,450.0211269,187.5,35.73853033,156.25,45.56367,33.08246573,45.56367,-9.825139662,968.75,18.9936678,16.74486254,1062.5,23.72122024,125,33.68532915,17.61342311,33.68532915,-9.964108911,1000,16.72784532,6.993374919,1125,23.18982657,127.3442891,42.46017892,28.13911283,42.46017892,-19.27035236,906.25,12.97558234,10.21424423
deb_00,oh,3.51,3.55,304.9870529,375,39.14418604,162.3505669,44.06735876,39.22572645,44.06735876,-4.923172722,875,22.02680897,17.11737707,437.5,39.03649623,133.2626541,43.74883561,33.60152563,43.74883561,-4.712339373,1000,15.7886221,23.24787414,437.5,45.55588827,162.3652182,44.05310799,44.01539502,45.55588827,0,875,25.99551642,19.56037185
deb_00,h,3.55,3.64,196.8132864,437.5,51.15728594,156.25,46.51225324,45.60414057,51.15728594,0,875,26.74910419,24.40818175,406.25,50.33906024,126.6771705,45.79717617,45.67472734,50.33906024,0,1000,21.91266709,28.42639315,406.25,47.9069486,125,46.12077408,43.16085916,47.9069486,0,937.5,12.40129209,35.50565651
deb_00,oh,3.64,3.67,374.7154745,281.25,32.47669409,140.625,44.7727614,35.56856981,44.7727614,-12.29606731,937.5,5.302027741,27.17466635,1218.75,-4.388424215,156.25,18.77206898,2.64958053,23.75634984,-28.14477406,1000,-5.768790185,1.38036597,546.875,8.103940376,171.875,15.29940137,8.458598536,23.45367879,-15.34973842,1031.25,4.348391049,3.755549327
deb_00,ee,3.67,3.74,424.1677358,406.25,41.00355557,187.5,44.63574023,41.00355557,44.63574023,-3.632184663,937.5,18.46621498,22.53734059,531.25,30.91098499,187.5,40.37875791,36.71135237,40.37875791,-9.467772925,921.875,17.0954365,13.81554849,562.5,29.64470162,187.5,20.62467825,18.34665522,29.64470162,0,859.375,3.622283078,26.022418542
deb_00,chh,3.74,3.86,307.4016558,625,2.750938468,156.25,8.173142172,-0.010518108,9.399075551,-6.648137084,906.25,-2.093923102,4.844861569,531.25,37.46392689,140.625,40.71970661,38.78389541,44.87126091,-7.407334028,937.5,44.87126091,-7.407334028,765.625,39.40089678,125,44.33329251,42.02704198,44.33329251,-4.932395726,890.625,34.76337231,4.63752447
deb_00,ee,3.86,3.96,418.7427988,375,27.47490814,125,37.13854782,35.84018348,37.13854782,-9.663639679,1000,12.0487,15.42620815,255.2436393,37.30886081,125,38.47161088,37.30886081,38.87535905,-1.566498244,937.5,7.155895272,30.15296554,250,35.72566637,125,36.00521999,35.72566637,36.00521999,-0.279553615,937.5,6.712054067,29.013612303
deb_00,aa,4,4.11,588.5762795,281.25,32.80012478,125,37.09591445,36.36620818,37.09591445,-4.29578967,906.25,0.701900975,32.0982238,468.75,34.81551126,125,40.15134816,39.05593251,40.15134816,-5.3358369,937.5,14.86506427,19.95044699,375,32.07077315,125,39.77818685,38.67670132,39.77818685,-7.707413704,937.5,9.482503544,22.588269606
deb_00,n,4.11,4.15,385.6140653,312.5,28.73517765,125,32.44179505,31.02728174,32.95117938,-4.216001734,937.5,-8.361427156,37.0966048,312.5,28.73517765,125,32.44179505,31.02728174,32.95117938,-4.216001734,937.5,-8.361427156,37.0966048,312.5,28.73517765,125,32.44179505,31.02728174,32.95117938,-4.216001734,937.5,-8.361427156,37.096604806
deb_00,ee,4.15,4.21,283.6453449,312.5,28.73517765,125,32.44179505,31.02728174,32.95117938,-4.216001734,937.5,-8.361427156,37.0966048,312.5,28.73517765,125,32.44179505,31.02728174,32.95117938,-4.216001734,937.5,-8.361427156,37.0966048,312.5,28.73517765,125,32.44179505,31.02728174,32.95117938,-4.216001734,937.5,-8.361427156,37.096604806
