deb_00 i 1.68 1.74 273.6349908 187.5 42.9832952 156.25 44.87630487 31.99876013 44.87630487 -1.893009671 968.75 -8.021841553 51.00513675 187.5 40.16814252 156.25 42.8276279 28.16059019 42.8276279 -2.659485384 937.5 -9.28186173 49.45000425 1687.5 17.56089892 156.25 36.13469626 22.26105354 36.13469626 -18.57379734 1000 8.735395943 8.825502977 n VN
deb_00 oh 1.91 1.98 398.904205 578.125 41.37528462 171.875 50.25001733 43.52729277 50.25001733 -8.87473271 890.625 39.92093775 1.454346864 687.5 46.81283749 171.875 50.05006835 43.403163 50.05006835 -3.237230861 875 42.40004118 4.412796312 656.25 43.59286497 171.875 49.32932554 42.48574318 49.32932554 -5.736460576 984.375 36.15791223 7.43495274 n VN
deb_00 A 2.03 2.13 632.9256889 468.75 48.67920605 153.5181579 47.88344344 44.97992439 48.67920605 0 937.5 28.85567837 19.82352768 406.25 51.56460667 125 43.58785025 46.550116 13.32937824 38.23522843 968.75 35.1449471 16.41965957 437.5 48.54623878 156.25 41.85792619 45.13436731 8.240467554 40.30577123 968.75 34.50014224 14.04609654 n NV
deb_00 ee 2.89 2.94 435.2696842 687.5 36.89126642 125 42.006445 37.56663375 42.006445 -5.115178581 906.25 19.63151264 17.25975377 812.5 34.24192681 125 42.65726396 37.85634489 42.65726396 -8.415337144 968.75 27.45179866 6.790128153 531.25 29.25236204 125 43.15845017 37.63979007 43.15845017 -13.90608813 937.5 25.73680289 3.51555915 m VN
deb_00 aa 3.08 3.13 661.1264481 421.875 13.07441123 140.625 39.574829 24.08791793 39.574829 -26.50041777 953.125 -7.158326295 20.23273753 1203.125 4.589682056 156.25 17.89287186 11.483221 20.87782895 -16.28814689 1015.625 4.647345973 -0.057663918 1828.125 15.72275947 171.875 13.17284787 12.50012984 25.21887696 -9.496117488 921.875 5.346125283 10.376634187 m NV
deb_00 aa 4 4.11 588.5762795 281.25 32.80012478 125 37.09591445 36.36620818 37.09591445 -4.29578967 906.25 0.701900975 32.0982238 468.75 34.81551126 125 40.15134816 39.05593251 40.15134816 -5.3358369 937.5 14.86506427 19.95044699 375 32.07077315 125 39.77818685 38.67670132 39.77818685 -7.707413704 937.5 9.482503544 22.588269606 n VN
deb_00 ee 4.15 4.21 283.6453449 312.5 28.73517765 125 32.44179505 31.02728174 32.95117938 -4.216001734 937.5 -8.361427156 37.0966048 312.5 28.73517765 125 32.44179505 31.02728174 32.95117938 -4.216001734 937.5 -8.361427156 37.0966048 312.5 28.73517765 125 32.44179505 31.02728174 32.95117938 -4.216001734 937.5 -8.361427156 37.096604806 n NV
deb_01 i 0.87 0.96 245.5964545 187.5 42.55063661 187.5 42.55063661 10.49407721 42.55063661 0 875 0.972402646 41.57823397 1187.5 7.424689535 187.5 20.35496705 6.890170313 20.35496705 -12.93027751 1031.25 -4.620516038 12.04520557 1312.5 -8.054581388 218.75 13.22645084 -9.559292814 19.7376105 -27.79219189 968.75 -17.37349401 9.318912622 n VN
deb_01 i 2.49 2.54 240.384014 562.5 28.75122359 156.25 41.29684141 36.61592197 41.29684141 -12.54561782 875 28.81682835 -0.065604766 531.25 38.8209749 156.25 40.97827566 36.30032607 40.97827566 -2.157300757 968.75 36.57036967 2.250605229 625 39.77083652 156.25 40.6134166 35.23150114 42.23653475 -2.465698239 937.5 42.23653475 -2.46569823 m VN
deb_01 oh 2.61 2.66 594.6046047 687.5 39.06418051 184.5243011 44.29585581 36.70130138 44.29585581 -5.231675301 1000 36.72058392 2.343596595 687.5 39.31236742 186.9021132 44.01885141 37.06688243 44.01885141 -4.70648399 875 36.27404702 3.038320391 687.5 38.56440386 187.5 43.51163326 37.87950523 43.51163326 -4.947229396 875 34.58418106 3.9802228 m NV
