Filename,Segment_label,Beginning,End,F1,A1hz,A1dB,F0,H1,H2,P0,A1-P0,P1Hz,P1,A1-P1F1,A1hz,A1dB,F0,H1,H2,P0,A1-P0,P1Hz,P1,A1-P1F1,A1hz,A1dB,F0,H1,H2,P0,A1-P0,P1Hz,P1,A1-P1
chan_00,dd,3.42,3.49,283.5771846,375,21.9200153,125,29.69157451,18.65553739,29.69157451,-7.771559208,968.75,0.760009869,21.16000543,531.25,9.003989776,125,5.830548587,2.20217793,9.003989776,0,937.5,-5.937986672,14.94197645,531.25,2.298081804,125,8.120109159,-9.413288835,12.73487872,-10.43679692,906.25,-9.143400228,11.44148203
chan_00,aa,3.49,3.57,504.0566798,531.25,11.94533794,125,4.090100139,-0.886188685,11.94533794,0,937.5,-7.991879745,19.93721768,531.25,11.48557853,156.25,-0.372937322,3.373264604,7.024496302,4.46108223,937.5,-8.853843511,20.33942204,531.25,6.59957519,156.25,5.249640125,-2.492093036,16.87366579,-10.2740906,875,-16.28265433,22.88222952
chan_00,tt,3.57,3.62,376.0190559,468.75,30.85777663,156.25,33.65155971,29.40296685,33.65155971,-2.793783082,875,11.43868243,19.4190942,406.25,39.86394643,125,39.6329962,38.34213052,39.86394643,0,937.5,16.89048996,22.97345647,406.25,36.48909526,125,38.54751049,33.42760326,38.54751049,-2.058415233,1000,19.16823231,17.32086295
chan_00,tt,3.62,3.71,548.4513074,531.25,5.473431742,125,16.11826816,13.17244655,16.12539189,-10.65196015,906.25,-6.955382156,12.4288139,656.25,-3.746654372,125,8.232365472,4.963559159,8.232365472,-11.97901984,937.5,-9.63375785,5.887103478,812.5,19.05212863,156.25,16.53678114,9.137959216,19.05212863,0,875,14.22318491,4.828943714
chan_00,oh,3.71,3.77,445.7079927,343.75,36.58477352,156.25,38.71839164,37.92589054,38.71839164,-2.133618119,968.75,19.04637127,17.53840225,406.25,39.2834754,125,39.5509369,38.67998658,39.5509369,-0.267461495,968.75,18.53958387,20.74389153,406.25,36.48201455,125,39.93027928,37.89282945,39.93027928,-3.448264732,1000,14.19092944,22.29108512
chan_00,k,3.77,3.86,523.9518487,281.25,35.50214147,125,40.98799999,37.76236351,40.98799999,-5.48585852,921.875,8.48347004,27.01867143,281.25,37.03989712,125,40.8981695,38.88298795,40.8981695,-3.858272385,921.875,7.362247858,29.67764926,250,39.79939192,125,38.62704612,39.849454,10.62826682,29.1711251,968.75,8.992480361,30.80691156
chan_00,u,3.86,3.92,348.8408847,250,33.95511918,111.4961785,35.88561628,37.32790167,30.52928569,3.425833489,937.5,-5.896689349,39.85180853,250,28.77103733,106.1840044,28.49304117,29.60765688,19.21304939,9.557987939,937.5,-6.365869686,35.13690701,306.8956697,13.6492512,106.2443518,17.31939841,8.98931444,19.87892414,-6.229672941,937.5,-19.666832,33.3160832
chan_00,n,3.92,4.02,299.7546335,343.75,35.10661612,98.67922691,35.91757895,35.31970605,35.91757895,-0.810962829,937.5,3.105809575,32.00080655,312.5,33.7785815,93.75,34.43033594,35.33043419,10.99096286,22.78761864,937.5,4.109859033,29.66872247,312.5,31.08367979,93.75,31.59182446,32.81992796,12.53581658,18.54786322,906.25,7.222265986,23.86141381
chan_00,D,4.02,4.06,253.6838622,1015.625,-10.39414057,125,14.59579874,1.599270474,14.59579874,-24.98993931,1000,-10.76137275,0.367232175,218.75,28.03011766,109.375,34.26933,28.03011766,34.26933,-6.23921234,1000,1.69857355,26.33154411,187.5,19.20810524,109.375,28.93051298,22.75169554,28.93051298,-9.722407736,921.875,-15.8956192,35.10372444
chan_00,u,4.06,4.15,335.0941468,343.75,33.79801903,125,36.50975786,26.98457098,37.29917743,-3.501158397,953.125,15.78052715,18.01749188,359.375,37.82524099,125,42.38176024,42.03120266,42.51609861,-4.690857614,906.25,28.22866549,9.596575502,375,36.36415546,140.625,43.07107339,43.75372526,2.904075367,33.4600801,937.5,25.54053313,10.82362234
chan_00,b,4.65,4.76,1061.100503,250,20.68874438,125,33.85222002,23.33317311,33.85222002,-13.16347564,906.25,-5.04702402,25.7357684,171.875,8.60551082,125,27.13550828,14.37944952,27.13550828,-18.52999746,953.125,-16.68951846,25.29502928,1171.875,7.752805742,125,17.37622359,8.458087569,17.37622359,-9.623417844,890.625,3.26012353,4.492682212
chan_00,u,4.76,4.86,375.4804346,437.5,2.108354081,125,3.892062059,-1.548224544,4.059581053,-1.951226971,937.5,-8.691579491,10.79993357,437.5,4.635680998,125,-6.156621615,-0.387367309,5.69746207,-1.061781072,937.5,-15.78821576,20.42389676,750,-15.58004725,141.5202614,-0.236465863,-4.647959145,4.461482375,-20.04152962,937.5,-9.277379919,-6.302667327
chan_00,ddh,4.86,4.96,235.9304636,500,22.98324053,156.25,31.50176229,24.57522665,31.50176229,-8.518521765,875,9.067364733,13.91587579,593.75,49.29305745,140.625,44.51658585,42.6434507,49.29305745,0,890.625,34.63008201,14.66297545,593.75,47.74059851,156.25,46.08208665,42.96925282,47.74059851,0,1015.625,24.1818124,23.5587861
chan_00,b,4.96,5,450.6187648,562.5,36.62356679,165.2240316,40.35913069,34.66252326,40.35913069,-3.735563894,875,22.89866897,13.72489783,437.5,38.38871571,160.7334642,39.05589282,38.33108909,39.35921616,-0.970500453,875,16.98090195,21.40781376,312.5,21.01381738,125,31.87208146,18.7047782,31.87208146,-10.85826409,937.5,3.79804048,17.2157769
chan_00,A,5,5.14,469.7314107,750,6.530421669,140.625,18.63414323,15.02663491,19.33778426,-12.80736259,906.25,6.732802427,-0.202380759,1500,4.347981207,140.625,13.49581964,5.417864856,18.10452561,-13.7565444,906.25,-10.24085138,14.58883259,718.75,3.504713282,140.625,13.90158184,3.185133859,18.01835864,-14.51364536,937.5,-0.254340456,3.759053738
chan_00,rr,5.14,5.17,534.997675,281.25,38.6851436,125,38.10457582,38.6851436,9.650615949,29.03452765,1000,-2.013617726,40.69876133,281.25,38.41900548,125,38.92934063,40.6342364,9.936907346,28.48209813,1000,-2.326547627,40.7455531,281.25,35.39398431,125,39.41507993,37.05602953,39.41507993,-4.021095621,906.25,-1.465583909,36.85956822
chan_00,ch,5.17,5.31,789.4010187,1031.25,-17.67015577,125,19.12354881,10.25556483,20.56163875,-38.23179451,937.5,-13.80967129,-3.860484483,1687.5,-9.784455462,125,1.626710292,5.196699088,7.704263377,-17.48871884,984.375,-11.63205894,1.84760348,812.5,-3.726006949,125,0.530020736,-0.586379929,3.291217586,-7.017224535,1000,-6.969754405,3.243747457
chan_00,i,5.31,5.37,280.5575262,375,15.76731736,141.0797666,14.99241434,15.35934983,3.551278091,12.21603927,937.5,-7.533120903,23.30043826,375,37.11287419,157.4204578,38.10766481,37.61760437,38.10766481,-0.994790623,875,13.90919906,23.20367513,437.5,39.41428205,140.3595622,35.16517027,36.45164134,33.86201963,5.552262427,1000,11.07608791,28.33819414
chan_00,tt,5.37,5.51,1076.438624,375,41.2430804,125,39.38574618,39.83297748,33.54248156,7.700598839,937.5,18.10290149,23.14017891,375,39.20634266,125,39.92273823,39.98832169,33.78840979,5.417932875,937.5,16.6725995,22.53374316,375,37.12441794,125,40.23192927,39.62576212,40.23192927,-3.10751133,937.5,8.70473366,28.41968428
chan_00,rr,5.51,5.54,377.3587712,343.75,31.17029599,125,38.702655,34.53935598,38.702655,-7.532359012,906.25,5.492805819,25.67749017,250,22.4014338,125,31.92673237,22.4014338,31.92673237,-9.525298572,1000,-18.02315534,40.42458914,1750,-1.40329579,125,26.4645418,20.76623645,26.4645418,-27.86783758,937.5,0.370830038,-1.774125828
chan_00,oh,5.54,5.58,413.6791216,312.5,38.16784125,155.7358004,39.95691984,38.63897271,39.95691984,-1.789078587,875,6.117984955,32.0498563,281.25,42.99194208,154.9852814,42.51385774,42.99194208,3.869307806,39.12263427,875,3.610402002,39.38154007,281.25,41.03951031,156.0442679,42.77695795,41.03951031,42.77695795,-1.737447645,875,5.946560253,35.09295006
chan_00,dd,5.58,5.65,322.8504597,197.1541258,28.94313036,125,30.51040768,23.50155548,30.51040768,-1.567277318,1000,-11.34377948,40.28690984,201.4997046,22.43256586,125,22.45760572,19.85208495,22.45760572,-0.025039856,937.5,-18.04052353,40.4730894,312.5,5.93405661,125,9.635327521,5.21316739,9.635327521,-3.701270911,937.5,-18.39105392,24.32511053
chan_00,i,5.65,5.73,328.7901739,2031.25,-9.67254005,125,14.52142737,0.990559675,14.81387635,-24.4864164,1000,-20.93694883,11.26440878,1031.25,2.214572221,125,11.8755777,0.609394272,11.8755777,-9.661005476,1000,0.847840195,1.366732026,1875,15.35713582,125,15.07729092,8.612426422,17.92536871,-2.568232892,1000,-0.793331039,16.15046686
chan_00,p,5.73,5.76,219.0601398,437.5,37.15144514,125,36.70784575,34.24608794,37.15144514,0,906.25,14.0669638,23.08448134,531.25,40.63209253,125,35.85958113,34.83978059,40.63209253,0,906.25,21.18227598,19.44981655,625,37.2122136,125,35.36479095,33.82317924,37.2122136,0,906.25,20.66179907,16.55041453
chan_00,ch,5.8,5.88,2010.78807,625,37.86878885,125,35.7190686,34.38007678,37.86878885,0,1000,23.98769249,13.88109636,562.5,36.97233409,125,34.19965071,24.72042387,36.97233409,0,937.5,17.68171099,19.2906231,562.5,30.6929795,125,34.36150998,22.41822832,34.36150998,-3.668530479,937.5,13.38354624,17.30943326
chan_00,aa,5.88,5.93,455.9486267,1203.125,-4.479667027,109.375,24.27850723,9.511103976,24.27850723,-28.75817425,984.375,-7.018528713,2.538861686,546.875,4.468518971,125,4.049973488,-4.353558942,6.473736635,-2.005217664,968.75,-12.37422459,16.84274356,562.5,-0.135799221,125,1.667109952,-6.425441588,10.81471332,-10.95051254,1000,-3.068479536,2.932680315
chan_00,T,5.93,5.96,598.142976,437.5,37.03088082,125,38.39655722,35.23079474,38.39655722,-1.365676406,968.75,15.32892032,21.7019605,531.25,39.23490609,125,37.49017221,34.57302604,39.23490609,0,906.25,15.87014405,23.36476204,468.75,32.98702747,125,36.71675931,33.14992286,36.71675931,-3.729731842,1000,15.62398542,17.36304204
chan_00,T,5.96,6.09,1114.596682,312.5,13.68939327,125,28.71937248,19.74899639,28.71937248,-15.02997921,937.5,-12.73424912,26.42364239,343.75,-7.385450345,125,8.819326003,0.922399517,10.01815733,-17.40360768,968.75,-14.68470595,7.299255606,531.25,2.988425816,125,0.861969483,-2.869167191,3.47809821,-0.489672394,937.5,-17.1521801,20.14060592
chan_00,oh,6.09,6.14,483.0698397,578.125,39.11391084,140.625,38.61892078,33.64350743,39.11391084,0,1000,23.80723637,15.30667447,656.25,42.00598318,125,40.5478235,37.8041674,42.00598318,0,921.875,27.64902674,14.35695644,531.25,38.2312944,125,41.11518126,38.02274385,41.11518126,-2.883886862,921.875,24.44406365,13.78723076
chan_00,p,6.14,6.21,306.7086688,343.75,21.02733981,125,31.55194192,17.4921678,31.55194192,-10.52460211,906.25,-2.288120484,23.31546029,250,19.67518184,125,26.37357087,19.67518184,26.37357087,-6.698389025,906.25,-12.35982966,32.03501151,250,20.51256769,125,25.79567538,20.51256769,25.79567538,-5.283107691,906.25,-5.604554366,26.11712205
chan_00,A,6.21,6.31,569.5385571,250,27.73039126,125,30.57665269,27.73039126,30.57665269,-2.846261433,906.25,-7.540316037,35.2707073,250,25.88846515,125,28.69098037,25.88846515,28.69098037,-2.802515222,906.25,-16.84789031,42.73635546,750,15.42876362,125,24.75070212,15.77342192,25.64357925,-10.21481563,937.5,13.11314659,2.315617036
chan_00,dd,6.31,6.36,366.7693949,625,25.36726894,140.0151471,40.21322671,34.1802148,40.21322671,-14.84595777,1000,11.1786268,14.18864214,562.5,37.10455829,125,40.74966423,36.86673939,40.74966423,-3.64510594,937.5,21.28798984,15.81656846,562.5,34.47901,125,39.28180522,21.08504725,39.28180522,-4.802795228,1000,14.75102382,19.72798618
chan_00,ddh,6.36,6.45,250.2534235,531.25,43.10735006,125,46.07821612,38.73051817,46.07821612,-2.97086606,937.5,28.03831419,15.06903587,531.25,43.55378645,125,45.50113864,39.68653844,45.50113864,-1.947352189,937.5,22.72937488,20.82441157,406.25,39.66478997,125,44.98258544,39.59078357,44.98258544,-5.317795466,937.5,16.94437163,22.72041834
chan_00,A,6.45,6.48,579.0168331,312.5,30.2298124,125,40.4638578,36.63848313,40.4638578,-10.2340454,937.5,2.321926812,27.90788559,312.5,29.4703391,125,40.06480903,37.1578366,40.06480903,-10.59446994,906.25,5.629867803,23.8404713,343.75,29.49646179,125,39.11249859,37.60924438,39.11249859,-9.616036795,906.25,7.545357177,21.95110462
chan_00,Y,6.48,6.57,542.1369726,625,37.23013089,125,42.11650276,39.42885188,42.11650276,-4.886371868,1000,26.00282003,11.22731086,593.75,34.22849646,125,41.42142181,39.20811913,41.42142181,-7.19292535,968.75,30.02998042,4.198516039,593.75,34.69230543,125,41.40257449,38.29639065,41.40257449,-6.71026906,968.75,26.43485668,8.257448751
chan_00,n,6.57,6.64,329.0013446,343.75,32.03945243,125,40.229493,36.6635338,40.229493,-8.19004057,1000,12.88820862,19.15124381,281.25,34.67706338,125,40.6459185,39.75288286,40.6459185,-5.968855117,906.25,2.107762754,32.56930062,281.25,35.00221938,125,40.81200926,39.41741933,40.81200926,-5.809789874,1000,6.715027087,28.2871923
chan_00,A,6.64,6.72,573.8881487,375,34.93796859,125,40.22777245,38.76234579,40.22777245,-5.28980386,1000,11.96568044,22.97228815,375,35.22282643,125,40.47960009,38.67766175,40.47960009,-5.256773657,906.25,14.29231315,20.93051329,375,34.66214342,125,40.58280866,38.15505828,40.58280866,-5.920665239,906.25,16.7767984,17.88534501
chan_00,m,6.72,6.8,354.2757273,390.625,35.99689144,125,42.41181686,38.83607815,42.41181686,-6.414925411,890.625,18.6911911,17.30570034,390.625,37.35781583,125,42.42083492,39.441726,42.42083492,-5.063019094,906.25,17.28436447,20.07345136,390.625,39.58677566,125,42.91367935,40.44163362,42.91367935,-3.326903691,906.25,12.72715833,26.85961733
