Filename,Segment_label,Beginning,End,F1,A1hz,A1dB,F0,H1,H2,P0,A1-P0,P1Hz,P1,A1-P1,A1hz,A1dB,F0,H1,H2,P0,A1-P0,P1Hz,P1,A1-P1F1,A1hz,A1dB,F0,H1,H2,P0,A1-P0,P1Hz,P1,A1-P1
abd_152,rr,1.4,1.46,431.9137312,437.5,38.64119193,187.5,46.88278265,38.06437225,47.01879723,-8.377605299,875,20.6060218,18.03517013,906.25,13.92637727,187.5,19.70544896,8.236995909,19.70544896,-5.779071689,906.25,13.92637727,0,828.125,13.05707326,187.5,15.81619634,12.14701064,26.3626757,-13.30560244,859.375,14.7189953,-1.661922044
abd_152,ph,1.49,1.59,519.401055,375,7.38714992,156.25,26.96702984,15.14252038,27.0602452,-19.67309528,906.25,1.790259315,5.596890605,562.5,43.01511918,187.5,46.41394263,43.80120345,46.70491516,-3.689795985,875,31.6819265,11.33319268,375,27.0016303,156.25,40.2924653,37.48453334,40.2924653,-13.290835,937.5,26.80225111,0.199379194
abd_152,^oh,1.59,1.67,448.6899265,648.4375,50.59995716,164.0625,42.0269567,43.79489736,5.332488734,45.26746842,953.125,32.86596864,17.73398852,562.5,12.20274114,156.25,4.048191694,5.422336131,-15.70698704,27.90972818,906.25,2.213849349,9.988891795,531.25,10.91994232,156.25,16.61706976,7.572974741,16.98648093,-6.066538614,906.25,-1.692223663,12.61216598
abd_152,T,1.67,1.73,397.6920686,1390.625,11.28884522,171.875,35.18274601,17.01204236,35.18274601,-23.89390079,1031.25,11.5941686,-0.305323376,757.8125,50.91727616,148.4375,41.00658983,42.84361568,7.628075852,43.28920031,898.4375,32.5470936,18.37018256,640.625,44.14654337,164.0625,36.43580691,35.50074295,44.14654337,0,976.5625,21.42127608,22.72526729
abd_152,A,1.73,1.93,629.8997642,468.75,50.83948672,156.25,43.3121581,43.85506858,2.239757963,48.59972875,906.25,30.64506703,20.19441969,1359.375,11.92587517,140.625,36.37865765,27.37475137,36.37865765,-24.45278248,1000,-3.008465961,14.93434113,750,9.916946744,140.625,36.74192423,32.14773728,36.74192423,-26.82497749,937.5,3.786597772,6.130348972
abd_152,j,1.93,2.08,1400.598381,500,34.61744102,155.898225,41.55714981,45.78655231,7.595712396,27.02172862,1000,26.35656568,8.260875337,593.75,50.83411744,156.25,40.00202356,43.00963521,5.424319171,45.40979827,1000,39.15671883,11.6773986,718.75,46.84039109,156.25,41.11274935,46.09278366,-3.255748118,50.09613921,1000,38.83070796,8.009683123
abd_152,aa,2.08,2.17,479.8407947,281.25,48.30343229,126.2903538,44.7791185,48.30343229,16.26745354,32.03597875,968.75,29.03126419,19.2721681,281.25,46.59387841,156.25,43.63170237,46.59387841,12.03948923,34.55438919,1000,19.01221507,27.58166335,281.25,46.57242118,156.25,43.6686722,46.57242118,15.43687985,31.13554133,875,16.55296191,30.01945927
abd_152,n,2.17,2.24,477.3861405,625,36.91005686,125,35.92784018,43.31061124,32.42734742,4.482709436,937.5,30.22548091,6.68457595,250,46.50816729,125,45.31107816,49.27076133,12.90274912,33.60541817,968.75,29.34930678,17.15886051,406.25,28.10637602,125,44.5573624,49.23302929,11.17290662,16.93346939,937.5,29.6625248,-1.556148784
abd_152,m,2.24,2.33,303.8277481,781.25,40.27306798,109.375,40.9809452,45.17414388,2.590610247,37.68245773,1000,31.69488086,8.57818712,625,39.37081264,125,37.98544736,42.35799078,31.76594061,7.604872025,937.5,31.64042517,7.730387473,750,36.62079988,125,35.94514911,40.48234391,33.46394824,3.156851642,1000,22.41448551,14.20631437
abd_152,A,2.33,2.37,633.8946165,843.75,-10.45752171,125,-14.03106419,-5.255793256,-31.06270439,20.60518268,906.25,-12.97493336,2.517411652,609.375,37.46701776,109.375,37.79374486,42.86976179,-0.600938542,38.06795631,921.875,25.13134364,12.33567412,578.125,27.69492584,109.375,31.61022944,30.0753278,31.61022944,-3.915303603,921.875,10.83638919,16.85853665
abd_152,Y,2.37,2.54,725.1101296,812.5,18.24143174,125,13.82705769,14.47559884,8.349408353,9.892023389,937.5,14.77223231,3.46919943,750,-12.89073213,125,-7.654539914,-16.09284544,-4.740278944,-8.150453184,1000,-18.07688309,5.186150959,812.5,19.25467076,125,0.484533861,8.392318823,2.248403567,17.00626719,906.25,16.29674977,2.957920986
abd_152,A,2.71,2.76,885.4724615,828.125,47.08948938,140.625,38.70343573,37.86220233,47.08948938,0,968.75,39.79315146,7.296337913,750,27.26302839,125,28.84511836,30.83418104,18.38531682,8.877711571,937.5,23.67254587,3.590482518,812.5,36.83077225,125,27.64945942,26.09458236,36.83077225,0,937.5,29.33257377,7.498198478
abd_152,b,2.76,2.79,773.2896458,625,24.03501527,159.7911158,21.26978278,24.47899247,-0.481776294,24.51679157,875,17.25091697,6.784098299,734.375,49.08196927,140.625,41.51403784,41.24922713,49.08196927,0,890.625,45.64065189,3.441317374,562.5,36.6325219,140.625,33.50392909,32.19667755,36.6325219,0,1015.625,20.41162762,16.22089427
abd_152,A,2.79,2.91,831.118257,1031.25,9.168700982,140.625,32.09830791,18.94737481,32.09830791,-22.92960692,890.625,6.552623149,2.616077833,500,25.62198346,159.796164,26.92912953,26.74502401,26.92912953,-1.307146075,875,9.785436598,15.83654686,500,21.62678948,159.8062605,32.73618389,27.85119539,32.73618389,-11.10939441,875,17.47461616,4.152173316
abd_152,rr,2.91,2.94,612.9794867,1125,8.830675608,156.25,13.0134785,7.401315175,17.89694561,-9.066270007,1000,-1.098736915,9.929412523,1000,9.509956103,156.25,9.445919697,3.788796187,22.8628098,-13.35285369,875,10.15729718,-0.647341082,1328.125,16.15138711,140.625,8.951057052,2.520058385,26.0632153,-9.911828192,890.625,6.525070137,9.626316974
abd_152,s,2.94,3.07,1089.096862,265.625,23.30560743,140.625,29.8882107,23.30560743,29.8882107,-6.582603272,890.625,-0.473396168,23.77900359,312.5,46.04423629,156.25,41.14779487,46.04423629,14.87092936,31.17330693,968.75,24.27595943,21.76827687,281.25,42.12007495,156.25,39.24366862,42.12007495,10.83349078,31.28658417,875,25.44327553,16.67679941
abd_152,u,3.07,3.13,1160.242581,218.75,38.23367656,187.5,38.34729994,21.70952555,38.34729994,-0.113623388,968.75,-2.729463451,40.96314001,343.75,14.88749345,156.25,6.983230376,18.26583615,5.31472699,9.57276646,906.25,-6.121770658,21.00926411,640.625,4.833744173,203.125,4.313775454,2.795615108,13.31265582,-8.478911646,1015.625,0.860211848,3.973532325
abd_152,k,3.13,3.25,290.7555656,375,43.97158459,187.5,42.79159738,43.97158459,26.32651533,17.64506925,875,9.922461708,34.04912288,312.5,33.17043053,187.5,41.04742069,35.45464627,41.04742069,-7.876990168,1031.25,3.0905801,30.07985043,343.75,38.75614126,187.5,41.87379502,38.75614126,41.87379502,-3.117653758,906.25,6.359336564,32.39680469
abd_152,i,3.25,3.3,231.5557927,390.625,35.78453536,171.875,44.61917587,54.02031808,-7.115781021,42.90031638,906.25,29.70701953,6.077515832,375,48.51831448,187.5,41.98920783,48.51831448,26.7850899,21.73322458,875,12.43441599,36.08389849,375,52.65398094,187.5,40.48940677,52.65398094,26.90286025,25.75112069,875,16.34885373,36.30512721
abd_152,ee,3.3,3.34,341.5308089,1234.375,10.41168869,140.625,37.11677718,28.0387747,37.11677718,-26.70508849,890.625,5.041497818,5.370190875,484.375,12.8480717,187.5,45.07097881,52.42595281,-1.593484756,14.44155645,921.875,37.02759399,-24.17952229,468.75,30.15185614,171.875,45.27125152,52.19853172,1.015082673,29.13677346,875,27.35401268,2.79784346
abd_152,oh,3.34,3.5,425.5675619,500,46.70389672,125,34.12167901,38.52640772,19.86600743,26.83788929,906.25,19.27738203,27.42651469,1375,2.812016547,125,31.07928673,28.81029846,31.07928673,-28.26727019,890.625,-1.423054219,4.235070766,390.625,41.14135446,125,36.53570307,41.79810623,2.621742403,38.51961206,984.375,7.763605077,33.37774938
abd_152,j,3.5,3.6,1317.725672,718.75,45.21892155,109.375,36.55930375,41.21567595,-0.613722658,45.83264421,921.875,35.27893713,9.939984421,562.5,44.11882603,125,32.45460758,37.18140497,20.89492196,23.22390407,906.25,25.21874161,18.90008442,625,41.85984709,96.78711574,29.96854018,34.23074072,20.83363232,21.02621477,937.5,17.6355504,24.22429669
abd_152,A,3.6,3.65,499.8690087,578.125,39.24403877,93.75,34.16848615,37.12608184,0.39614501,38.84789376,906.25,17.53234491,21.71169386,578.125,39.24403877,93.75,34.16848615,37.12608184,0.39614501,38.84789376,906.25,17.53234491,21.71169386,578.125,39.24403877,93.75,34.16848615,37.12608184,0.39614501,38.84789376,906.25,17.53234491,21.71169386
abd_152,Y,3.65,3.83,695.2538128,578.125,39.24403877,93.75,34.16848615,37.12608184,0.39614501,38.84789376,906.25,17.53234491,21.71169386,578.125,39.24403877,93.75,34.16848615,37.12608184,0.39614501,38.84789376,906.25,17.53234491,21.71169386,578.125,39.24403877,93.75,34.16848615,37.12608184,0.39614501,38.84789376,906.25,17.53234491,21.71169386
abd_152,sil,3.86,3.92,585.776837,578.125,39.24403877,93.75,34.16848615,37.12608184,0.39614501,38.84789376,906.25,17.53234491,21.71169386,578.125,39.24403877,93.75,34.16848615,37.12608184,0.39614501,38.84789376,906.25,17.53234491,21.71169386,578.125,39.24403877,93.75,34.16848615,37.12608184,0.39614501,38.84789376,906.25,17.53234491,21.71169386
abd_153,sil,0,0.21,1661.92149,437.5,28.41252803,156.25,37.00177491,27.40230419,38.01973948,-9.60721145,875,25.4269376,2.985590432,578.125,39.24403877,93.75,34.16848615,37.12608184,0.39614501,38.84789376,906.25,17.53234491,21.71169386,578.125,39.24403877,93.75,34.16848615,37.12608184,0.39614501,38.84789376,906.25,17.53234491,21.71169386
abd_153,s,0.21,0.38,1587.321564,781.25,35.40472721,156.25,45.90742055,42.70932387,45.90742055,-10.50269334,921.875,30.16562534,5.239101872,625,42.77649904,156.25,41.44783138,39.51490954,42.77649904,0,937.5,39.83780231,2.938696729,593.75,42.90253453,156.25,41.59313983,40.48307696,42.90253453,0,906.25,38.97271945,3.929815078
abd_153,aa,0.38,0.43,471.7592097,656.25,45.19315637,156.25,42.7129833,44.25308352,4.795198236,40.39795813,968.75,26.05027396,19.14288241,781.25,34.38290853,156.25,46.73906402,39.78034496,46.73906402,-12.35615548,937.5,27.28554192,7.097366609,625,32.4319146,156.25,45.14214392,41.7362644,45.14214392,-12.71022932,953.125,31.09307554,1.338839061
abd_153,m,0.43,0.53,780.3832466,687.5,46.07927483,156.25,42.17595841,42.81966679,3.309128492,42.77014634,875,34.11127523,11.9679996,656.25,45.7301591,156.25,42.06412723,43.8052566,9.271659796,36.45849931,968.75,32.68394114,13.04621796,656.25,46.30872643,156.25,42.5744601,44.28598063,10.59477387,35.71395256,875,34.17471072,12.13401571
abd_153,aa,0.53,0.6,623.6870815,531.25,46.13671237,187.5,43.60557457,42.55438931,46.13671237,0,875,33.04286101,13.09385136,656.25,42.68193952,187.5,42.56346473,43.61049939,0.55903396,42.12290556,875,34.41936885,8.262570666,562.5,42.01058209,187.5,43.08807569,42.93525184,45.40535898,-3.39477689,875,33.16223961,8.848342477
abd_153,Y,0.6,0.66,645.9364761,562.5,43.71206801,187.5,42.6357597,40.62433219,43.71206801,0,875,26.43922131,17.2728467,531.25,46.50915705,187.5,43.72542144,42.2112674,46.50915705,0,906.25,32.7146745,13.79448255,531.25,46.04989506,187.5,44.5537512,42.74670486,46.04989506,0,906.25,31.73311969,14.31677537
abd_153,ee,0.66,0.72,583.1650149,562.5,19.38154354,171.875,23.54112095,20.37976638,24.58336162,-5.201818077,921.875,3.268680099,16.11286344,500,38.51987487,187.5,43.30151024,40.36893629,43.30151024,-4.781635363,1000,17.18237842,21.33749645,437.5,36.55647183,187.5,42.79080308,35.96493115,42.79080308,-6.234331253,875,14.09548583,22.460986
abd_153,rr,0.72,0.75,525.0404663,718.75,44.52254727,187.5,44.82833938,39.45837752,44.82833938,-0.305792112,875,41.46825872,3.054288548,531.25,18.21729756,187.5,18.32575485,11.2404719,29.56639817,-11.34910061,921.875,0.425841578,17.79145598,687.5,8.808310237,171.875,18.22079433,14.79556747,21.91371507,-13.10540483,1031.25,9.804939258,-0.996629021
abd_153,s,0.75,0.9,612.5269658,750,22.14890325,140.625,27.61542388,5.684565199,27.82336095,-5.674457699,890.625,7.082328834,15.06657442,781.25,53.61768752,156.25,40.50775613,42.25545194,-7.448938081,61.0666256,937.5,27.89237541,25.72531211,750,50.18523968,156.25,43.10664001,43.5469467,-0.635986019,50.8212257,875,31.27257324,18.91266644
abd_153,A,0.9,0.99,714.3066235,359.375,41.28264554,156.25,47.56847071,48.35753932,14.26069869,27.02194686,1000,18.18755863,23.09508691,765.625,22.76885256,171.875,14.22346665,5.809525841,22.76885256,0,875,6.041880263,16.72697229,921.875,10.28298248,187.5,14.79031974,9.051930901,25.64407631,-15.36109383,921.875,10.28298248,0
abd_153,tth,0.99,1.1,690.4564903,343.75,16.96401448,171.875,30.42261641,16.96401448,30.47811416,-13.51409968,1000,-5.527872416,22.4918869,437.5,44.35845167,156.25,42.60729547,49.66448006,4.281394167,40.07705751,906.25,15.69454211,28.66390956,375,26.8917431,156.25,41.72369304,48.35250907,6.291207879,20.60053522,968.75,11.65759891,15.23414419
abd_153,ee,1.1,1.24,397.5093001,734.375,47.9816367,140.625,35.79053689,38.03377401,12.34201141,35.6396253,1015.625,38.43465531,9.546981396,437.5,7.706283881,171.875,11.88280841,17.7595328,-5.836989708,13.54327359,890.625,-12.32519701,20.03148089,468.75,9.95816114,140.625,0.239206159,8.140366302,-1.889844299,11.84800544,906.25,-13.54184614,23.50000728
abd_153,p,1.24,1.36,337.3469508,468.75,42.13055448,156.25,42.1641573,45.0290257,6.596949021,35.53360545,1000,28.48315289,13.64740159,687.5,47.14741446,140.625,36.4272289,38.32359459,-0.279193039,47.4266075,953.125,41.90391189,5.243502566,703.125,49.80622118,140.625,39.36618609,40.77003616,-5.774451934,55.58067311,1000,43.49524782,6.31097336
abd_153,A,1.36,1.46,700.5612148,375,33.96039664,156.25,38.5780106,45.43936563,8.505347558,25.45504908,937.5,15.8128919,18.14750474,437.5,47.69889311,156.25,42.24161129,46.80407622,-2.845871031,50.54476414,906.25,18.22913706,29.46975605,437.5,44.13799311,156.25,41.77483755,47.99618715,8.182520946,35.95547216,906.25,16.42571844,27.71227467
abd_153,l,1.46,1.55,497.2865877,500,40.69812793,156.25,37.08602596,42.43903049,2.394213714,38.30391421,875,17.51567541,23.18245252,375,35.52247992,156.25,38.76479194,45.33371101,11.08123049,24.44124943,937.5,12.49974341,23.02273651,375,37.14155497,156.25,38.73420274,45.18135767,4.809118906,32.33243607,937.5,9.405506193,27.73604878
abd_153,l,1.55,1.61,394.3288035,687.5,58.1467522,171.875,44.72348036,47.1088977,-1.82669066,59.97344286,1031.25,38.9353743,19.2113779,656.25,49.76512214,156.25,37.40952445,40.86399485,10.37251043,39.39261171,1000,30.59703868,19.16808346,656.25,51.13089771,156.25,37.93336756,40.9919042,10.87695743,40.25394028,875,39.05769422,12.07320349
abd_153,A,1.61,1.66,471.2657343,406.25,22.5277273,127.7170175,40.24300455,22.82840124,40.24300455,-17.71527725,937.5,2.655925624,19.87180168,546.875,42.52305829,171.875,44.85772073,47.22430549,5.59506368,36.92799461,875,39.00293717,3.52012112,500,52.75352199,171.875,48.0607825,46.32858283,52.75352199,0,875,18.38975547,34.36376652
abd_153,Y,1.66,1.79,680.7857797,437.5,41.88107052,156.25,45.58217992,40.62440791,45.58217992,-3.701109396,906.25,13.22598081,28.65508971,500,25.64309746,125,27.96319137,11.04504643,27.96319137,-2.320093903,1000,6.722587597,18.92050987,1375,-4.778241487,156.25,26.02623565,13.19266614,31.89893394,-36.67717543,1000,4.894535305,-9.672776792
abd_153,h,1.79,1.88,446.1003289,437.5,42.970245,164.8459803,40.23637929,42.19592925,34.1436664,8.826578607,875,16.27411815,26.69612685,437.5,51.27513999,156.25,44.09681709,44.95503988,4.341605482,46.93353451,1000,15.59816765,35.67697234,437.5,52.87256559,156.25,44.8452687,47.06108594,14.36551647,38.50704913,906.25,19.42642039,33.44614521
abd_153,ee,1.88,1.96,398.7781786,375,27.19509746,156.25,42.91107748,48.57434331,0.884078015,26.31101944,968.75,21.30297973,5.892117722,375,35.1832573,134.7326372,37.08734283,37.75602461,33.63818155,1.545075743,937.5,9.212993477,25.97026382,375,40.6399582,170.7004492,39.10571901,41.84490382,33.31316419,7.326794013,937.5,15.45605839,25.18389981
abd_153,rr,1.96,1.99,413.5491902,312.5,36.26819636,156.25,39.73594489,36.26819636,39.73594489,-3.467748531,875,-3.578826424,39.84702278,375,35.26767427,171.875,42.38095361,49.43151453,0.142433162,35.12524111,1000,15.88714603,19.38052824,343.75,47.55085594,171.875,41.43977385,49.53451034,2.578833161,44.97202278,984.375,7.935685221,39.61517072
abd_153,ee,1.99,2.09,402.7629923,531.25,50.53947672,156.25,38.784289,43.46688233,9.396093854,41.14338287,875,25.88844107,24.65103565,312.5,37.3165429,156.25,37.57995275,37.3165429,37.57995275,-0.263409845,906.25,-4.626583832,41.94312674,375,44.54932722,156.25,41.79141421,50.15775997,12.46084626,32.08848095,1000,13.01329322,31.536034
abd_153,j,2.09,2.17,296.6536149,625,54.25935455,156.25,42.10335245,45.48884237,-10.72620194,64.98555649,937.5,40.61909813,13.64025643,656.25,46.15932132,156.25,38.27011151,41.17551871,4.740353093,41.41896823,875,27.35860707,18.80071425,656.25,50.35821555,156.25,37.71371891,39.90914584,7.490859375,42.86735617,1000,33.16248142,17.19573413
abd_153,A,2.17,2.22,519.8238303,656.25,48.98510333,125,37.14113381,40.04830569,-3.582179248,52.56728257,921.875,42.08086647,6.904236854,531.25,53.70262486,140.625,40.78529172,44.16683033,1.644260307,52.05836455,937.5,43.08377824,10.61884662,640.625,47.62119544,125,39.85721292,42.29096623,10.93236503,36.68883041,906.25,43.14689391,4.474301531
abd_153,oh,2.22,2.36,631.8241519,375,23.76513283,156.25,36.51974707,24.93327912,36.54577129,-12.78063846,937.5,17.55377766,6.211355171,687.5,46.12577096,140.625,36.74922049,37.96918325,0.823188013,45.30258295,968.75,38.46201535,7.66375561,609.375,39.49703941,156.25,36.04556568,36.81911305,-2.240144745,41.73718416,921.875,29.03092518,10.46611423
abd_153,A,2.36,2.47,684.7522992,656.25,35.07219361,125,39.37031941,43.94902744,3.062181966,32.01001164,968.75,33.64275068,1.42944293,937.5,20.79442958,156.25,38.47709451,33.03410257,38.47709451,-17.68266492,937.5,20.79442958,0,1375,16.05296753,140.625,39.32624668,39.37289103,-1.301815047,17.35478258,984.375,18.45756516,-2.404597631
abd_153,m,2.47,2.58,358.0954811,312.5,39.48096965,126.0093813,41.00650555,44.42179097,5.273197323,34.20777232,937.5,14.34397818,25.13699147,687.5,42.08812744,125,40.73531723,43.98698993,-7.944175255,50.0323027,937.5,31.47537067,10.61275678,687.5,43.71959087,125,40.95036625,45.64290262,-8.189095518,51.90868639,968.75,31.49363149,12.22595939
abd_153,A,2.58,2.67,603.0936805,375,36.16863013,142.8951635,37.25910447,39.08726956,33.18069889,2.987931238,1000,15.58338667,20.58524346,281.25,44.4813115,156.25,43.08494124,44.4813115,6.07036965,38.41094185,1000,12.46703676,32.01427474,312.5,44.05663157,156.25,43.67999139,44.05663157,-2.259013842,46.31564541,937.5,12.12364019,31.93299138
abd_153,n,2.67,2.74,325.2526149,296.875,35.80221228,171.875,45.07164113,37.10139007,45.07164113,-9.269428852,953.125,5.588829349,30.21338293,375,40.89443401,176.1070228,40.46182545,41.75532426,32.76556332,8.128870687,875,16.27553395,24.61890006,375,38.17887151,178.3320418,38.98483603,39.814895,33.45936203,4.719509487,1000,13.34851036,24.83036115
abd_153,u,2.74,2.77,384.2886837,343.75,45.72442172,187.5,44.46780442,45.72442172,18.21896721,27.50545451,1031.25,17.68896583,28.03545589,1531.25,8.674906085,156.25,16.70692164,14.09231054,20.49322116,-11.81831507,1000,-8.105936566,16.78084265,1625,9.072075783,156.25,13.04611722,13.66382443,-9.98612546,19.05820124,937.5,-1.254132554,10.32620834
abd_153,sh,2.77,2.88,273.2034266,312.5,40.49163766,177.5315875,36.27588824,40.49163766,29.73677474,10.75486292,937.5,7.39087377,33.10076389,375,40.57611051,156.25,43.00535321,49.70431404,6.717905762,33.85820475,1000,15.39096362,25.1851469,375,39.39349857,156.25,43.46908791,49.3858861,-5.118659963,44.51215853,875,15.63346722,23.76003135
abd_153,ee,2.88,2.97,349.5662301,265.625,18.25734707,140.625,34.18264104,23.08754944,34.18264104,-15.92529397,1015.625,-13.83117761,32.08852468,250,28.18382574,174.2788294,33.07950331,18.62773991,33.07950331,-4.895677567,1000,-7.448432603,35.63225835,250,28.69766433,173.2363065,32.15549087,25.80369411,32.15549087,-3.457826543,875,-9.506578607,38.20424294
abd_153,rr,2.97,3,334.9575969,343.75,30.78162182,127.6484179,40.36811741,47.95655654,6.032479648,24.74914217,1000,16.050452,14.73116982,234.375,9.475887184,140.625,32.77843153,20.11131191,32.77843153,-23.30254435,1000,-13.63760624,23.11349342,281.25,32.38985774,140.625,34.60784617,32.38985774,34.60784617,-2.217988434,968.75,-4.034576596,36.42443433
abd_153,j,3,3.1,244.7420246,250,28.48625483,125,23.93089658,28.48625483,0.393534994,28.09271983,937.5,-10.83274768,39.31900251,437.5,49.89396227,156.25,40.44595764,46.62801004,-15.18150417,65.07546644,1000,15.35896217,34.5350001,406.25,39.55698531,125,36.15363432,38.6700973,9.878618718,29.67836659,906.25,4.202335163,35.35465015
abd_153,ee,3.1,3.18,352.3309815,593.75,48.96348936,156.25,40.39921711,40.07354198,48.96348936,0,1000,28.357858,20.60563136,218.75,11.82891089,125,18.70337378,8.261902876,20.38707932,-8.558168429,968.75,-12.60858803,24.43749892,531.25,-15.64047874,125,-1.071243477,-4.708148672,9.784497601,-25.42497634,937.5,-12.78512355,-2.855355191
abd_153,T,3.18,3.24,250.7505647,531.25,26.28617825,187.5,28.28390309,20.52998786,28.28390309,-1.997724837,1000,8.497595011,17.78858324,734.375,50.00829361,140.625,40.77438535,41.98645057,4.687603171,45.32069044,1015.625,36.94296207,13.06533154,671.875,48.97942817,171.875,39.81203347,41.02456814,-0.563145209,49.54257338,1031.25,34.67145687,14.3079713
abd_153,A,3.24,3.37,575.0750624,375,18.54588825,164.9633359,30.0620827,21.44646977,30.0620827,-11.51619445,875,8.717452104,9.828436146,687.5,12.0710104,156.25,5.672849228,12.14466034,7.515823702,4.555186703,1015.625,6.291487353,5.779523051,671.875,14.9652629,156.25,10.3229045,9.43610389,14.9652629,0,937.5,1.051430248,13.91383266
abd_153,p,3.37,3.51,544.1290254,437.5,43.8888786,127.0511565,36.84284694,40.68763594,3.320008407,40.56887019,1000,34.17216702,9.716711577,375,39.42874905,131.6795542,33.9947952,38.67967749,31.08273414,8.34601491,937.5,27.27712978,12.15161927,437.5,39.28138779,157.9032331,37.71893104,31.29501516,39.28138779,0,875,27.00453023,12.27685756
abd_153,rr,3.51,3.54,392.8879445,250,26.99512386,125,30.90475808,26.99512386,30.90475808,-3.909634221,1000,4.36302262,22.63210124,406.25,44.07129223,155.0743733,36.26862191,40.88829493,9.420034081,34.65125815,1000,23.7778872,20.29340504,406.25,41.32084501,154.6633066,36.01585292,40.64162376,1.325527934,39.99531707,1000,16.96341576,24.35742925
abd_153,oh,3.54,3.6,402.6403891,312.5,37.44181638,156.25,37.66532071,37.44181638,37.66532071,-0.223504333,921.875,1.847742924,35.59407345,468.75,2.035660244,155.2078425,6.722039077,2.697622103,8.452666325,-6.417006081,968.75,-4.353258174,6.388918418,687.5,-4.483236514,156.25,-1.204799389,5.622461516,-11.81735013,7.334113616,1000,3.636942294,-8.120178808
abd_153,tt,3.6,3.69,232.1834019,312.5,35.91253638,137.9474964,33.58353432,35.91253638,29.03078118,6.881755195,937.5,0.077306337,35.83523004,312.5,45.32333631,156.25,40.40691393,45.32333631,-0.49256871,45.81590502,937.5,0.594293199,44.72904311,312.5,42.65948422,156.25,39.65577295,42.65948422,-10.53478367,53.19426788,921.875,-3.868965315,46.52844953
abd_153,i,3.69,3.79,298.0200825,312.5,44.28141621,156.25,41.28821481,44.28141621,12.70578324,31.57563298,937.5,14.09805104,30.18336518,312.5,36.1876614,168.8913662,35.74681016,36.1876614,29.05300848,7.13465292,875,2.184280995,34.0033804,312.5,39.72970762,138.9137585,35.70124711,39.72970762,32.09376506,7.635942564,1000,6.962721023,32.7669866
abd_153,dd,3.79,3.82,293.6215001,312.5,44.0654645,156.25,43.11803444,44.0654645,3.381091734,40.68437276,968.75,17.48846952,26.57699497,343.75,42.38331476,156.25,41.41550978,44.42022822,12.37760803,30.00570674,937.5,15.71124963,26.67206514,343.75,42.47779822,156.25,41.86319898,44.22998068,7.486817278,34.99098094,937.5,16.59475317,25.88304505
abd_153,i,3.82,3.88,331.5718933,453.125,30.41519757,156.25,42.71958708,44.95073754,-0.705686196,31.12088376,968.75,12.80741009,17.60778748,312.5,42.72147864,156.25,43.89793376,42.72147864,43.89793376,-1.176455119,968.75,13.27015848,29.45132016,312.5,42.18615825,156.25,43.56942061,42.18615825,43.56942061,-1.383262362,968.75,10.09328849,32.09286976
abd_153,n,3.88,3.95,336.6349233,531.25,39.72809159,187.5,40.00727387,37.16800877,40.00727387,-0.279182284,906.25,16.59752957,23.13056202,500,41.3951804,171.875,42.19209463,43.09475461,-5.307465569,46.70264597,875,16.04033876,25.35484164,531.25,43.01431404,171.875,42.95864948,41.63581895,43.01431404,0,875,27.06083204,15.95348199
abd_153,ee,3.95,4.06,425.1400429,375,24.87164453,186.5249966,32.05534855,27.69962296,32.05534855,-7.183704019,875,4.84325449,20.02839004,343.75,28.30776489,187.5,38.46790781,29.00516275,38.46790781,-10.16014293,1031.25,-0.142790561,28.45055545,343.75,29.27001791,187.5,35.91333938,29.27001791,35.91333938,-6.643321477,875,7.222524234,22.04749367
abd_153,rr,4.06,4.13,490.7540523,421.875,38.16588432,140.625,38.26583615,41.41441144,5.246426057,32.91945826,1015.625,19.63427718,18.53160714,375,24.8284409,147.1059963,31.05390305,23.15223082,31.05390305,-6.225462148,1000,-4.898171326,29.72661223,375,29.61120373,172.418516,32.53945713,30.89091189,32.53945713,-2.928253405,1000,2.469512576,27.14169115
abd_153,rr,4.13,4.16,372.2061202,250,23.22300936,125,27.65724883,23.22300936,27.65724883,-4.434239471,937.5,-4.546534694,27.76954405,390.625,41.63140834,140.625,38.36099325,43.60610039,6.187810168,35.44359817,937.5,27.31126981,14.32013853,375,40.67040419,125,37.77577523,42.17564032,1.446264337,39.22413986,1000,18.59184874,22.07855546
abd_153,u,4.16,4.27,387.7607795,265.625,35.44764005,125,33.47626746,35.44764005,24.95477861,10.49286143,906.25,-5.15206028,40.59970033,406.25,9.153667895,125,-24.05157453,7.605015487,-3.226055661,12.37972356,1000,-3.462382568,12.61605046,562.5,-0.028075324,125,1.867786486,6.956384229,-29.59620922,29.56813389,937.5,-5.956494991,5.928419667
abd_153,T,4.27,4.35,251.975004,218.75,45.68261064,109.375,36.38254145,46.7247929,9.564127167,36.11848347,921.875,9.386725609,36.29588503,250,43.70669314,125,35.73746767,44.20088814,4.216873069,39.48982007,937.5,-3.534144031,47.24083718,328.125,34.76050903,109.375,37.33125964,45.57573853,5.849955229,28.9105538,906.25,7.027505763,27.73300327
abd_153,i,4.35,4.45,285.582891,218.75,37.78569169,109.375,29.66528544,37.9287306,6.144273408,31.64141828,1000,3.278856644,34.50683504,203.125,42.26278574,93.75,33.13312915,42.26278574,4.744650235,37.5181355,968.75,-5.373931191,47.63671693,218.75,37.78569169,109.375,29.66528544,37.9287306,6.144273408,31.64141828,1000,3.278856644,34.50683504
