Filename,Segment_label,Beginning,End,F1,A1hz,A1dB,F0,H1,H2,P0,A1-P0,P1Hz,P1,A1-P1F1,A1hz,A1dB,F0,H1,H2,P0,A1-P0,P1Hz,P1,A1-P1F1,A1hz,A1dB,F0,H1,H2,P0,A1-P0,P1Hz,P1,A1-P1,,
chan_039,ee,4.56,4.74,383.3276854,281.25,8.937959097,156.25,19.29409076,8.937959097,19.29409076,-10.35613166,937.5,-14.29285892,23.23081801,281.25,1.438308,156.25,11.91168414,1.438308,12.91036443,-11.47205643,875,-14.92523938,16.36354738,687.5,0.493581375,156.25,3.712118757,0.135987957,7.737369167,-7.243787791,906.25,-2.137978519,2.631559894,m,VN
chan_04,oh,2.03,2.1,407.0791061,562.5,33.05218248,130.7009962,37.56396651,27.32390325,37.56396651,-4.511784034,1000,13.41284846,19.63933402,375,27.47497572,156.2735907,35.43467015,30.12183255,35.43467015,-7.959694424,1000,5.785937005,21.689038715,253.6820816,25.96239455,125,32.42010002,25.96239455,32.42010002,-6.457705471,1000,-0.401957037,26.36435159,m,VN
chan_04,oh,7.42,7.5,434.2485153,593.75,10.66515697,125,15.87188867,6.450275143,17.5894557,-6.924298732,968.75,-7.263997096,17.92915407,718.75,5.261722881,125,2.059603203,-3.22585215,6.631712454,-1.369989573,953.125,-5.835835604,11.097558485,734.375,-2.665219936,125,-4.228379447,-13.38729308,6.69739802,-9.362617956,968.75,-3.720418716,1.05519878,m,VN
chan_043,ee,1.23,1.39,372.1087218,687.5,42.74129603,125,34.66800269,30.96457673,42.74129603,0,1000,29.58490291,13.15639312,781.25,41.35011147,125,39.14008245,32.81432377,41.40725717,-0.057145703,906.25,41.40725717,-0.0571457,765.625,43.06907763,125,39.53461865,34.27157973,43.06907763,0,906.25,39.58730589,3.481771742,m,VN
chan_043,aa,3.77,3.92,702.9672465,687.5,-14.42169474,156.25,19.72061272,14.23347773,23.17459055,-37.59628529,968.75,-0.328802796,-14.09289195,343.75,41.85955434,156.25,43.52744164,44.60377507,4.483401643,37.3761527,937.5,30.70625029,11.15330405,312.5,40.44475371,156.25,42.69013722,40.44475371,42.69013722,-2.245383514,937.5,31.89133176,8.553421948,m,VN
chan_047,A,1.53,1.71,645.3746132,562.5,39.26726729,158.5376351,38.35078235,34.40550701,39.26726729,0,875,25.82402447,13.44324282,718.75,47.79868556,156.25,42.85032326,39.84806693,47.79868556,0,1000,41.0334772,6.76520836,718.75,46.58393252,156.25,43.35113045,40.59671538,46.58393252,0,1000,36.03774886,10.54618366,m,VN
chan_047,aa,2.42,2.47,421.6586764,531.25,31.44439726,140.625,39.580508,28.83514996,39.580508,-8.136110735,968.75,16.38509873,15.05929853,625,38.12905797,132.7036933,37.86379654,34.31173793,38.12905797,0,1000,25.8467119,12.28234607,562.5,38.41253692,130.4925694,37.23211289,34.2685263,38.41253692,0,1000,24.32517143,14.08736549,m,VN
chan_047,aa,2.89,2.94,444.1587799,500,28.22358606,93.75,34.20961557,35.93248079,-3.351562809,31.57514887,921.875,6.752893172,21.47069289,343.75,27.11515491,125,38.46267862,34.32693907,38.46267862,-11.34752371,1000,1.319992741,25.795162169,343.75,31.0281627,99.6228701,33.1960736,34.89843371,6.905390399,24.1227723,968.75,-5.45041146,36.47857416,m,VN
chan_048,ee,7,7.15,411.1150203,484.375,33.34747379,93.75,29.55936204,29.95131344,3.65133551,29.69613828,937.5,-0.110809924,33.45828371,484.375,33.34747379,93.75,29.55936204,29.95131344,3.65133551,29.69613828,937.5,-0.110809924,33.458283714,484.375,33.34747379,93.75,29.55936204,29.95131344,3.65133551,29.69613828,937.5,-0.110809924,33.45828371,m,VN
chan_049,A,2.36,2.43,612.8086641,765.625,35.39562957,93.75,29.74465938,32.74418584,-0.308638224,35.7042678,968.75,22.39441416,13.00121541,812.5,34.61792844,93.75,32.51777297,33.28836877,7.397276563,27.22065188,906.25,20.32641343,14.29151501,781.25,37.60953005,93.75,31.3448451,33.97210981,8.456372005,29.15315804,968.75,24.41123381,13.19829624,m,VN
chan_049,A,5.59,5.69,530.0104283,375,36.0511234,112.5945419,31.3365221,35.25301132,27.87088099,8.18024241,937.5,3.435835195,32.61528821,343.75,40.40721651,125,35.39065655,39.09022083,14.32757326,26.07964325,906.25,5.827787202,34.579429308,375,32.80691761,124.654251,35.94250117,39.31856427,7.981234771,24.82568284,906.25,9.455481273,23.35143634,m,VN
chan_05,oi,1.21,1.44,481.6696232,609.375,41.152692,125,39.70537059,37.86958381,41.152692,0,890.625,20.31724906,20.83544294,796.875,47.2339596,140.625,42.43888053,41.00072744,47.2339596,0,921.875,32.68038946,14.55357014,718.75,43.23661756,125,40.44738398,39.29496869,43.23661756,0,968.75,33.77325084,9.463366723,m,VN
chan_060,A,3.61,3.73,604.4456817,312.5,36.97687635,156.25,35.12894674,36.97687635,5.16537872,31.81149763,937.5,6.597018254,30.37985809,343.75,1.813000664,156.25,20.90715151,15.75444096,20.90715151,-19.09415085,906.25,-5.222505401,7.035506065,437.5,48.49449354,156.25,43.07003475,45.58650037,6.1012534,42.39324014,890.625,23.45831522,25.03617832,m,VN
chan_063,ee,1.62,1.68,381.0362928,265.625,28.74918292,140.625,37.33846603,28.74918292,37.33846603,-8.589283105,1015.625,-1.423918059,30.17310098,500,9.939154773,140.625,3.395746585,9.854429526,3.791942326,6.147212448,937.5,-1.989405434,11.928560207,468.75,45.06064446,156.25,38.66622401,39.67470061,1.118984394,43.94166007,937.5,15.83077286,29.2298716,m,VN
chan_063,oh,4.69,4.75,453.7189205,750,20.57010209,128.3586661,35.11486813,16.70682344,35.11486813,-14.54476604,937.5,18.21334405,2.356758041,437.5,45.91674846,140.625,41.55022128,44.05983224,10.29218427,35.62456419,984.375,6.749031716,39.167716744,281.25,25.6886131,125,32.67002866,25.94216943,32.67002866,-6.981415564,906.25,-11.74699318,37.43560628,m,VN
chan_071,oh,8.65,8.7,946.2083777,531.25,42.56105822,125,37.01043942,37.71868791,7.498687994,35.06237023,937.5,26.0579021,16.50315612,312.5,42.40468553,156.25,39.15738803,42.40468553,9.868242512,32.53644302,906.25,6.066572495,36.338113035,468.75,20.16973924,125,20.20166591,15.25663916,21.14205425,-0.972315006,1000,2.659560973,17.51017827,m,VN
chan_072,ee,6.03,6.11,350.8542895,406.25,34.61702979,125,35.1531719,34.61077689,35.1531719,-0.53614211,906.25,11.2166377,23.40039209,281.25,30.63398219,125,32.21300265,30.63398219,32.21300265,-1.57902046,968.75,-8.976085891,39.610068081,531.25,37.78816681,125.6743683,37.19279665,39.13544174,8.546492604,29.2416742,968.75,24.7727846,13.01538221,m,VN
chan_075,aa,0.61,0.75,382.959531,351.5625,41.06099646,117.1875,38.30518109,40.99165521,3.4452083,37.61578816,937.5,25.75824396,15.3027525,734.375,46.55254857,140.625,40.97647566,39.13311218,46.55254857,0,890.625,32.97336629,13.57918228,500,5.281157816,140.6755304,28.49996357,19.83202033,28.49996357,-23.21880576,937.5,9.300450225,-4.019292409,m,VN
chan_079,A,2.66,2.71,686.4096343,312.5,30.65758678,156.25,40.52658393,30.65758678,40.52658393,-9.868997148,906.25,2.208683374,28.4489034,437.5,42.79335456,156.25,41.53916717,39.69700804,42.79335456,0,875,22.78746913,20.00588543,312.5,36.09503404,125,34.6627827,36.12200113,31.61616088,4.478873166,1000,-11.54443699,47.63947103,m,VN
chan_079,aa,7,7.04,541.6696301,1453.125,-2.955435903,125,9.187216285,-0.301569346,18.57468266,-21.53011856,984.375,-6.455883484,3.500447581,468.75,37.03426443,125,37.33508433,36.62277404,38.21978774,-1.185523313,968.75,23.60763228,13.42663215,687.5,42.5235222,125,39.41560438,36.94932947,42.5235222,0,968.75,27.60590658,14.91761562,m,VN
chan_082,A,0.87,1.01,565.8536269,468.75,4.764178515,156.25,-31.43290221,12.7998862,8.296175576,-3.531997061,937.5,-10.75372503,15.51790354,468.75,43.85439285,156.25,43.95386177,44.8874636,9.573997949,34.28039491,937.5,21.84445301,22.00993984,703.125,11.07076491,156.25,-0.046815317,7.193129345,-16.47505751,27.54582241,890.625,2.526746226,8.54401868,m,VN
chan_082,oh,3.83,3.89,426.6454792,531.25,40.98845036,125,39.57904547,39.98601323,4.00738937,36.98106099,968.75,21.28052205,19.70792831,437.5,36.33032488,141.0936664,32.78801644,35.40589206,31.30848141,5.021843476,937.5,12.17517457,24.15515031,296.875,35.23382898,140.625,37.80866732,39.18381876,2.48558934,32.74823964,953.125,-4.107324164,39.34115314,m,VN
chan_082,aa,6.68,6.75,522.0730623,562.5,37.23469572,156.25,37.40873917,36.38883798,38.96638493,-1.731689213,1000,28.12438522,9.110310505,531.25,32.72136814,125,34.75515421,35.68274712,15.09059679,17.63077135,1000,27.07659497,5.64477317,375,31.52124551,125,36.04101007,39.70290768,10.96889298,20.55235253,1000,-4.863198014,36.38444352,m,VN
chan_087,ee,3.58,3.72,446.8023724,546.875,16.55583485,140.625,24.61691318,15.08121306,24.61691318,-8.061078329,906.25,-8.332101157,24.88793601,531.25,40.07098915,125,35.33475017,35.87442009,14.09419662,25.97679253,906.25,18.04162283,22.02936632,312.5,14.27690738,125,24.45921581,25.80023031,0.664970141,13.61193724,906.25,2.652715785,11.62419159,m,VN
chan_090,i,4.97,5.04,333.7536013,375,40.39170875,128.1102614,32.62065346,37.9704094,29.55418234,10.83752641,1000,3.745366978,36.64634177,1687.5,4.492294734,156.25,12.01468524,11.75842148,12.01468524,-7.522390509,875,-5.222182651,9.714477385,343.75,30.7018711,156.25,40.76433129,41.12706871,3.070588,27.6312831,906.25,7.857862444,22.84400865,m,VN
chan_093,A,1.23,1.32,602.3323013,343.75,41.23293434,156.25,42.98519794,41.23293434,42.98519794,-1.752263596,875,7.727705217,33.50522912,1796.875,17.93158167,140.625,12.47805355,11.1729964,22.17786519,-4.246283515,906.25,0.165603267,17.765978403,437.5,18.36603333,125,26.28028434,17.0934456,26.28028434,-7.914251007,937.5,1.690284871,16.67574846,m,VN
chan_094,oh,1.03,1.06,326.4981251,1187.5,2.985567047,148.1615179,14.5140709,5.256347729,14.5140709,-11.52850386,1000,-6.487845804,9.473412851,468.75,33.95981225,156.25,35.64289342,31.76084707,35.64289342,-1.683081168,937.5,13.56236046,20.39745179,421.875,-2.098014705,156.25,9.876367459,15.31353484,5.072726638,-7.170741343,953.125,-13.14672147,11.04870676,m,VN
chan_094,aa,5.5,5.58,459.7349412,437.5,27.1016102,125,32.67220787,35.84324873,28.14727955,-1.045669355,937.5,31.47862465,-4.377014456,437.5,40.15435936,156.25,44.4145075,35.4739435,44.4145075,-4.260148139,875,24.46110792,15.69325144,250,23.18249015,125,27.79849799,23.18249015,27.79849799,-4.616007842,906.25,-6.782172729,29.96466288,m,VN
chan_098,ee,3.52,3.58,436.5662952,437.5,40.82376624,129.4024602,39.336741,36.73699965,40.82376624,0,937.5,15.84754977,24.97621647,500,22.06090282,125,23.92206201,11.10908985,23.92206201,-1.861159191,1000,-10.7555569,32.81645972,500,22.06090282,125,23.92206201,11.10908985,23.92206201,-1.861159191,1000,-10.7555569,32.81645972,m,VN
